Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,242,93,4735.4,6481.9,2003.5,2005.5,2003.0,2003.1,2515.0,2712.2,2327.0,2384.0,241.0,315.2,339.3,349.6,47.0,96.6,74.9,76.2,984.5,75663.2,77115.9,6539014.0,20121733.9,28299017.1,27020.7,117958.6,153230.9
Container,214,47,5914.1,7336.7,2008.4,2008.2,2010.0,2009.7,806.7,1544.2,1562.3,1554.2,69.0,123.6,205.7,204.2,33.5,37.5,36.4,36.1,1183.1,91194.5,92945.4,6195892.9,22540727.8,25251006.1,28952.8,111386.8,133132.7
Bulk carrier,193,111,9161.8,15074.6,2001.5,2003.2,2001.4,2001.5,2872.6,2748.3,2738.2,2727.2,346.0,454.8,546.9,541.5,68.0,103.8,115.0,116.0,1076.3,82866.8,84457.9,6410576.9,16894424.8,24895177.9,33215.4,143988.3,184039.5
Liquefied gas tanker,109,31,41189.0,32080.9,2012.6,2012.9,2013.1,2013.1,3612.3,3840.3,3999.3,3995.0,246.0,283.2,305.6,303.2,24.0,30.7,34.7,35.4,4082.3,262611.7,267653.9,7582027.4,55928253.0,46566465.0,69559.9,623985.7,967704.4
Chemical tanker,101,62,5361.2,8774.4,2009.7,2010.5,2011.9,2012.0,3233.4,3043.3,2949.0,2944.2,310.0,331.2,348.1,348.2,28.0,51.2,46.6,46.6,863.4,66554.5,67832.3,3791782.7,16801587.6,19740546.1,37542.4,191138.6,232598.2
Oil tanker,70,44,7406.1,13067.4,2006.2,2007.9,2008.9,2008.8,2874.7,2990.6,3248.2,3277.7,264.0,340.0,466.9,471.5,26.5,69.7,86.6,85.9,822.2,63634.5,64856.2,7743367.2,16615684.4,18381539.5,110619.5,291161.4,358096.1
Refrigerated bulk,63,39,719.8,878.7,1986.7,1987.2,1988.1,1988.0,1845.1,3242.8,2886.2,2928.2,523.0,594.1,805.2,818.0,394.0,630.1,495.2,487.5,1239.5,93480.3,95275.1,2606845.8,5696084.8,6416103.8,41378.5,88177.1,95204.8
Miscellaneous - fishing,61,46,689.2,563.8,2002.5,2002.4,2006.7,2007.0,5771.0,8780.4,8755.8,8361.6,743.0,1088.1,1752.5,1739.3,103.0,372.9,508.8,389.6,327.9,24617.5,25090.1,3964649.5,8794356.8,9998293.1,64994.3,152961.0,181326.0
Cruise,38,22,2250.5,264.5,1996.2,1996.8,1997.2,1996.9,1086.7,1078.5,1287.5,1276.0,76.5,95.9,106.5,111.3,9.0,78.7,24.4,25.7,574.8,44412.0,45264.7,1319231.2,5786935.7,6432640.0,34716.6,132911.5,135304.3
Vehicle,13,10,1558.9,546.6,2005.4,2004.1,2006.1,2005.9,3314.4,2554.0,2735.8,2781.1,277.0,218.8,281.7,283.9,18.0,18.4,22.3,22.0,98.0,7589.9,7735.6,553493.8,2440314.4,2826132.7,42576.4,161833.1,174167.9
Service - tug,12,11,32.7,27.1,2006.2,2005.9,2008.7,2008.2,2333.5,2989.3,3275.5,3258.1,306.0,605.8,740.9,673.5,67.5,75.5,105.1,102.1,39.7,2983.7,3041.0,693116.9,1639012.9,2194549.6,57759.7,149146.0,201372.4
Ro-Ro,10,7,75.7,87.1,2003.2,2004.0,1998.3,1998.8,2446.7,2610.1,3186.9,3074.5,451.5,471.1,440.0,450.2,148.5,528.4,204.0,228.4,97.3,7339.0,7479.9,158382.0,832193.4,477472.6,15838.2,38055.0,48577.9
Service - other,9,7,39.8,13.9,2000.8,1998.1,2003.7,2002.5,2306.1,2144.8,2334.5,2535.3,291.0,287.4,333.9,345.2,90.0,335.6,586.1,708.6,28.9,2180.4,2222.3,97321.4,199682.2,215169.7,10813.5,24061.8,27169.2
Ferry-RoPax,1,1,0.5,0.3,1989.0,1989.0,1989.0,1989.0,81.5,81.5,81.5,81.5,71.0,71.0,71.0,71.0,3.0,3.0,3.0,3.0,0.7,49.6,50.5,1738.8,4299.9,5276.0,1738.8,3711.6,3380.5
