Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,593,53,1701.1,2185.3,2001.0,2003.9,1999.1,1999.3,422.2,416.1,495.0,492.8,49.0,65.9,161.5,170.3,45.0,62.6,113.3,121.6,494.5,37765.3,38490.4,3281088.9,9753872.9,13767531.1,5533.0,21546.9,28718.7
Ro-Ro,563,20,360.3,467.0,2008.0,2006.0,2004.6,2004.2,294.1,653.7,616.4,608.2,49.0,120.2,431.9,428.1,37.0,95.7,291.6,293.9,1126.3,84564.9,86188.5,1694433.7,13063435.8,6164513.6,3009.7,7344.8,10470.3
Container,508,37,3124.1,3856.7,2008.8,2008.7,2010.1,2009.9,451.4,577.5,508.2,504.2,45.0,58.2,69.5,68.1,36.5,37.4,45.6,45.0,839.1,64284.7,65519.0,4526568.7,14746080.0,16526950.0,8910.6,30086.5,35374.1
Chemical tanker,179,34,1525.6,2433.9,2008.4,2012.3,2010.7,2010.9,563.1,509.6,631.0,625.8,67.0,54.9,165.7,164.0,28.0,53.2,101.1,100.5,363.4,27853.0,28387.8,2168587.5,6925259.0,8217547.9,12115.0,43777.8,52339.0
Oil tanker,135,15,441.8,675.6,2006.5,2008.3,2008.0,2007.9,436.4,444.1,433.9,411.0,48.0,44.2,80.7,74.6,29.0,75.3,63.3,65.9,200.3,15250.8,15543.6,1167872.2,1058180.2,1207370.1,8650.9,24140.5,30339.3
Bulk carrier,134,46,882.8,1355.2,2000.7,1999.9,2002.0,2001.5,440.9,545.6,528.2,507.7,68.5,154.3,293.9,283.3,70.5,140.0,472.6,440.6,222.3,16822.1,17145.1,1118724.8,2743195.7,3703986.1,8348.7,30386.3,38598.1
Service - tug,96,11,40.2,25.4,2008.7,2002.5,2009.1,2007.1,388.4,665.5,510.5,542.9,208.0,598.5,655.2,613.7,44.0,91.0,174.3,222.9,71.8,5393.4,5496.9,649961.5,1536963.3,2057910.8,6770.4,17482.5,23604.3
Cruise,80,16,539.7,68.2,1997.3,1997.6,1995.9,1995.7,293.6,357.4,316.4,319.6,39.0,42.9,31.6,32.3,9.0,21.0,14.3,12.6,251.7,19171.8,19539.9,409127.6,1614354.2,1979130.5,5114.1,18317.9,21072.1
Ferry-pax only,80,1,57.7,20.6,2014.0,2014.0,2014.0,2014.0,475.4,475.4,625.6,625.6,53.5,53.5,78.6,78.6,18.0,18.0,33.6,33.6,43.5,3262.5,3325.2,1696341.3,3454757.7,4351927.0,21204.3,49309.5,65006.2
Miscellaneous - fishing,51,18,348.9,275.2,2001.5,2000.4,2000.3,2001.0,4633.4,5241.7,6094.6,6011.6,645.0,716.1,1381.2,1426.4,99.0,70.0,473.0,437.0,280.0,21025.0,21428.6,1935254.6,4292767.7,4880442.2,37946.2,89304.6,105865.1
Service - other,26,4,43.8,17.4,2010.0,2005.8,2009.6,2007.4,302.7,747.4,662.2,451.1,105.0,158.2,341.4,294.6,7.0,49.6,30.6,41.5,22.2,1673.1,1705.2,121073.7,248416.6,267684.0,4656.7,10361.9,11700.0
Liquefied gas tanker,17,2,43.9,45.6,2011.7,2013.0,2011.8,2011.9,786.4,803.1,676.4,677.0,67.0,64.5,63.3,63.2,39.0,54.5,56.3,57.3,31.0,2361.9,2407.2,34442.3,99785.0,110194.6,2026.0,11092.4,14586.7
Refrigerated bulk,15,7,23.9,29.9,1984.2,1985.1,1985.5,1985.5,820.0,789.8,738.8,721.5,153.0,197.6,215.9,203.5,256.0,489.1,524.5,512.0,105.2,7908.5,8060.3,88728.8,193876.8,218384.0,5915.3,12605.3,13610.0
Vehicle,12,9,437.1,153.0,2005.0,2003.4,2005.0,2004.9,808.0,853.3,856.5,857.5,62.0,62.6,73.4,73.8,13.0,19.1,17.9,18.0,31.4,2430.5,2477.2,154976.0,683277.8,791305.3,12914.7,49088.6,52830.1
Ferry-RoPax,6,1,1.2,0.4,1999.0,1999.0,1999.0,1999.0,290.4,290.4,413.9,413.9,54.0,54.0,132.4,132.4,116.5,116.5,400.2,400.2,10.6,798.1,813.4,14936.8,32315.0,42964.5,2489.5,5557.8,7920.2
