Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,244,97,4485.4,6046.0,2003.2,2005.3,2001.7,2002.0,2034.3,2328.2,2208.6,2232.3,204.0,251.0,263.6,269.0,37.0,90.4,86.9,88.1,969.8,74539.3,75970.5,5641554.3,17519696.6,24727284.5,23121.1,102583.4,133936.7
Container,217,47,7739.1,9630.2,2008.5,2008.2,2009.0,2008.7,2479.3,2135.6,1986.6,1983.1,160.0,175.8,196.8,195.6,35.0,40.5,42.5,42.4,1609.1,124077.4,126459.6,8541493.4,31621673.6,35423014.6,39361.7,153304.0,183778.9
Bulk carrier,193,114,8434.9,13901.1,2001.2,2002.8,2001.7,2001.7,2745.9,2534.0,2514.2,2512.3,258.0,298.8,348.4,348.9,84.0,150.8,161.9,160.6,910.1,70125.6,71472.0,5925134.3,15377473.2,22572086.4,30700.2,131094.4,166982.8
Liquefied gas tanker,106,31,41251.7,32347.9,2012.7,2012.9,2013.0,2013.0,3574.9,4166.8,4096.1,4104.6,275.0,346.0,367.3,370.6,29.0,59.8,64.9,66.4,3725.5,244700.9,249399.1,7658346.4,56404953.4,46978530.4,72248.6,647469.2,1003889.2
Chemical tanker,102,61,3750.5,6089.4,2009.9,2010.9,2010.8,2010.9,2689.1,2140.2,2026.4,2007.5,233.0,221.9,246.9,246.4,33.5,50.4,48.5,48.6,667.4,51439.7,52427.3,3122748.1,12640891.1,14885202.6,30615.2,141576.4,171448.4
Oil tanker,74,46,5624.7,9842.5,2006.3,2008.2,2009.1,2009.1,2023.3,2584.7,2361.5,2373.1,186.0,240.5,286.8,281.9,54.0,181.7,214.9,204.9,694.6,53682.2,54712.9,6102527.6,12612444.1,13873341.8,82466.6,221291.3,274292.9
Miscellaneous - fishing,59,47,453.4,391.3,2003.2,2003.7,2004.1,2003.5,5863.2,7707.4,6359.4,6082.3,765.0,1079.3,1324.4,1223.9,30.0,69.4,140.1,157.8,289.1,21704.7,22121.4,2752111.8,6104714.5,6940442.2,46646.0,109779.1,130136.5
Refrigerated bulk,55,38,627.8,748.7,1986.7,1987.1,1987.8,1987.6,2172.1,2761.4,2907.3,2899.1,223.0,443.8,619.9,613.8,169.0,281.5,325.4,317.0,644.7,48749.9,49685.9,2221200.4,4853430.8,5466933.4,40385.5,86061.0,92920.0
Cruise,38,22,1639.1,190.1,1996.2,1996.8,1996.7,1996.4,872.9,1209.0,937.7,917.3,64.0,129.7,72.5,80.6,9.0,31.6,43.4,39.7,481.6,37218.0,37932.6,1143130.7,4337164.3,4830603.5,30082.4,102383.5,106827.7
Service - tug,14,13,14.4,9.8,2006.1,2005.8,2008.4,2007.6,2507.8,2244.4,2292.7,2215.1,519.0,470.2,528.6,532.9,41.0,226.2,81.6,101.4,32.8,2459.4,2506.6,250895.6,593292.7,794386.8,17921.1,46275.5,62479.8
Vehicle,13,10,1153.7,394.5,2005.4,2004.1,2005.1,2004.9,1347.2,2150.9,2024.7,2007.1,98.0,153.2,172.7,172.1,8.0,9.2,10.8,10.6,77.1,5975.1,6089.9,399446.2,1761129.6,2039567.6,30726.6,116791.9,125693.7
Service - other,12,10,66.2,48.2,1998.5,1996.2,2002.1,2000.6,1817.8,1849.5,2326.9,3017.2,235.0,243.6,434.1,444.2,24.5,61.8,46.6,52.6,32.0,2443.0,2489.9,336516.8,690458.5,744010.9,28043.1,62400.5,70459.0
Ro-Ro,9,5,37.8,46.4,2002.9,2001.6,1999.5,2000.7,1550.9,1385.0,1648.0,1661.4,129.0,203.2,325.5,347.5,98.0,116.0,65.2,74.2,41.1,3103.3,3162.9,94959.9,551573.2,299635.6,10551.1,25441.2,33342.2
Ferry-RoPax,1,1,1.5,0.8,1989.0,1989.0,1989.0,1989.0,242.4,242.4,242.4,242.4,1279.0,1279.0,1279.0,1279.0,123.0,123.0,123.0,123.0,12.8,963.4,981.9,5172.1,12790.2,15693.7,5172.1,11040.4,10055.5
