Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Australia,84,17,8557.6,1079.5,1995.6,2002.9,1995.5,1999.2,1319.2,1463.3,1414.9,1428.3,86.0,137.3,92.2,121.0,9.0,56.5,21.6,28.1,1936.1,149956.5,152835.7,3519658.5,16388402.8,18132518.3,41900.7,173551.1,179140.2
New Caledonia,66,33,1002.1,456.6,2005.4,2006.2,2002.8,2008.3,346.1,395.4,368.4,359.8,32.5,39.5,38.6,38.4,12.0,24.1,15.7,27.0,206.1,15942.6,16248.7,369047.5,1848300.0,2247945.2,5591.6,28758.4,34941.4
Fiji,35,15,568.4,342.1,1998.7,2002.5,2002.1,2003.0,559.3,873.4,601.1,600.4,48.0,116.1,47.1,56.2,22.0,20.4,22.1,35.7,113.2,8740.8,8908.6,413570.6,1594750.9,1862291.2,11816.3,45566.5,52962.6
New Zealand,25,7,791.2,472.6,2003.1,2003.4,1997.7,2008.1,1431.3,1424.3,1230.9,1384.7,104.0,153.7,99.4,139.2,23.0,55.0,20.5,38.0,182.0,14063.0,14333.0,1041364.1,2813581.3,3018945.4,41654.6,112683.2,120310.9
Solomon Islands,18,9,79.3,60.7,2009.4,2007.9,2009.5,2010.1,726.1,681.9,714.9,693.5,63.0,80.3,79.5,78.1,33.0,41.9,31.1,42.0,33.4,2561.5,2610.7,77615.3,272091.4,361411.1,4312.0,20605.2,26542.5
"Taiwan, Province of China",17,4,1159.6,1377.1,2014.3,2013.5,2014.3,2014.2,3638.1,3646.6,3652.2,3652.8,249.0,253.2,257.9,258.0,9.0,9.8,12.6,12.6,248.9,19202.3,19571.0,1275468.1,4947798.0,5645772.6,75027.5,314153.7,383337.2
Papua New Guinea,2,2,11.9,16.1,2008.5,2008.5,2008.5,2008.5,1377.8,1377.8,1377.4,1357.8,171.0,171.0,171.3,170.8,36.5,36.5,37.6,35.7,3.0,230.0,234.4,20346.7,59477.7,77480.2,10173.3,44948.7,57521.1
Singapore,2,2,170.6,273.3,2005.5,2005.5,2009.5,2010.0,4295.3,4295.3,4330.0,4334.2,527.5,527.5,613.6,623.7,244.0,244.0,166.2,157.0,34.5,2665.5,2716.6,165626.1,621418.7,709002.6,82813.0,340842.9,402574.1
American Samoa,1,1,2.8,0.8,1993.0,1993.0,1993.0,1993.0,1296.2,1296.2,1296.2,1296.2,105.0,105.0,105.0,105.0,61.0,61.0,61.0,61.0,1.5,113.1,115.3,5752.7,11803.2,12718.7,5752.7,12800.7,14453.8
Tonga,1,1,0.3,0.0,2016.0,2016.0,2016.0,2016.0,1040.5,1040.5,1040.5,1040.5,68.0,68.0,68.0,68.0,93.0,93.0,93.0,93.0,0.4,31.8,32.4,3167.5,6451.0,8126.2,3167.5,7365.9,9710.7
