Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nigeria,164,75,785.9,963.7,2008.8,2005.5,2009.9,2009.8,255.7,413.2,534.7,521.3,52.0,118.2,120.4,120.6,29.5,134.8,68.3,72.9,228.4,17450.6,17785.7,962446.0,2654115.6,3092563.5,5868.6,21224.9,27448.4
Cameroon,122,69,235.5,239.6,2003.5,2005.1,2005.8,2004.5,92.4,125.8,98.4,97.7,10.0,73.6,45.0,54.9,46.0,75.7,62.0,71.1,162.4,12341.9,12578.8,274537.3,771659.6,876952.1,2250.3,6837.7,8238.8
Togo,50,26,550.7,811.0,2006.1,2005.5,2008.7,2008.7,682.1,892.9,736.1,722.1,55.0,148.1,169.7,162.0,43.0,82.5,73.2,69.0,133.3,10190.9,10386.5,676014.2,1911959.4,2227552.8,13520.3,51276.5,64138.4
South Africa,48,41,3759.5,6043.0,2007.1,2007.1,2007.2,2007.3,3087.9,3163.0,2998.2,2939.7,310.0,384.5,403.5,355.8,12.5,29.0,32.5,26.2,353.2,27301.6,27825.8,3108626.6,7802020.2,9742205.1,64763.1,235915.8,293793.2
Spain,45,27,6533.3,10926.3,2006.6,2006.1,2010.0,2010.4,4107.1,3554.1,3832.8,3833.0,320.0,322.9,338.2,346.5,20.0,32.4,38.1,40.7,731.2,55044.4,56101.3,4704658.4,13387541.3,15178660.3,104548.0,367545.9,450615.3
Gabon,41,27,213.7,230.2,2007.3,2007.9,2010.0,2010.5,265.7,375.6,375.0,365.7,32.0,47.2,101.7,105.9,29.0,44.6,24.8,28.2,45.3,3427.9,3493.7,302421.8,854603.0,1027821.3,7376.1,27041.2,35202.0
Congo,35,17,237.1,308.0,2008.4,2008.5,2009.2,2009.0,653.2,669.3,639.8,646.4,73.0,98.4,96.8,96.2,30.0,197.4,120.0,126.1,85.5,6515.9,6641.0,417063.8,1183016.8,1488957.2,11916.1,40874.1,51708.1
Singapore,24,23,9107.5,12296.9,2009.5,2009.6,2011.5,2010.7,8065.1,8113.7,8330.9,8216.8,750.0,761.5,695.4,738.2,14.0,30.2,38.9,34.0,918.5,63524.3,64743.9,5831989.2,15547040.2,17413142.1,242999.6,871392.0,1172294.4
United States of America,20,17,8499.5,15804.0,2010.3,2010.7,2010.2,2010.2,6643.3,6568.7,6866.4,6865.7,580.5,647.1,754.7,762.1,58.5,76.4,107.2,108.5,882.9,67706.1,69006.1,5194618.6,11863757.1,13369916.8,259730.9,802203.5,980614.2
Ghana,19,14,150.8,212.1,2003.4,2005.4,2006.5,2006.8,734.7,829.5,797.6,789.3,70.0,520.4,754.2,676.6,76.0,114.1,188.6,192.8,99.4,7512.1,7656.3,209875.0,575010.7,699883.4,11046.1,44446.4,57087.5
Côte d'Ivoire,18,15,288.2,193.5,2006.1,2007.1,2011.7,2010.4,905.7,1371.7,1431.0,706.0,113.5,262.0,1570.5,891.6,54.0,279.9,97.6,113.6,50.2,3836.2,3909.9,888651.1,1963954.0,2353108.1,49369.5,122567.9,149894.5
Angola,18,14,238.0,389.2,2008.3,2009.2,2013.9,2014.6,801.3,849.0,872.3,872.9,100.5,112.5,121.3,122.5,51.5,70.4,55.6,54.8,33.1,2537.3,2586.0,244346.4,630128.1,804052.5,13574.8,46632.4,60961.9
