,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,534,Sint Maarten (Dutch part),528,Netherlands (Kingdom of the),1024997.912,2761.853276
1,534,Sint Maarten (Dutch part),028,Antigua and Barbuda,2720894.272,910.708181
2,534,Sint Maarten (Dutch part),840,United States of America,1149051.077,659.600158
3,534,Sint Maarten (Dutch part),250,France,1563583.4139999999,543.683723
4,534,Sint Maarten (Dutch part),388,Jamaica,46351.395,141.396955
5,534,Sint Maarten (Dutch part),659,Saint Kitts and Nevis,639995.324,67.507707
6,534,Sint Maarten (Dutch part),203,Czechia,142332.433,55.040696000000004
7,534,Sint Maarten (Dutch part),662,Saint Lucia,263630.333,53.033089000000004
8,534,Sint Maarten (Dutch part),826,United Kingdom,224656.065,29.850001
9,534,Sint Maarten (Dutch part),056,Belgium,26842.119,22.526796
10,534,Sint Maarten (Dutch part),780,Trinidad and Tobago,254783.627,18.812802
11,534,Sint Maarten (Dutch part),276,Germany,118832.47,17.769317
12,534,Sint Maarten (Dutch part),040,Austria,452298.37799999997,15.475665000000001
13,534,Sint Maarten (Dutch part),724,Spain,92684.454,10.258308999999999
14,534,Sint Maarten (Dutch part),642,Romania,37059.909,8.538818
15,534,Sint Maarten (Dutch part),740,Suriname,53642.468,8.150317
16,534,Sint Maarten (Dutch part),208,Denmark,14413.515,3.8510790000000004
17,534,Sint Maarten (Dutch part),670,Saint Vincent and the Grenadines,15494.341,1.6161780000000001
18,534,Sint Maarten (Dutch part),136,Cayman Islands,20462.947,1.095505
19,534,Sint Maarten (Dutch part),052,Barbados,8377.461,0.721498
20,534,Sint Maarten (Dutch part),031,Azerbaijan,7051.151,0.499143
21,534,Sint Maarten (Dutch part),752,Sweden,1811.697,0.239109
22,534,Sint Maarten (Dutch part),764,Thailand,4697.137000000001,0.153489
23,534,Sint Maarten (Dutch part),100,Bulgaria,3986.903,0.07473999999999999
24,534,Sint Maarten (Dutch part),246,Finland,642.847,0.065663
25,534,Sint Maarten (Dutch part),756,"Switzerland, Liechtenstein",64988.047000000006,0.036442
26,534,Sint Maarten (Dutch part),300,Greece,407.287,0.023192
27,534,Sint Maarten (Dutch part),586,Pakistan,89.968,0.020127
28,534,Sint Maarten (Dutch part),620,Portugal,1200.612,0.016673
29,534,Sint Maarten (Dutch part),604,Peru,153.111,0.007684
30,534,Sint Maarten (Dutch part),076,Brazil,1250.887,0.007277
31,534,Sint Maarten (Dutch part),096,Brunei Darussalam,483.697,0.004
32,534,Sint Maarten (Dutch part),688,Serbia,472.844,0.003712
33,534,Sint Maarten (Dutch part),070,Bosnia and Herzegovina,1557.568,0.0024159999999999997
