Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,124,31,2615.0,255.2,2002.4,2003.7,2003.0,2003.6,206.1,266.7,325.8,312.4,15.0,20.5,30.4,28.2,8.0,13.7,10.8,11.5,629.0,48717.2,49652.6,897516.7,4647796.2,5237380.3,7238.0,32957.7,34805.4
Bulk carrier,88,11,738.2,1338.0,1972.5,2000.4,2013.2,2013.6,165.1,1640.6,2059.8,2270.7,19.0,141.1,412.0,419.9,28.0,40.9,15.2,14.5,67.9,5228.0,5328.4,369545.7,999863.0,1181175.6,4199.4,17355.2,21288.5
General cargo,45,38,195.0,268.1,1994.8,1994.5,2001.7,2002.2,585.3,819.9,943.4,924.2,68.0,94.2,118.3,113.5,35.0,79.2,64.0,64.4,43.5,3316.7,3380.4,379796.3,1134608.1,1606186.0,8439.9,33072.8,44324.4
Ferry-RoPax,41,3,113.9,20.2,1979.2,1984.7,1987.2,1988.2,114.2,847.4,272.7,337.1,10.0,33.3,38.9,44.8,12.0,24.7,27.4,29.6,41.6,3197.4,3258.8,125511.0,310378.8,380836.8,3061.2,6534.5,5951.6
Miscellaneous - fishing,15,1,0.7,0.5,2007.0,2007.0,2007.0,2007.0,81.1,81.1,117.1,117.1,9.0,9.0,13.3,13.3,5.0,5.0,42.5,42.5,1.4,103.0,105.0,3403.2,7548.9,8582.3,226.9,533.9,633.0
Container,14,7,50.4,61.9,1997.9,1999.7,2000.9,2000.2,254.9,300.1,234.2,219.4,18.5,26.0,33.3,32.3,14.5,16.4,13.6,14.0,11.8,902.1,919.4,87460.2,263511.1,296420.9,6247.2,19441.0,22612.5
Ferry-pax only,8,2,0.6,0.1,2011.1,1990.5,1986.2,1982.2,66.9,357.3,143.1,165.3,19.0,62.0,79.7,85.8,18.0,11.5,10.5,9.5,0.8,56.3,57.4,9100.5,18533.9,23347.0,1137.6,2645.3,3487.4
Service - other,7,5,20.2,10.2,2007.6,2006.8,2013.3,2013.8,550.5,643.5,918.0,811.4,79.0,89.6,151.4,139.1,32.0,161.5,36.3,35.9,8.8,667.4,680.3,71486.4,146674.5,158050.7,10212.3,22724.2,25658.8
Vehicle,6,4,136.8,45.8,2001.8,2001.2,2001.7,2001.6,517.3,556.7,525.4,526.8,33.0,36.8,37.9,37.9,11.0,10.2,11.4,11.5,7.3,567.2,578.1,46413.0,204631.6,236984.3,7735.5,29402.6,31643.7
Chemical tanker,5,5,56.5,87.9,2013.8,2013.8,2014.2,2014.2,400.7,809.0,1173.9,1189.1,44.0,74.8,121.8,121.9,12.0,25.2,6.2,6.2,9.7,748.3,762.7,50267.5,195733.0,232596.7,10053.5,44475.4,54191.8
Refrigerated bulk,2,2,10.1,10.1,1993.0,1993.0,1993.2,1993.2,653.5,653.5,653.5,653.5,53.0,53.0,54.8,54.8,54.5,54.5,62.0,62.0,5.2,397.8,405.4,29946.7,65434.9,73706.3,14973.3,31908.0,34451.1
Service - tug,1,1,0.3,0.3,1982.0,1982.0,1982.0,1982.0,678.4,678.4,678.4,678.4,124.0,124.0,124.0,124.0,2.0,2.0,2.0,2.0,0.4,27.1,27.7,7287.5,17232.7,23073.6,7287.5,18817.6,25406.9
Oil tanker,1,1,1.0,1.5,1989.0,1989.0,1989.0,1989.0,471.4,471.4,471.4,471.4,61.0,61.0,61.0,61.0,51.0,51.0,51.0,51.0,0.9,70.1,71.4,6850.4,1223.0,1877.5,6850.4,17786.2,22643.9
