Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bar,189,55,1214.1,1645.6,1983.1,2000.1,2008.0,2011.8,166.8,854.0,662.6,1349.3,19.0,86.9,272.4,356.5,22.0,44.6,20.5,19.4,172.6,13261.6,13516.2,945667.5,2751508.5,3433220.3,5003.5,18357.6,22456.5
Kotor,100,26,2030.5,193.1,2004.6,2006.8,2003.2,2003.9,206.1,236.9,329.1,311.7,15.0,17.9,31.7,29.0,9.0,13.9,10.6,11.4,495.3,38360.1,39096.6,685079.5,3521597.6,3955414.6,6850.8,30974.8,32614.8
Ulcinj,27,20,158.8,176.9,1992.4,1992.6,2000.1,2005.0,564.8,763.6,783.1,823.8,62.0,73.2,97.9,106.3,18.0,86.2,34.4,40.6,30.9,2366.7,2412.1,205237.7,627653.1,792056.0,7601.4,26310.3,32237.4
Petrovac,11,1,0.5,0.4,2007.0,2007.0,2007.0,2007.0,96.2,96.2,127.7,127.7,9.0,9.0,11.8,11.8,23.0,23.0,45.4,45.4,1.1,80.7,82.2,2720.3,6034.1,6860.2,247.3,582.0,689.9
Tivat,10,7,206.4,21.9,1999.0,1995.0,2002.9,2003.1,196.8,300.0,374.4,390.5,25.0,27.8,29.1,29.8,11.0,14.6,12.9,13.1,51.2,3960.2,4036.2,46515.8,342140.1,416910.8,4651.6,30296.4,35235.2
Zelenika,8,7,154.5,17.2,1996.9,1995.6,2004.2,2004.0,283.8,294.0,370.1,334.5,21.5,31.3,26.8,25.6,11.0,103.4,10.7,17.0,34.0,2629.6,2680.1,50922.1,271608.5,308922.9,6365.3,30538.0,33372.6
Bijela,6,5,102.3,13.1,1996.5,1995.6,2001.6,1999.2,434.5,431.2,328.0,362.3,23.0,52.9,21.7,35.5,6.0,10.2,14.5,14.6,25.6,1982.0,2020.0,76344.2,263922.2,277999.0,12724.0,40459.9,40906.7
Hercegnovi,3,3,55.4,15.5,2006.3,2006.3,2010.2,2004.3,464.9,500.1,646.1,525.4,39.0,43.0,40.0,47.0,12.0,30.3,20.8,53.0,13.0,1002.0,1021.3,38118.3,134815.9,140922.7,12706.1,43555.2,43950.1
Igalo,2,2,15.6,16.1,1995.5,1995.5,1973.1,1973.0,1478.0,1478.0,2640.3,2836.7,135.5,135.5,219.6,219.9,20.5,20.5,21.0,21.0,4.3,335.3,341.8,28053.6,81820.8,112708.6,14026.8,55753.4,70333.8
Budva,1,1,0.3,0.1,1963.0,1963.0,1963.0,1963.0,660.6,660.6,660.6,660.6,115.0,115.0,115.0,115.0,5.0,5.0,5.0,5.0,0.3,20.4,20.8,5925.9,12068.7,15202.8,5925.9,13780.5,18167.2
