Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,228,75,2558.7,3332.9,2005.1,2005.6,2006.5,2006.6,436.5,1336.9,1164.4,1138.0,47.5,141.6,306.8,303.6,40.5,84.1,85.0,86.9,507.2,38953.4,39701.3,2036632.0,6722136.1,9651631.5,8932.6,44684.8,59355.3
Container,154,39,1464.4,1865.8,2005.8,2006.3,2005.8,2005.7,495.0,454.2,423.8,431.2,51.0,54.5,64.2,65.0,34.0,41.1,40.9,41.1,310.9,23967.8,24428.0,1707606.8,5537448.0,6156788.2,11088.4,37574.2,44080.2
Bulk carrier,144,133,6438.3,11157.7,2008.6,2008.8,2010.1,2010.1,692.6,1478.2,1439.6,1430.3,116.5,192.4,393.7,391.8,121.5,158.3,140.2,140.6,635.2,49183.2,50127.5,4307563.2,9318478.0,11766800.1,29913.6,104345.8,124025.8
Service - tug,115,40,137.8,127.9,2008.8,2009.2,2009.7,2009.4,321.7,1353.8,551.5,538.1,73.0,329.2,708.6,628.4,32.0,54.7,63.4,63.6,128.3,9637.1,9822.1,3271399.1,7735874.0,10357917.2,28446.9,73455.1,99176.9
Oil tanker,110,72,35389.2,66781.8,2005.7,2010.0,2010.4,2010.5,2937.1,5186.2,4516.6,4627.5,344.0,514.0,677.2,676.9,38.5,67.7,64.0,63.9,2308.4,178801.4,182234.4,24685334.1,47825786.1,52481375.6,224412.1,576858.7,713798.6
Chemical tanker,60,36,1287.7,2030.1,2006.5,2006.4,2007.2,2007.2,700.8,1580.7,1764.3,1774.5,80.0,193.7,285.3,285.5,48.0,92.8,132.8,133.1,316.1,24313.8,24780.6,819315.3,3740258.4,4373727.2,13655.3,71680.9,86960.5
Ro-Ro,51,14,387.6,200.1,2005.3,2006.3,2006.8,2007.3,348.3,438.6,414.7,422.6,45.0,41.8,65.8,67.2,18.0,50.5,44.3,44.0,82.7,6343.8,6465.6,247491.4,728660.4,600941.2,4852.8,11487.9,13003.9
Liquefied gas tanker,37,11,3140.5,2492.4,2011.5,2011.6,2007.9,2008.3,533.4,2925.3,3666.1,3269.7,56.0,219.2,509.5,486.8,23.0,47.5,36.0,40.4,337.6,21877.5,22297.5,721322.6,4458302.0,3863602.7,19495.2,156690.5,236283.6
Vehicle,17,14,605.5,190.1,2007.1,2006.6,2007.2,2007.3,704.5,722.6,670.6,664.2,46.0,55.2,68.4,68.6,14.0,20.1,18.2,18.6,39.6,3068.1,3127.1,192501.0,848723.0,982907.7,11323.6,43041.0,46321.5
Service - other,9,9,39.2,40.2,2005.1,2005.1,1997.5,1998.3,744.3,1539.7,1298.0,1623.4,313.0,611.7,637.0,717.2,26.0,97.9,71.3,47.7,26.4,1999.4,2037.8,280635.2,575801.9,620461.4,31181.7,69384.5,78344.9
Miscellaneous - fishing,8,5,12.9,10.5,1980.6,1985.8,1984.8,1986.3,973.4,1400.9,1309.6,1409.1,180.0,191.6,263.2,259.0,19.5,15.7,24.3,21.1,8.4,630.8,642.9,74010.3,164169.1,186643.6,9251.3,21772.5,25809.9
Ferry-pax only,4,1,3.3,0.5,1969.0,1969.0,1969.0,1969.0,712.2,712.2,710.9,710.9,66.0,66.0,79.5,79.5,322.5,322.5,712.8,712.8,4.4,327.8,334.1,40707.7,82905.0,104434.7,10176.9,23666.0,31199.5
Refrigerated bulk,1,1,1.4,1.6,1989.0,1989.0,1989.0,1989.0,268.3,268.3,268.3,268.3,66.0,66.0,66.0,66.0,10.0,10.0,10.0,10.0,1.5,109.9,112.0,4870.8,10642.9,11988.2,4870.8,10379.6,11206.8
