Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,53,18,357.9,468.9,2007.0,2005.8,2005.5,2005.4,265.9,640.2,679.0,679.4,32.0,74.9,146.9,147.3,45.0,70.3,78.8,79.0,74.9,5739.1,5849.3,309754.4,1009208.1,1443514.1,5844.4,28537.1,37753.1
Oil tanker,14,10,3367.9,6339.0,2006.9,2007.2,2011.0,2011.1,723.3,3186.3,3797.9,3785.4,117.5,348.7,931.9,934.9,28.0,43.7,138.5,140.4,232.6,17992.8,18338.2,1997404.3,3507484.0,3834478.7,142671.7,377855.9,465250.6
Container,13,7,246.8,305.6,2004.4,2003.9,2004.6,2004.6,701.4,830.3,1324.0,1299.0,63.0,74.4,214.3,214.8,85.0,100.1,90.2,87.8,59.0,4526.4,4613.3,408340.5,1291308.0,1464816.7,31410.8,104332.0,123128.9
Miscellaneous - fishing,11,10,123.6,101.8,1994.1,1994.4,1991.5,1992.2,5183.2,5701.0,6282.3,6717.6,604.0,652.8,955.3,960.0,80.0,116.2,397.1,416.4,76.7,5758.0,5868.6,716000.8,1588227.9,1805654.3,65091.0,153188.7,181595.8
Chemical tanker,10,5,104.3,153.2,2006.0,2007.0,2007.2,2007.3,753.2,2654.2,1467.2,1374.7,110.5,476.7,711.4,664.5,71.0,83.1,70.9,73.2,46.2,3517.7,3585.2,196307.5,606447.7,752692.4,19630.8,67387.3,84260.7
Liquefied gas tanker,5,4,1478.0,1256.1,2003.6,2006.5,2012.0,2011.9,341.2,3336.8,4381.9,4500.7,136.0,228.5,410.5,415.5,49.0,48.5,52.4,52.4,163.9,9929.2,10119.9,293459.4,2186921.1,1816945.5,58691.9,529965.5,823175.9
Ferry-pax only,5,1,1.2,0.2,1983.0,1983.0,1983.0,1983.0,509.9,509.9,535.2,535.2,115.0,115.0,107.8,107.8,52.0,52.0,299.7,299.7,3.6,269.5,274.6,16952.6,34525.6,43491.5,3390.5,7884.5,10394.4
Bulk carrier,3,3,264.9,516.6,2001.3,2001.3,1994.1,1994.0,767.0,1458.1,2230.9,2302.5,69.0,109.0,207.8,209.5,157.0,163.0,47.9,45.9,14.1,1093.4,1114.4,124454.3,251514.3,298222.4,41484.8,122595.9,142988.2
Cruise,2,2,126.0,12.8,2007.0,2007.0,2009.6,2010.4,1474.9,1474.9,1473.7,1473.4,85.5,85.5,85.1,84.9,21.0,21.0,17.8,16.9,30.3,2344.0,2389.0,33475.0,277076.7,369501.3,16737.5,115594.8,137426.4
Service - other,2,2,9.2,6.2,2006.5,2006.5,2004.0,2003.7,740.7,740.7,557.1,549.1,131.5,131.5,130.4,130.2,16.5,16.5,24.0,24.8,2.2,164.0,167.2,43576.7,89409.9,96344.6,21788.4,48482.8,54743.9
Vehicle,1,1,139.7,44.7,2006.0,2006.0,2006.0,2006.0,2278.8,2278.8,2278.8,2278.8,197.0,197.0,197.0,197.0,8.0,8.0,8.0,8.0,5.7,442.1,450.6,45293.5,199695.9,231268.2,45293.5,172160.7,185282.6
Ro-Ro,1,1,0.3,0.3,2017.0,2017.0,2017.0,2017.0,185.6,185.6,185.6,185.6,34.0,34.0,34.0,34.0,69.0,69.0,69.0,69.0,0.7,49.6,50.5,1151.8,8879.7,4190.3,1151.8,2810.8,4006.9
Other liquids tankers,1,1,0.0,0.0,1978.0,1978.0,1978.0,1978.0,65.3,65.3,65.3,65.3,8.0,8.0,8.0,8.0,83.0,83.0,83.0,83.0,1.6,119.9,122.2,10.1,28.7,61.9,10.1,34.8,56.3
Service - tug,1,1,0.2,0.1,1975.0,1975.0,1975.0,1975.0,700.6,700.6,700.6,700.6,116.0,116.0,116.0,116.0,484.0,484.0,484.0,484.0,0.6,46.0,46.8,3353.7,7930.4,10618.3,3353.7,8659.7,11692.1
