Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,37,1,2.5,1.9,2007.0,2007.0,2007.0,2007.0,144.1,144.1,183.3,183.3,20.0,20.0,85.3,85.3,17.0,17.0,58.0,58.0,7.4,554.1,564.7,13135.0,29136.0,33124.6,355.0,835.5,990.4
General cargo,24,16,15.5,22.5,1986.6,1986.7,1987.2,1987.3,132.8,348.7,289.9,303.6,16.0,35.7,70.1,72.2,67.5,134.7,180.5,182.4,5.9,445.7,454.2,69373.1,199093.7,285914.6,2890.5,9458.1,13568.7
Ferry-RoPax,11,4,40.0,6.3,1969.8,1971.8,1972.7,1971.1,461.9,696.6,537.3,539.8,28.0,40.4,38.7,42.1,5.0,117.2,136.0,105.0,20.5,1557.7,1587.6,43058.1,105061.4,129927.5,3914.4,8396.4,8125.6
Cruise,4,3,4.7,0.9,1979.8,1971.7,1976.9,1975.2,97.4,213.8,358.3,315.7,12.5,20.2,34.2,33.1,5.5,6.3,4.9,4.9,2.0,150.0,152.9,4921.4,22174.4,46409.5,1230.4,5758.9,10784.8
Bulk carrier,2,2,4.7,7.7,1989.5,1989.5,1994.3,1995.3,355.3,355.3,335.4,332.8,24.0,24.0,23.7,23.7,12.5,12.5,10.5,10.0,0.8,58.3,59.4,7543.5,18173.1,23923.6,3771.7,13147.7,16646.6
Container,2,2,10.8,14.2,1990.0,1990.0,1984.3,1984.4,519.0,519.0,686.1,678.0,31.0,31.0,54.6,54.5,141.0,141.0,269.2,268.9,5.2,390.7,398.2,13710.6,51916.7,59211.8,6855.3,27943.5,33982.7
Service - tug,2,2,1.3,1.1,1988.0,1988.0,1988.4,1988.4,2892.2,2892.2,2576.5,2695.8,225.0,225.0,272.1,280.8,69.5,69.5,86.8,90.0,3.9,289.8,295.4,28628.3,67697.2,90642.9,14314.1,36961.6,49904.5
Chemical tanker,2,2,2.1,3.0,1990.5,1990.5,1991.5,1991.6,355.6,355.6,345.5,344.9,32.0,32.0,27.9,27.6,132.5,132.5,96.4,93.6,3.1,232.2,236.7,6919.2,19259.1,24164.9,3459.6,10974.4,13809.9
Liquefied gas tanker,2,2,1.9,2.2,2006.0,2006.0,2007.4,2007.4,88.3,88.3,86.9,87.0,8.0,8.0,8.0,8.0,37.0,37.0,30.9,31.1,1.5,110.2,112.3,1680.7,4869.1,5377.1,840.3,4600.8,6050.1
Oil tanker,1,1,0.5,0.7,2010.0,2010.0,2010.0,2010.0,106.7,106.7,106.7,106.7,9.0,9.0,9.0,9.0,40.0,40.0,40.0,40.0,0.6,43.8,44.6,1186.9,1271.6,1197.7,1186.9,4043.3,5374.4
Service - other,1,1,2.5,0.8,2003.0,2003.0,2003.0,2003.0,653.6,653.6,653.6,653.6,44.0,44.0,44.0,44.0,42.0,42.0,42.0,42.0,0.5,38.2,38.9,5746.8,11791.1,12705.6,5746.8,12787.5,14438.9
