Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mumbai,1542,795,20285.5,27837.4,2004.8,2006.8,2007.1,2006.9,448.7,766.3,648.4,636.4,50.0,194.4,168.0,177.6,31.0,84.2,63.1,66.5,3277.2,252155.5,256996.9,26630318.2,67010835.8,81966194.0,17270.0,52425.1,64865.2
Jawaharlal Nehru,1534,566,33436.2,41018.7,2007.6,2007.2,2008.4,2008.2,435.2,567.1,438.6,452.2,32.0,103.0,86.0,96.9,22.5,41.2,35.7,39.0,4140.2,319797.0,325937.1,32581357.1,83699263.0,99802265.9,21239.5,65397.5,79141.8
Hazira,1482,510,20939.4,32281.8,2002.5,2007.0,2006.9,2007.0,395.9,616.0,625.4,673.3,43.0,136.9,167.0,178.7,25.0,54.5,57.0,61.2,2701.2,207927.7,211919.9,16265486.6,44371477.3,52572780.5,10975.4,37312.0,45054.1
Visakhapatnam,1047,545,27924.5,46190.0,2003.9,2007.2,2006.5,2006.7,605.1,947.8,980.1,992.9,75.0,136.0,181.8,182.9,46.0,89.0,85.3,86.5,3364.3,259719.7,264706.3,22976364.1,56639890.8,65533139.3,21945.0,73476.0,89796.7
Mundra,1016,457,20470.9,26446.9,2005.3,2006.7,2005.7,2005.7,437.3,506.0,533.0,524.1,38.5,81.5,79.4,85.0,19.0,50.5,36.9,44.2,2631.3,203271.0,207173.8,17943149.4,52812161.9,60131853.1,17660.6,59326.8,70053.7
Paradip,1008,529,31205.7,55450.6,2006.1,2008.8,2006.2,2006.2,597.6,993.6,922.5,921.9,85.0,168.8,269.7,275.1,63.0,96.7,88.4,88.5,3307.4,255821.9,260733.7,22508954.8,53294267.5,62467206.8,22330.3,76598.7,92088.6
Haldia,830,373,13972.2,22634.5,2003.3,2006.3,2004.4,2004.5,447.6,1015.6,783.9,767.9,42.0,163.3,204.8,185.6,51.5,90.2,83.5,82.5,1938.4,149279.3,152145.5,16536196.3,40986004.2,47715048.9,19923.1,63762.0,77383.6
Chennai,761,312,11480.4,16301.7,2003.4,2006.1,2004.9,2005.2,685.2,1125.4,668.9,700.9,66.0,147.6,172.6,170.8,38.0,82.1,61.5,58.9,2043.1,157332.8,160353.6,13517019.5,35837414.2,44282942.3,17762.2,58417.5,72564.8
Cochin,745,259,14683.4,21910.2,2003.2,2004.3,2003.5,2003.4,751.8,1272.9,846.9,901.3,71.0,322.8,234.6,238.1,30.0,87.5,58.3,60.9,2449.1,188856.2,192482.2,19840828.0,49404619.5,57163005.7,26632.0,79923.4,95583.4
Kandla,724,412,10610.0,16599.3,2006.4,2006.9,2005.7,2005.9,511.9,828.2,773.5,782.9,56.0,129.4,160.8,156.6,28.0,72.7,72.5,74.2,1733.1,133465.2,136027.8,10964545.5,31940233.2,37911375.4,15144.4,55260.9,66805.4
Magdalla,680,33,299.5,390.8,2004.3,2001.6,2002.8,2003.4,152.6,359.1,222.6,227.4,22.0,238.0,131.3,146.3,12.5,78.7,57.6,54.4,114.9,8638.2,8804.0,988774.8,2558624.1,3427302.3,1454.1,4602.0,6194.4
