Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,5614,1566,109767.4,193799.3,2006.5,2010.1,2008.0,2008.0,444.0,632.2,747.7,746.7,53.0,95.9,152.6,151.5,58.0,100.2,100.2,100.1,10435.4,806863.5,822355.2,66708127.9,150438979.4,184890036.6,11882.5,41974.5,50184.9
General cargo,4029,351,11526.3,13865.6,2005.5,2005.4,2003.7,2004.6,230.7,789.0,660.1,617.1,36.0,127.0,269.0,199.0,25.0,95.5,122.5,108.5,2734.2,208539.5,212543.5,17213123.7,52110965.9,74763795.0,4272.3,16729.5,23109.1
Container,3936,477,78812.5,93522.9,2004.7,2006.5,2005.9,2005.7,421.4,437.5,439.5,442.6,30.0,33.1,47.9,49.2,20.0,25.2,26.0,26.2,9639.1,744720.9,759019.5,68301274.5,202726042.8,228821878.4,17353.0,57298.7,67183.1
Chemical tanker,2613,615,32839.6,53416.8,2006.5,2007.9,2007.3,2007.2,483.3,718.9,706.8,710.9,57.0,88.3,152.6,155.3,32.0,46.0,58.4,58.4,6837.5,526620.9,536732.0,25562948.0,106317771.4,124608549.2,9783.0,46480.0,56105.1
Oil tanker,2143,287,64234.9,110545.1,2001.7,2004.5,2003.6,2003.7,633.0,753.0,907.7,904.9,70.0,97.1,269.8,277.3,43.0,61.0,71.5,71.6,10334.9,799533.3,814884.3,80465675.6,166858805.3,193833344.5,37548.1,103881.8,125340.9
Service - tug,1336,239,1433.0,1252.9,2003.3,2004.5,2007.5,2007.0,340.1,996.4,1275.9,1325.2,95.0,629.8,1300.2,1254.7,33.5,229.0,500.9,506.8,1351.1,101517.3,103466.4,32048370.7,75784749.1,101471683.0,23988.3,61942.1,83632.3
Liquefied gas tanker,699,116,17414.9,20046.5,2002.1,2006.0,2005.7,2005.6,479.3,836.2,1016.9,1041.0,50.0,139.9,218.4,223.6,32.0,55.6,68.9,70.4,2918.8,221018.5,225262.1,7815206.0,37580911.9,34815395.2,11180.6,77870.0,112486.4
Service - other,430,76,3504.3,4055.9,2003.0,2004.0,2004.2,2004.2,620.8,3493.0,2340.7,2436.9,101.5,762.8,1605.9,1670.2,47.5,224.2,498.2,412.7,1176.9,89136.4,90847.9,28302982.7,58071507.0,62575565.4,65820.9,146462.6,165377.0
Vehicle,96,68,4093.3,1371.6,2007.5,2007.0,2008.6,2008.2,446.9,712.1,749.8,749.0,29.0,48.4,85.8,85.9,23.0,32.0,24.9,24.9,245.7,19028.2,19393.5,1388924.5,6123667.8,7091831.4,14468.0,54992.7,59184.2
Cruise,77,31,1397.8,164.0,1999.6,2000.2,2002.0,2000.2,263.7,386.7,343.0,346.7,18.0,30.3,28.9,29.0,10.0,18.8,17.2,19.0,342.3,26516.2,27025.3,649403.9,3521040.6,4209757.9,8433.8,39233.0,42429.2
Miscellaneous - fishing,48,3,70.9,30.1,1987.3,1997.3,1986.8,1986.6,489.9,2364.2,643.3,639.1,90.0,80.7,475.5,465.9,10.5,1094.3,165.8,158.9,37.7,2830.7,2885.0,211677.0,469540.4,533819.9,4409.9,10378.6,12303.2
Ferry-pax only,29,7,64.6,9.0,2003.9,2004.1,2002.0,2001.8,3459.9,7139.3,5476.7,6101.3,583.0,1496.1,2258.6,2405.5,40.0,521.8,824.9,817.4,116.9,8779.9,8948.4,737907.6,1502817.8,1893086.0,25445.1,59171.4,78007.4
Ferry-RoPax,11,2,174.7,79.7,2007.4,1994.0,1981.3,1980.1,394.0,9715.8,2637.9,3007.5,46.0,1703.2,4321.0,4455.2,24.0,50.8,74.9,71.7,78.7,5922.1,6035.8,495113.3,1224375.9,1502317.1,45010.3,96079.0,87507.8
Refrigerated bulk,5,5,459.9,550.9,1983.8,1983.8,1986.2,1986.2,239.7,9184.3,10088.6,11264.6,131.0,587.8,2114.1,2160.7,23.0,83.8,263.9,270.3,143.0,10882.3,11091.2,1634445.0,3571341.7,4022780.6,326889.0,696596.8,752115.3
Ro-Ro,4,4,9.9,6.4,1993.2,1993.2,1992.8,1995.0,139.2,242.8,209.1,277.5,67.5,80.5,68.3,77.2,22.5,45.5,49.5,30.2,5.2,400.4,408.1,8645.9,30931.6,22383.9,2161.5,5137.8,6021.7
Other liquids tankers,1,1,1.6,2.4,2007.0,2007.0,2007.0,2007.0,2123.1,2123.1,2123.1,2123.1,535.0,535.0,535.0,535.0,144.0,144.0,144.0,144.0,5.9,446.7,455.3,1249.1,3566.7,7689.7,1249.1,4327.5,6992.7
