Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,4622,1815,456506.9,828959.6,1999.5,2010.0,2010.1,2010.1,1586.8,3916.8,3015.0,3090.0,190.5,410.7,506.6,509.6,29.0,123.0,126.8,127.5,33074.3,2540281.2,2589054.5,214522633.1,524186193.5,640143337.7,46413.4,175550.0,212378.0
Container,1707,421,309833.2,341501.9,2007.1,2007.2,2008.5,2008.4,2846.2,3012.1,3055.9,3032.3,183.0,197.8,305.3,303.2,33.0,43.4,48.6,48.2,35995.0,2771714.0,2824931.0,217364478.7,589118545.9,670514335.8,127337.1,402195.2,469158.9
Service - tug,1004,130,212.3,149.1,1979.1,1981.0,1992.2,1992.3,195.3,963.9,427.3,466.8,30.0,204.8,480.6,533.2,13.0,114.7,178.2,189.6,528.2,39660.9,40422.4,3813029.7,9016667.3,12072830.2,3797.8,9806.7,13240.7
Chemical tanker,994,404,41229.8,67479.6,2008.8,2009.9,2010.2,2010.2,1484.2,2670.7,1973.0,1996.5,150.0,253.7,324.2,326.4,30.0,46.3,49.8,50.1,6768.0,515176.4,525067.8,21946374.2,113230821.2,131647733.2,22078.8,132022.2,160579.7
General cargo,728,332,30342.9,43839.3,2006.8,2007.5,2006.1,2006.0,2427.6,2943.3,2714.4,2725.1,210.0,266.9,410.2,411.5,49.0,88.5,94.5,94.9,4814.6,367716.1,374776.2,18796435.6,66588255.3,97593577.7,25819.3,146403.2,198715.8
Cruise,696,95,36192.9,3404.6,2002.6,2000.2,2004.9,2004.1,551.4,662.5,689.5,685.6,37.0,46.7,55.4,57.0,8.0,11.7,8.7,8.9,8260.7,622326.8,634275.5,10962574.0,59154240.3,67201587.9,15750.8,75120.1,80646.7
Oil tanker,545,324,96086.2,179237.1,2008.9,2008.9,2009.6,2009.7,2668.0,3308.5,3263.7,3314.6,247.0,341.4,526.6,533.2,41.0,68.4,67.5,67.5,9210.0,704109.4,717628.3,83356241.4,160003962.6,183837061.1,152947.2,389335.2,478243.3
Vehicle,397,229,59032.9,19706.4,2006.7,2007.2,2007.5,2007.1,2871.2,2660.7,2559.5,2567.7,203.0,191.9,282.4,281.2,10.0,15.2,16.0,16.5,3357.4,258355.1,263315.5,19955277.0,87981375.2,101891399.4,50265.2,191057.9,205620.2
Miscellaneous - fishing,167,40,402.9,217.8,1990.1,1984.0,1998.1,1997.1,128.4,3413.9,3942.7,3653.7,13.0,467.9,1068.4,1190.3,19.0,423.2,807.5,683.9,225.5,17081.2,17409.1,1531508.7,3397181.5,3862251.4,9170.7,21582.8,25585.2
Ferry-RoPax,126,10,557.5,95.6,1984.4,1987.6,1990.2,1981.2,185.4,1549.6,503.5,446.3,8.0,123.6,344.4,456.0,3.0,64.2,175.6,143.4,275.2,19910.7,20293.0,596008.2,1473202.4,1808115.3,4730.2,10098.8,9217.9
Service - other,120,39,1045.2,488.6,1991.1,1995.5,2002.0,2001.2,225.4,2530.8,2724.6,2402.2,32.5,367.5,1407.5,1357.0,19.0,205.5,473.1,450.2,339.2,25685.6,26178.8,3409833.2,6996229.2,7538860.6,28415.3,63228.8,71394.2
Ro-Ro,118,16,16069.6,8882.8,2013.6,2009.3,2015.5,2015.5,1078.1,1647.2,1591.8,1592.2,95.5,129.7,145.5,145.6,9.0,19.9,13.3,13.5,1084.7,82838.1,84428.6,9698152.8,19223635.8,21179562.7,82187.7,193347.5,206978.1
Ferry-pax only,27,5,9.7,1.6,1982.7,1977.8,1989.0,1975.6,442.2,478.5,563.2,725.8,14.0,84.0,81.6,142.5,29.0,55.5,59.9,84.1,14.8,1111.1,1132.4,127928.8,260539.0,328198.6,4738.1,11018.2,14525.7
Refrigerated bulk,11,10,820.1,900.0,1994.5,1994.6,1996.5,1996.0,7785.0,6245.2,6476.7,6461.9,560.0,462.7,537.8,535.4,22.0,29.7,26.9,26.1,299.0,22835.0,23273.4,2669938.6,5833945.5,6571391.0,242721.7,517237.2,558460.8
Liquefied gas tanker,10,9,2153.8,1845.1,2011.0,2010.6,2010.7,2011.1,2618.4,2945.2,2895.2,2929.7,221.5,249.1,283.7,296.5,36.0,41.2,38.9,39.4,255.9,16167.8,16478.2,534486.2,3300900.5,2861137.2,53448.6,429383.2,647410.1
