Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vancouver,1123,754,210526.4,316319.1,2008.3,2009.7,2009.9,2010.6,4496.7,4715.3,4210.3,4764.7,364.0,440.1,525.0,575.6,31.0,73.9,64.9,73.4,18964.9,1462184.5,1490258.5,112336246.9,301255653.7,353183463.5,100032.3,366512.1,437808.3
Halifax,928,318,83083.4,74243.1,2008.2,2007.1,2009.6,2009.2,756.1,1666.0,1655.3,1935.2,65.0,130.4,248.7,276.1,21.0,38.9,24.7,26.1,9485.3,725733.2,739667.2,59192155.6,165232481.5,186749716.5,63784.7,195209.2,223215.3
Sault Ste Marie,612,94,4219.0,7958.5,1977.8,1982.4,1978.8,1978.1,338.4,337.5,330.5,331.5,30.0,38.0,37.4,36.4,14.0,21.7,17.9,17.4,623.3,46810.9,47709.7,2822745.7,7247997.6,9372248.6,4612.3,18086.6,22486.8
Port Weller,531,182,2605.8,3971.3,1992.0,1999.0,1997.1,1997.4,227.6,323.7,316.9,318.7,27.0,38.9,46.2,46.3,20.0,55.7,40.1,41.2,411.1,30838.5,31430.6,1875059.7,4677316.9,6693347.2,3531.2,14142.3,17870.9
Saint John,516,135,13854.2,17955.1,2007.5,2008.6,2008.6,2008.7,563.1,1922.2,1024.3,1140.3,45.0,185.0,217.4,236.0,27.0,59.7,66.1,79.4,2068.9,157334.1,160354.9,9270875.0,29696389.3,34739735.4,17966.8,70626.4,84301.7
Roberts Bank,475,264,119178.7,178755.8,2008.8,2008.9,2008.7,2009.2,4333.7,4514.7,3280.7,3951.4,279.0,399.8,536.0,591.0,22.0,70.6,101.8,126.5,9810.7,754513.7,769000.4,64905014.8,163954371.0,185650050.8,136642.1,429703.1,500961.7
New Westminster,455,221,28036.4,19706.2,1998.1,2004.7,2005.4,2007.1,455.7,1848.3,1596.7,1471.9,50.0,152.3,301.9,321.6,20.0,50.0,44.5,50.3,2162.9,165219.0,168391.2,13481919.3,47081511.9,55424318.1,29630.6,107345.2,123172.4
Prince Rupert,381,252,65915.5,109633.2,2003.6,2010.6,2011.2,2011.2,3789.3,4602.5,3290.2,3905.2,352.0,448.2,480.3,521.8,54.0,93.4,95.4,98.2,5186.4,397769.1,405406.3,29893802.4,77755008.3,91179665.5,78461.4,297044.5,357058.3
Vancouver Anch,330,296,66030.4,113120.2,2007.4,2009.1,2010.5,2010.6,4616.8,4682.7,4988.0,5226.3,489.5,507.3,596.9,616.7,47.0,100.2,87.7,92.8,5396.6,416038.4,424026.3,31359264.4,80939906.6,95645467.4,95028.1,356555.2,429593.6
Victoria,267,52,5222.8,2057.3,2004.2,2002.8,2004.6,2008.4,89.5,1190.7,222.9,742.0,9.0,106.6,115.7,304.7,9.0,69.7,18.0,37.9,1266.4,95367.2,97198.3,1551651.5,7841949.1,10085036.2,5811.4,31585.6,39780.9
West Vancouver,264,95,15178.6,11878.0,1998.2,2004.9,2006.7,2011.2,569.0,2520.3,1180.2,2754.1,44.0,233.0,235.2,429.4,8.5,62.1,40.4,72.6,2642.5,200077.4,203918.9,8204017.6,28312213.5,32060401.6,31075.8,119850.6,132978.6
Longue Pointe,263,138,32663.7,41116.5,2003.7,2005.3,2002.6,2002.9,3298.0,3511.9,3546.7,3575.7,259.0,295.4,267.8,274.2,22.0,54.1,36.8,41.3,4228.7,324047.1,330268.8,28935066.6,78463162.0,91328347.4,110019.3,349299.7,412164.8
Port Moody,262,166,22738.9,39096.4,2007.9,2009.2,2011.2,2011.2,2300.9,4093.4,4098.5,4143.9,284.5,385.0,527.4,528.6,37.5,75.3,80.3,81.4,2767.8,212985.5,217074.8,13467360.2,44812551.5,52927379.7,51402.1,221717.1,271741.4
Port Colborne,239,107,1098.7,1663.0,1988.0,1994.1,1991.8,1992.0,211.3,314.5,296.6,302.1,21.0,30.6,45.8,46.9,17.0,37.6,35.4,37.2,170.2,12770.3,13015.5,792035.5,2030740.5,2966963.1,3314.0,13636.3,17395.8
Come By Chance Harbor,231,180,25477.4,46436.2,2009.1,2009.4,2009.2,2009.2,1890.8,2286.8,2372.3,2400.9,180.0,240.7,376.6,381.6,41.0,57.4,59.1,59.3,2755.2,210841.1,214889.3,20612770.9,48746237.9,55005444.8,89232.8,260611.4,321664.4
Quebec,227,184,32733.6,58906.5,2008.5,2009.1,2010.0,2010.1,3130.1,3663.8,4107.8,4204.8,274.0,339.2,580.4,597.9,45.0,98.9,85.1,84.2,3230.4,247627.5,252382.0,20022669.1,48204697.9,58017703.8,88205.6,295643.3,358130.5
Montreal,216,134,18683.9,25241.3,2006.8,2007.3,2006.4,2006.7,3267.8,3136.9,3300.5,3309.2,249.0,278.5,267.5,274.8,22.0,68.4,50.4,56.6,2635.7,201681.1,205553.4,17454607.4,48928833.5,58548529.7,80808.4,272616.2,326957.0
Port Cartier,199,152,69044.5,131865.9,2010.4,2010.9,2010.5,2010.4,3117.6,5726.4,5996.6,6073.4,354.0,582.0,931.6,939.4,52.0,78.8,71.1,70.7,4347.3,335001.0,341433.1,29746686.1,65552215.8,76246405.6,149480.8,486458.4,574113.9
Thunder Bay,193,97,1007.1,1547.4,1996.9,1999.4,1997.7,1997.7,238.8,254.2,268.5,267.4,24.0,37.4,39.9,40.1,1.0,9.1,10.4,9.5,143.1,10747.8,10954.2,657712.8,1608352.9,2304489.8,3407.8,13826.4,17308.1
Sarnia,191,57,727.2,1399.0,1983.1,1984.1,1982.9,1981.8,170.6,237.9,279.8,283.1,19.0,32.2,42.0,41.3,12.0,23.2,20.2,18.0,140.3,10536.4,10738.7,546316.5,1449295.5,1853698.4,2860.3,10990.7,13730.1
Nanticoke,181,42,730.5,1089.3,1982.0,1984.6,1984.1,1983.8,187.0,251.2,234.3,232.6,19.0,33.1,33.9,33.4,11.0,33.6,15.5,14.9,123.3,9258.6,9436.3,583844.9,1469340.9,2037375.3,3225.7,12179.2,15337.3
Montreal Est,138,117,11652.8,19293.0,2009.1,2009.0,2009.1,2009.1,3385.3,3239.4,3282.9,3286.3,293.0,296.8,329.3,329.3,37.5,58.3,50.3,49.5,1572.5,119917.6,122220.0,8864691.6,28637020.7,34907588.3,64236.9,264746.6,325386.8
Point Tupper,127,82,10773.3,19460.5,2006.7,2007.1,2006.8,2006.9,1052.0,1780.7,1582.9,1569.0,147.0,185.6,249.6,249.3,38.0,56.1,64.7,65.5,1170.4,88988.3,90696.9,7830224.5,17728517.3,20601279.3,61655.3,184269.6,227931.1
Sept-Iles,94,89,42904.3,82354.4,2011.4,2011.3,2011.5,2011.5,3131.2,5842.5,6744.1,6800.4,372.0,592.2,944.4,948.2,47.0,67.9,64.6,64.7,2505.3,193213.3,196923.0,17780444.0,38472696.3,44188458.7,189153.7,584762.1,687361.6
Cockburn,90,20,324.9,504.5,1964.9,1978.0,1969.5,1969.1,266.5,272.0,263.5,262.0,25.0,25.6,29.0,29.1,8.0,24.0,11.8,11.5,51.7,3878.5,3952.9,225937.6,609919.5,930975.6,2510.4,11185.1,14467.6
Hamilton,89,53,789.9,1193.1,1993.9,1999.1,1995.3,1995.5,273.9,670.7,527.5,528.6,38.0,100.0,122.1,122.8,17.0,28.7,24.9,25.0,129.0,9724.2,9910.9,730128.4,2001113.6,2734373.5,8203.7,31974.2,40221.5
Three Rivers,89,82,7486.7,11939.4,2008.3,2008.4,2007.8,2008.0,3334.0,3810.5,4006.4,4092.3,294.0,361.0,507.7,527.7,39.0,62.7,61.6,62.9,982.3,75214.6,76658.7,5359912.0,14441584.3,18568942.7,60223.7,235352.5,290416.0
Blacks Harbour,89,3,3.7,2.3,1995.2,1998.7,1998.0,1995.2,108.1,110.9,139.2,136.8,14.0,13.7,88.8,127.8,9.0,11.7,10.6,9.5,6.6,498.4,507.9,16427.4,36439.2,41427.7,184.6,434.4,514.9
Canaport,87,81,18024.8,32128.6,2009.7,2009.9,2010.2,2010.3,2341.8,2543.7,2584.8,2581.4,221.0,272.5,320.8,327.8,43.0,72.1,73.4,74.3,1649.5,123140.6,125504.9,11732956.8,24407497.0,26619168.8,134861.6,379179.9,474097.0
Fort William,83,40,443.1,687.2,1992.4,1996.4,1992.5,1992.6,237.3,268.2,268.8,268.4,22.0,27.5,30.4,30.3,1.0,7.9,9.2,9.3,60.5,4542.3,4629.5,302644.3,736746.9,1051785.6,3646.3,14531.8,18137.0
Nanaimo,83,46,5900.3,9545.7,1999.4,2005.2,2012.2,2012.1,4229.3,3786.7,4572.2,4622.2,373.0,366.8,499.4,504.4,37.0,81.8,108.9,109.1,558.5,43009.5,43835.3,3789566.9,9758025.7,13981634.2,45657.4,193307.2,245518.0
Baie Comeau,81,62,6760.5,10980.9,2010.4,2010.7,2011.3,2011.6,3059.1,3632.2,3866.3,4038.8,274.0,380.1,565.2,596.4,45.0,72.2,65.2,66.6,825.6,63328.2,64544.1,3905317.9,10361302.3,13635907.8,48213.8,203575.9,255394.5
Pointe Noire,77,59,31132.2,59410.8,2008.0,2009.9,2011.2,2011.3,2925.9,5854.3,6926.9,7080.6,306.0,566.1,924.2,933.9,58.0,99.4,59.8,59.2,1863.9,143715.1,146474.4,12497639.8,27704647.8,32170835.4,162307.0,499544.9,594407.3
Beaver Cove,74,10,3141.0,5164.5,1995.2,1997.3,1996.8,1996.8,929.9,758.7,1052.6,1054.7,80.0,75.2,99.6,99.8,25.5,22.2,31.1,31.1,315.1,23708.7,24163.9,1061499.7,3110574.7,3566405.0,14344.6,65295.9,79933.0
Powell River,72,16,175.8,303.8,1981.1,1981.6,2015.1,2015.6,183.5,566.4,3118.2,3868.4,36.0,106.0,504.4,512.0,13.0,110.1,31.6,30.5,26.3,1992.6,2030.8,168304.4,431292.4,541729.3,2337.6,7701.2,9898.4
