Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nanaimo,1561,65,2333.0,888.0,1990.7,1989.0,1999.6,2001.4,77.9,1041.0,538.8,264.2,9.0,95.1,1119.9,497.9,2.0,130.4,166.9,137.2,922.6,66305.3,67578.4,3036083.1,11607518.7,9702761.6,1945.0,4535.5,5193.2
Port Weller,1143,247,3849.7,5862.3,1995.2,1999.5,1999.0,1999.2,214.2,262.6,219.9,221.0,26.0,58.6,48.1,46.3,3.0,7.1,14.8,15.1,641.9,48023.5,48945.6,3389241.6,8317630.3,11074660.5,2965.2,10677.1,13187.1
New Westminster,985,82,359.0,408.8,1975.5,1996.3,2001.2,2003.0,48.6,221.5,106.2,111.8,8.0,132.4,142.2,116.9,10.0,60.8,81.6,93.2,184.8,13873.2,14139.6,744804.8,2360385.5,2379350.4,756.1,2108.1,2689.0
Cornwall,931,252,2817.9,4299.6,2000.6,2002.9,2001.6,2001.6,217.7,188.3,181.0,180.1,22.0,32.8,63.7,60.1,0.0,1.8,1.5,1.5,433.4,32472.6,33096.1,2383934.1,6055769.0,8105997.9,2560.6,9515.9,11762.2
Quebec,910,304,6040.1,6351.6,1999.2,2003.1,1999.7,2000.9,155.6,359.8,283.0,247.8,17.0,126.2,139.4,149.9,29.0,71.7,86.1,85.5,1955.0,146854.5,149674.1,5971071.3,16930875.0,21379816.0,6561.6,21817.8,26474.5
Montreal,794,278,4668.5,5028.6,1999.5,2001.7,2003.9,2003.3,142.3,244.8,324.5,284.9,18.0,61.8,76.6,79.1,7.0,31.0,44.8,51.6,1079.1,81079.5,82636.3,3974405.9,10833728.1,13510164.9,5005.5,17101.2,20455.5
Sidney,740,22,383.0,253.1,2006.7,1984.5,2001.8,1998.1,81.5,1399.9,114.6,110.3,10.0,236.9,273.1,159.7,1.0,159.0,40.3,30.1,296.5,19748.3,20127.5,1150911.5,6967684.5,3909700.5,1555.3,3701.0,5101.4
Vancouver,663,263,5764.4,5898.0,1996.4,2005.4,2006.6,2007.7,119.7,587.5,407.8,327.2,36.0,177.7,345.4,115.3,37.0,98.6,143.2,73.2,1127.3,84636.5,86261.5,3929653.1,10372107.1,12413386.6,5927.1,18279.3,21455.9
North Sydney,649,23,3446.2,1073.1,2004.1,1996.0,2003.3,2004.4,116.6,900.8,200.7,198.7,9.0,256.5,47.2,55.4,4.0,34.8,28.4,26.1,723.0,54282.4,55324.6,5838041.2,14387337.7,17602889.4,8995.4,19412.2,18014.8
Port Aux Basques,625,15,2602.4,773.0,2004.1,2000.5,2003.3,2003.9,116.2,263.5,157.0,151.1,9.0,26.0,47.1,36.8,3.0,27.3,12.8,12.1,574.4,43125.6,43953.6,4697099.1,11608435.6,14231568.5,7515.4,16114.1,14767.8
