Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,338,48,12804.2,1170.3,2007.5,2006.4,2008.5,2008.0,236.4,401.5,370.0,369.1,16.0,27.6,43.3,44.5,8.0,8.5,8.3,8.3,2450.5,189625.5,193266.3,2456033.8,17920198.3,21422320.8,7266.4,46875.1,53551.3
Container,136,24,2742.2,3447.3,2005.6,2008.5,2006.4,2006.1,608.8,1235.2,1182.9,1225.5,46.0,91.6,231.4,236.0,28.0,37.3,34.0,33.7,407.7,31455.1,32059.1,3209161.0,10305634.6,11324222.5,23596.8,77484.1,89875.8
General cargo,89,26,320.4,407.5,2007.2,2007.0,2007.4,2007.3,754.2,1184.4,798.9,839.6,62.0,110.8,109.1,114.1,10.0,38.0,27.0,27.9,84.9,6435.6,6559.1,823649.2,2403945.8,3405826.7,9254.5,33587.1,45702.8
Service - tug,33,3,5.4,5.4,1968.6,1975.0,1969.7,1970.7,372.0,1107.7,826.5,903.6,9.0,57.3,70.1,72.1,134.0,886.3,549.1,772.5,20.2,1515.4,1544.5,136937.0,323814.9,433570.6,4149.6,10715.0,14467.1
Chemical tanker,32,9,266.2,409.2,2006.7,2007.0,2006.5,2006.5,1050.4,961.7,971.4,968.2,91.0,111.7,110.3,110.5,43.5,74.5,50.0,49.9,84.0,6398.3,6521.2,476002.3,1381291.6,1645452.4,14875.1,47714.4,56466.2
Bulk carrier,5,5,101.0,175.0,2005.4,2005.4,2005.8,2006.0,1051.6,1081.3,1024.3,1012.8,93.0,93.6,93.6,92.9,238.0,415.2,390.4,365.9,13.5,1034.3,1054.1,57061.0,160711.5,232270.2,11412.2,53354.8,68173.0
Oil tanker,4,2,17.0,27.0,2007.5,2007.0,2007.9,2007.9,600.8,597.6,643.8,653.7,98.0,98.0,112.7,112.8,35.5,21.5,40.9,41.1,10.6,807.4,822.9,43196.6,80229.4,88206.3,10799.1,29655.7,36606.5
Service - other,2,2,8.7,6.0,1989.5,1989.5,1985.3,1983.5,2406.4,2406.4,1844.6,1752.6,3106.0,3106.0,4008.3,4390.9,27.5,27.5,34.5,37.4,14.5,1089.6,1110.6,42032.8,86242.0,92931.0,21016.4,46765.0,52804.3
Ferry-RoPax,2,1,4.1,0.3,2007.0,2007.0,2007.0,2007.0,176.2,176.2,176.2,176.2,16.5,16.5,17.3,17.3,9.5,9.5,9.4,9.4,1.4,108.3,110.4,2154.4,5327.6,6537.0,1077.2,2299.4,2094.2
Ro-Ro,1,1,29.0,16.6,2002.0,2002.0,2002.0,2002.0,1247.0,1247.0,1247.0,1247.0,119.0,119.0,119.0,119.0,36.0,36.0,36.0,36.0,5.2,402.2,409.9,17769.1,32742.8,38176.0,17769.1,41763.8,44333.1
