Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nassau,975,59,5126.3,640.0,1999.0,1998.8,2001.0,1998.9,129.9,216.1,197.1,186.8,14.0,34.4,24.7,27.3,13.0,19.3,17.4,25.9,1510.8,115942.1,118168.1,2312012.3,11270926.8,10936266.0,2371.3,9063.8,9892.5
Freeport,480,94,2380.6,1088.2,1996.8,2003.5,2002.5,2004.1,122.3,277.4,203.4,226.7,14.0,68.7,60.7,159.6,7.0,63.1,23.7,39.2,687.2,52916.2,53932.2,1523458.5,6163744.2,6477310.4,3173.9,11618.0,13628.2
Clifton Pier,261,41,219.2,332.7,1995.9,2003.0,2008.2,2008.9,157.2,421.2,241.6,254.3,19.0,207.7,58.8,48.7,18.0,36.2,37.9,40.0,121.4,9202.7,9379.4,374511.8,596657.2,702902.0,1434.9,4947.0,6252.9
Great Harbour Cay,186,46,3422.0,508.1,1999.0,1999.5,1999.1,2001.0,101.5,249.8,331.4,299.4,12.0,51.9,96.8,218.0,9.0,23.1,27.2,44.6,701.8,54063.0,55101.0,1663846.5,6220508.0,6250702.8,8945.4,30175.8,29249.1
Marsh Harbor,181,19,46.3,57.1,1988.2,1998.8,1990.3,1993.2,130.2,204.7,156.5,148.3,15.0,32.8,45.5,58.2,18.0,20.2,40.0,34.8,68.1,5120.0,5218.3,172425.4,823408.2,417999.6,952.6,2385.0,3235.9
Great Exuma Island,177,15,16.8,24.1,2009.7,2002.4,2008.8,2009.3,143.0,198.5,170.0,167.6,17.0,38.3,29.9,29.7,7.0,9.0,11.5,11.1,48.6,3651.9,3722.1,92187.8,518081.8,252636.6,520.8,1298.7,1796.2
Gorda Cay,136,25,1901.1,622.4,2007.1,2003.8,2007.8,2007.0,113.0,264.1,135.2,314.2,15.0,72.8,34.2,120.1,8.0,14.7,11.9,23.1,375.6,29089.8,29648.4,380382.4,2271360.6,2833908.3,2796.9,16048.5,20063.5
Harbour Island,123,22,45.2,42.3,1998.8,2000.1,1999.9,2006.1,90.3,207.9,140.2,116.5,11.0,33.0,51.2,63.7,20.0,18.2,21.7,25.8,44.7,3369.3,3434.0,81936.7,183993.7,138103.6,666.2,1787.2,2205.5
Little San Salvador,91,22,1026.3,145.7,1996.8,1999.8,1998.6,2000.9,174.9,273.4,186.3,224.4,16.0,56.7,26.4,150.2,7.0,10.6,6.8,6.6,260.5,20164.2,20551.4,370247.8,1778907.6,1927810.1,4068.7,17584.1,18406.9
Rock Sound,89,11,80.3,14.1,2003.4,1997.2,1997.7,1998.3,106.1,168.3,209.2,162.8,12.0,17.0,18.4,21.1,7.0,10.1,9.9,11.1,33.6,2571.2,2620.5,56809.8,259458.7,206320.7,638.3,2115.1,2379.8
