Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,1541,101,64108.2,5845.1,2001.0,2002.8,2005.4,2004.5,287.1,555.2,440.0,418.3,19.0,40.3,50.6,50.8,8.0,81.8,14.7,14.4,13771.3,1059500.1,1079842.5,13387503.8,91989424.6,109034541.9,8687.5,52699.0,59485.6
Container,946,205,44669.0,51652.7,2002.3,2005.4,2004.0,2004.0,462.2,1120.1,1001.0,1000.1,40.0,74.1,161.1,161.8,17.0,52.5,31.6,32.0,5900.6,453400.5,462105.8,36755691.3,99818958.8,112083432.8,38853.8,118556.1,137005.7
Ro-Ro,916,21,692.1,498.5,1996.4,1999.0,2000.0,1998.0,198.4,903.0,606.5,356.1,21.0,77.9,210.7,161.4,4.0,24.5,345.7,243.1,385.1,29174.5,29734.7,1097170.2,6704494.3,3546194.0,1197.8,2893.7,3845.8
Oil tanker,412,265,55060.5,102131.0,2006.3,2007.6,2009.9,2010.0,1171.7,2599.7,2815.6,2855.9,114.0,262.1,618.9,632.7,18.0,41.6,48.8,49.1,4972.9,383769.6,391138.0,48876977.8,91873672.9,106299678.3,118633.4,297094.3,368913.2
General cargo,280,63,2235.2,2816.4,1993.0,2004.0,2000.6,2000.5,206.9,1655.4,1555.0,1560.3,31.0,166.2,533.2,513.7,6.0,44.0,81.8,80.8,357.8,27432.1,27958.8,1809134.4,5925833.7,8523446.6,6461.2,31515.8,42176.2
Chemical tanker,252,176,11986.8,19897.5,2008.9,2009.1,2009.6,2009.6,1293.0,2036.8,1932.2,1932.1,116.0,207.4,288.9,289.6,21.0,47.9,35.6,35.6,1796.0,138507.8,141167.2,4709853.3,29930614.4,34661162.8,18689.9,139172.8,170671.8
Bulk carrier,136,65,6107.1,10602.6,1996.5,2006.3,2005.9,2006.2,853.2,2143.8,1769.6,1822.1,84.5,245.0,489.2,505.8,23.0,31.6,26.3,26.8,482.9,37134.6,37847.6,3494096.1,7939160.2,9858270.9,25691.9,91915.5,110187.4
Service - tug,102,37,39.1,36.2,1985.0,1990.4,1999.4,1999.6,309.0,786.1,925.6,916.6,53.5,139.6,230.0,230.0,15.0,128.7,116.6,109.9,93.5,7023.7,7158.6,925067.6,2187506.5,2928953.0,9069.3,23418.5,31619.0
Vehicle,60,37,3073.9,1048.4,2006.2,2008.8,2006.7,2006.7,569.7,1168.3,970.0,1006.7,37.0,79.1,212.3,221.3,7.0,14.5,11.7,11.3,177.1,13705.6,13968.7,1061603.5,4680533.1,5420534.4,17693.4,67252.6,72378.5
Service - other,41,24,404.8,196.1,1990.3,1996.1,2004.8,2004.6,359.3,2078.8,2723.1,2649.9,68.0,526.4,1012.2,907.7,9.0,103.6,132.6,122.0,164.0,12330.7,12567.5,1368080.3,2807000.5,3024713.0,33367.8,74249.0,83837.6
Liquefied gas tanker,34,21,4099.6,3782.4,2005.5,2008.7,2014.7,2014.5,1322.2,3425.0,6186.3,5615.8,126.5,297.0,827.3,790.2,22.0,69.5,22.1,26.3,451.3,31144.1,31742.0,1110490.6,6779333.7,5892712.0,32661.5,260577.9,392144.3
Ferry-pax only,26,3,11.7,3.2,1998.8,1974.7,2000.4,2000.2,183.3,521.9,193.2,192.7,18.0,78.0,22.5,23.0,9.0,17.3,18.9,18.7,7.0,527.2,537.4,92578.5,254575.1,329183.4,3560.7,9791.9,12953.7
Ferry-RoPax,18,3,173.0,13.6,1996.1,1997.0,1995.9,1996.0,244.0,1376.2,1781.1,1952.5,6.5,98.3,239.8,242.9,40.5,163.2,405.8,410.6,49.1,3738.5,3810.3,91570.2,223854.7,276528.8,5087.2,10904.8,10466.0
Refrigerated bulk,1,1,14.0,14.9,1992.0,1992.0,1992.0,1992.0,1072.2,1072.2,1072.2,1072.2,69.0,69.0,69.0,69.0,1.0,1.0,1.0,1.0,4.4,337.7,344.1,44309.2,96817.7,109056.1,44309.2,94422.4,101947.8
Miscellaneous - fishing,1,1,0.1,0.1,1996.0,1996.0,1996.0,1996.0,735.9,735.9,735.9,735.9,107.0,107.0,107.0,107.0,12.0,12.0,12.0,12.0,0.5,34.9,35.5,890.3,1975.0,2245.3,890.3,2095.4,2484.0
