Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
South Africa,472,313,7659.0,9521.3,2004.9,2007.8,2008.0,2009.3,361.4,744.1,529.6,567.0,39.0,105.7,127.1,139.5,49.0,113.1,89.6,113.6,1305.4,100727.4,102661.3,5108321.1,16219030.1,18441064.4,10822.7,41805.6,49591.6
India,195,180,32994.4,56096.8,2010.9,2010.8,2011.2,2011.1,3731.7,3808.5,3747.3,3720.6,318.0,331.9,329.8,333.9,115.0,142.4,138.4,148.5,2314.6,179253.6,182695.3,15571092.1,40019993.8,47324980.6,79851.8,301541.5,360591.8
"Tanzania, United Republic of",105,68,2782.6,2970.4,2002.2,2005.3,2004.4,2003.3,688.4,971.1,991.4,907.6,78.0,104.6,114.7,122.8,61.0,96.2,75.3,103.9,372.8,28817.5,29370.8,2087515.7,6710036.3,7779998.7,19881.1,71608.0,84067.3
Madagascar,94,43,2554.2,3248.1,2004.7,2003.8,2006.1,2006.3,1281.0,1137.1,1231.9,1235.8,101.5,117.5,117.3,120.5,22.0,56.3,56.0,60.2,433.2,33442.7,34084.8,2627776.0,9673616.1,10876073.9,27955.1,109306.1,131116.3
Kenya,87,72,2282.3,3680.9,2009.0,2008.8,2010.1,2010.2,1193.9,1142.5,1176.3,1182.4,101.0,137.1,165.5,164.1,80.0,125.5,121.5,123.5,317.2,24388.3,24856.5,1648300.2,4532411.9,5709097.2,18946.0,77026.3,95505.1
United Arab Emirates,68,64,7539.0,12937.0,2008.1,2008.3,2008.5,2008.5,3555.7,3549.8,3481.2,3472.3,297.5,320.8,319.0,318.6,135.5,165.8,167.1,169.8,832.9,64476.6,65714.6,5064985.0,15235635.9,18032980.6,74485.1,304944.6,368538.4
Singapore,55,52,8118.6,13012.7,2010.3,2010.4,2011.2,2011.4,4732.0,4604.4,4564.1,4549.7,372.0,375.5,383.9,391.1,97.0,130.5,134.9,143.9,855.2,66153.7,67423.8,4499597.8,14474852.7,17183126.2,81810.9,352702.5,429335.5
Mauritius,45,35,1995.9,3033.5,2005.2,2007.5,2007.6,2008.9,1494.9,1824.0,1555.1,1557.8,117.0,208.3,150.1,146.3,72.0,118.6,135.4,149.3,264.2,20398.7,20790.4,1502151.0,4578460.2,5280784.3,33381.1,128959.4,157822.1
Sri Lanka,35,33,4395.7,7894.7,2010.1,2010.0,2011.1,2011.1,3474.5,3350.9,3374.8,3372.9,281.0,284.4,287.9,287.4,115.0,134.9,141.4,141.9,327.4,25348.9,25835.6,2698315.2,5941945.3,7185283.7,77094.7,264957.6,313284.4
Comoros,29,10,263.4,419.3,2009.6,2012.6,2012.7,2012.8,618.3,778.7,694.1,682.9,66.0,79.4,78.2,77.2,70.0,142.2,187.1,192.2,43.1,3311.8,3375.4,280075.5,774774.5,1032731.0,9657.8,38202.1,47710.5
