Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Beira,236,117,2744.1,3909.1,2002.3,2005.0,2004.1,2004.7,530.9,667.5,548.3,548.1,45.0,84.8,59.4,59.5,60.0,134.2,111.3,110.3,572.0,44034.1,44879.5,3014391.8,9706608.9,10876640.1,12772.8,45965.7,54416.4
Nacala Porto,131,74,1818.6,2599.4,2003.4,2004.6,2004.7,2005.0,580.9,863.2,620.6,613.6,52.0,143.6,102.6,100.9,80.0,102.0,108.8,111.5,425.1,32835.1,33465.6,1780864.5,5984582.9,6698330.1,13594.4,50978.1,60211.1
Maputo,77,51,952.5,1431.7,1998.1,2002.2,2003.1,2004.2,552.7,1005.2,593.5,591.7,50.0,113.4,88.8,86.9,53.0,175.1,108.9,90.5,165.8,12755.9,13000.8,952792.1,2849797.1,3256932.6,12373.9,44323.0,53102.5
Porto Amelia,47,19,212.3,303.8,2006.1,2005.9,2008.8,2008.5,471.9,643.3,413.2,380.1,57.0,127.8,161.6,170.9,56.0,167.7,709.8,666.3,124.7,9603.6,9788.0,278908.3,851871.2,1037670.0,5934.2,22845.7,27876.7
Porto De Angoche,29,14,79.6,111.6,2003.9,2009.0,2007.9,2007.2,569.6,1173.1,616.8,581.1,110.0,729.2,459.4,397.0,41.0,93.3,114.3,124.2,36.4,2755.1,2808.0,171199.3,313442.8,424295.5,5903.4,18155.4,23587.3
Inhambane,18,9,17.8,17.8,1983.2,1983.2,1995.8,1999.4,828.9,970.8,480.0,422.5,199.5,244.1,396.2,329.7,8.5,41.0,33.8,29.1,14.2,1070.9,1091.4,75671.6,172361.0,193261.4,4204.0,10182.3,11907.2
Quelimane,14,9,46.6,69.7,2009.2,2010.8,2011.7,2011.5,587.5,569.7,430.0,410.8,218.5,163.6,76.4,67.5,89.0,204.2,216.8,214.0,14.4,1095.5,1116.6,58632.1,124535.1,172065.2,4188.0,14234.9,18571.4
Mocambique,7,6,56.0,13.7,1990.1,1995.2,2004.2,2000.0,856.3,3361.3,1047.8,1792.3,71.0,445.0,308.8,660.6,6.0,178.8,166.5,320.6,19.5,1483.5,1511.9,78978.3,232216.2,290698.9,11282.6,32999.0,40302.3
Chinde,6,5,10.3,10.1,1995.2,1997.2,2004.2,2007.9,618.4,1582.7,382.5,276.9,328.5,276.7,280.8,194.0,10.5,34.6,65.7,45.0,3.0,225.5,229.9,24756.3,58902.3,73323.8,4126.1,11313.2,14173.6
Ibo,4,4,15.9,24.5,2006.8,2006.8,2014.4,2015.9,239.5,250.5,312.6,335.4,23.5,57.8,35.3,27.1,5.0,7.0,7.1,6.8,1.8,140.3,143.0,11108.0,31356.6,39552.6,2777.0,9840.0,12435.8
Pebane,3,2,8.8,4.9,2001.7,2005.0,1997.2,1998.0,5321.9,4250.0,5069.9,4914.8,562.0,544.0,516.9,519.7,87.0,85.2,83.5,83.6,3.8,285.4,290.9,34384.4,75421.3,85124.6,11461.5,26755.6,31503.9
Porto Belo,3,2,5.6,7.6,1993.3,1997.5,2008.3,2009.2,972.1,838.2,948.1,960.2,290.0,283.2,396.2,400.7,0.0,5.2,1.3,0.6,3.7,279.6,285.0,13570.0,40503.3,51127.8,4523.3,14928.6,19122.0
