Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,215,36,2819.5,3618.7,2000.8,2002.0,2000.2,2000.1,527.0,541.0,555.4,555.2,44.0,48.5,56.3,56.3,51.0,63.5,70.0,69.8,550.2,42490.5,43306.3,3107535.6,11283978.7,12356978.0,14453.7,53284.2,62671.3
Oil tanker,81,19,603.9,1014.1,1999.5,2006.5,2006.9,2006.9,526.4,600.2,541.0,540.8,48.0,69.6,107.1,106.1,68.0,103.6,110.4,109.9,234.3,18060.4,18407.2,1048807.9,2082403.6,2373806.3,12948.2,38096.9,45245.5
Chemical tanker,75,43,1072.1,1730.6,2008.2,2009.7,2008.2,2008.4,571.3,596.8,566.8,568.6,49.0,66.9,86.9,87.9,59.0,101.3,169.3,178.4,258.2,19976.9,20360.4,395756.7,2584517.4,2996845.1,5276.8,40428.6,49714.8
Bulk carrier,59,47,953.2,1633.5,2010.0,2010.4,2010.3,2010.3,557.4,537.9,551.4,552.5,48.0,83.9,98.5,99.2,136.0,161.2,173.5,174.0,115.2,8912.0,9083.1,645729.8,1403852.2,1793820.8,10944.6,38523.5,45951.4
Miscellaneous - fishing,51,12,75.7,38.0,1985.3,1987.1,1996.1,1992.7,1414.1,3827.4,2365.8,2643.9,288.0,573.6,709.9,846.5,34.0,328.9,635.3,539.7,76.4,5739.1,5849.3,267239.5,592788.8,673940.9,5240.0,12332.1,14618.9
General cargo,36,15,163.9,232.5,2009.2,2007.8,2009.6,2009.7,507.6,563.0,560.3,557.4,66.0,261.7,248.7,223.6,68.5,122.8,130.2,132.6,43.4,3296.7,3360.0,215896.8,671598.6,953898.2,5997.1,26258.7,34814.0
Service - other,24,3,91.3,72.5,2009.1,2010.0,2007.7,2007.5,1191.6,2467.2,2573.7,2313.4,197.5,205.5,206.3,210.9,66.0,226.7,1070.6,941.8,30.2,2276.6,2320.3,505762.0,1037712.7,1118198.2,21073.4,46891.9,52947.6
Refrigerated bulk,15,8,58.2,65.7,1994.8,1993.5,1994.7,1994.9,526.3,529.1,526.8,526.7,43.0,41.1,41.5,41.6,77.0,99.9,98.0,98.6,42.1,3183.8,3244.9,195028.5,426146.8,480014.3,13001.9,27706.9,29915.1
Service - tug,8,2,1.7,1.3,2015.0,2015.0,2015.0,2015.0,1030.7,1041.1,1490.1,1492.5,429.0,695.5,1959.4,1960.3,41.0,45.5,191.5,194.5,11.4,852.6,868.9,33442.1,79080.4,105884.4,4180.3,10794.2,14574.0
Cruise,8,3,39.8,4.6,1973.4,1986.0,2003.0,1997.6,218.6,426.8,632.7,528.0,21.0,36.0,62.5,59.0,5.0,5.0,5.4,5.9,9.5,727.5,741.5,13819.3,100941.1,158888.7,1727.4,11208.4,16071.3
Liquefied gas tanker,2,2,42.5,49.7,2006.5,2006.5,2009.7,2009.5,614.5,614.5,610.1,610.4,256.5,256.5,193.5,197.3,50.5,50.5,56.5,56.1,8.6,661.1,673.8,20403.1,94118.2,88272.7,10201.5,69512.5,99677.0
Ro-Ro,1,1,46.4,42.7,2011.0,2011.0,2011.0,2011.0,915.6,915.6,915.6,915.6,63.0,63.0,63.0,63.0,41.0,41.0,41.0,41.0,5.0,387.4,394.9,45835.2,84460.1,98474.9,45835.2,107729.7,114357.1
