Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Maputo,661,492,53654.1,84008.2,2007.4,2009.1,2010.6,2011.1,1395.0,2721.5,2347.6,2837.4,127.0,272.2,390.9,421.7,27.0,62.4,40.1,40.7,5043.0,390124.7,397615.1,30740680.4,81407978.3,98126790.4,46506.3,176641.8,212182.0
Beira,402,274,21140.6,32377.8,2005.6,2007.4,2008.4,2008.7,1428.7,2328.8,2263.1,2305.7,155.5,299.8,331.1,332.2,52.0,82.6,67.0,67.8,2878.1,221865.4,226125.2,17995058.3,56407972.8,65113313.5,44763.8,174813.8,211788.0
Nacala Porto,283,219,34982.2,63070.0,2006.9,2008.1,2009.4,2009.6,1666.4,3051.3,3359.7,3552.0,229.0,310.8,572.6,591.4,56.0,99.0,103.4,106.4,2916.9,225763.0,230097.6,17974063.6,49630122.9,57005595.3,63512.6,234960.1,279697.2
Porto Amelia,44,21,812.0,1329.2,2002.2,2000.0,2008.1,2008.7,559.6,2818.6,1713.8,1776.3,56.0,414.5,386.6,381.3,42.5,95.1,70.3,70.2,144.3,11071.6,11284.2,827014.7,2493713.0,2980518.6,18795.8,70759.5,85600.9
Porto De Angoche,31,30,1688.8,2789.9,2009.8,2010.3,2011.5,2011.7,2872.0,2651.4,2548.6,2506.8,303.0,277.2,356.3,356.2,19.0,79.0,45.8,43.4,205.9,15890.9,16196.0,1180144.4,2899784.4,3887010.6,38069.2,147023.7,184079.8
Quelimane,14,11,1015.4,1668.3,2009.5,2009.9,2012.2,2012.3,4296.2,3494.8,3797.1,3812.8,389.0,556.4,688.8,702.3,12.0,16.2,10.7,10.5,105.9,8189.0,8346.2,655228.2,1575104.9,2087895.5,46802.0,181317.1,222657.6
Mocimboa Da Praia,8,3,2.0,2.2,2003.4,2002.0,2005.2,2005.4,483.2,605.0,486.5,488.3,94.5,112.5,113.4,111.5,71.0,82.3,141.3,123.0,3.3,247.0,251.7,30613.7,73385.3,97918.7,3826.7,10038.3,13531.3
Ibo,5,5,27.7,34.5,2003.2,2003.2,2009.0,2011.9,411.4,2118.3,536.3,468.6,59.0,343.2,317.7,200.3,5.0,21.4,15.8,10.8,9.2,697.8,711.2,52084.3,125247.5,147617.6,10416.9,27801.7,33627.5
Mocambique,3,3,15.7,1.8,1986.0,1986.0,2003.7,1999.5,339.7,347.6,333.0,336.0,28.0,28.7,23.2,24.7,10.0,12.3,9.7,10.3,4.5,348.5,355.2,5513.1,39942.4,63541.4,1837.7,11877.1,17219.8
Porto Belo,2,2,30.4,49.8,2013.5,2013.5,2015.8,2016.0,881.3,881.3,845.1,842.7,102.5,102.5,77.5,75.6,106.5,106.5,140.2,142.7,8.3,639.0,651.3,19603.4,95539.6,114465.7,9801.7,55119.5,68953.3
Inhambane,1,1,1647.6,3139.3,2009.0,2009.0,2009.0,2009.0,17376.9,17376.9,17376.9,17376.9,1956.0,1956.0,1956.0,1956.0,109.0,109.0,109.0,109.0,87.0,6738.2,6867.6,706273.2,1400963.4,1613259.2,706273.2,2001189.5,2311084.9
