Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,627,550,79655.6,144234.0,2010.9,2010.9,2011.1,2011.0,3489.8,3207.7,3449.0,3491.4,337.0,334.0,538.7,544.9,32.0,75.0,69.9,71.1,6145.6,475840.6,484976.7,40207183.5,94766310.6,114064379.7,64126.3,236336.1,282779.2
Container,262,54,8743.3,11013.7,1999.8,2002.1,2001.7,2001.5,1164.5,1596.4,1443.1,1429.6,92.0,142.8,199.3,198.0,45.5,43.9,50.2,50.0,1506.1,116254.8,118486.9,9635585.8,35040896.3,38716720.8,36777.0,137685.0,163065.1
General cargo,140,88,3757.0,5541.9,2006.2,2007.7,2011.5,2011.8,652.9,1916.5,1836.7,1870.3,90.0,218.8,395.4,399.4,41.5,84.5,71.3,72.7,515.3,39555.4,40314.8,2585798.8,8990443.1,13107922.0,18470.0,101369.8,136874.1
Chemical tanker,136,100,8208.8,13276.9,2009.0,2009.6,2009.5,2009.7,2865.1,2572.6,2568.6,2567.0,240.0,247.4,336.2,336.2,47.0,61.6,63.2,63.0,1094.8,84677.0,86302.8,3088869.6,19954169.4,23155201.9,22712.3,172043.7,211609.7
Oil tanker,73,53,5576.8,9423.8,2005.2,2007.0,2007.3,2007.3,3177.5,2778.1,2703.1,2728.1,291.0,291.2,355.8,356.4,36.0,62.5,61.4,60.7,765.6,59261.9,60399.7,8197714.6,17275922.2,20362700.0,112297.5,316476.6,378499.7
Vehicle,55,44,4178.3,1341.6,2008.2,2008.3,2007.6,2007.2,1373.0,1345.9,1294.0,1291.6,80.0,90.7,176.6,178.5,25.0,32.7,22.7,22.4,262.5,20331.3,20721.6,1358524.3,5989635.4,6936608.3,24700.4,93886.4,101042.3
Cruise,44,10,1634.0,174.3,1998.1,1993.1,2002.8,2002.6,338.7,738.9,649.2,640.1,37.5,52.0,73.9,73.2,9.0,20.0,16.6,16.8,380.5,29460.8,30026.4,1018535.7,3792316.2,3852078.0,23148.5,76339.0,72115.1
Liquefied gas tanker,35,11,1598.9,1844.1,2011.2,2011.5,2013.7,2013.6,1136.1,2182.5,1789.4,1786.7,95.0,194.0,444.4,445.7,47.0,80.4,47.5,46.9,226.8,17444.0,17778.9,748097.0,3482056.9,3257044.7,21374.2,146336.1,210175.3
Refrigerated bulk,27,21,404.0,446.5,1992.7,1992.9,1993.2,1993.2,1666.4,1991.1,2012.6,2063.2,165.0,197.3,281.9,284.1,129.0,174.3,137.2,137.1,254.5,19289.4,19659.7,1324718.1,2894573.5,3260464.8,49063.6,104554.1,112887.0
Miscellaneous - fishing,19,11,33.1,25.4,1980.3,1987.6,1991.6,1991.0,2239.4,6401.2,3241.6,4468.4,699.0,1249.5,2100.4,2370.8,128.0,361.0,381.0,314.2,70.5,5296.3,5398.0,178385.1,395692.6,449862.4,9388.7,22095.9,26193.3
Ro-Ro,18,4,1152.9,1054.8,2012.1,2012.0,2012.1,2012.1,1394.9,1293.4,1262.8,1265.1,96.5,94.1,97.4,97.5,70.0,67.4,91.1,91.0,134.6,10426.5,10626.7,1132296.1,2086469.4,2432686.7,62905.3,147850.8,156946.3
Service - other,11,9,71.2,91.1,1999.4,1998.6,1999.3,1999.3,1241.9,2150.3,3378.1,4358.2,353.0,1222.5,1513.9,1471.0,59.0,130.1,71.3,70.9,44.6,3350.9,3415.3,635984.6,1304900.8,1406109.6,57816.8,128652.1,145266.4
Service - tug,7,3,2.4,2.9,2003.9,1998.3,1999.0,1992.0,501.0,1246.6,735.7,803.5,114.0,881.0,738.2,626.6,75.0,64.0,108.4,85.8,5.1,386.3,393.7,74583.8,176368.3,236147.6,10654.8,27512.7,37146.8
