Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Maputo,819,565,49054.7,74301.9,2006.6,2008.4,2010.4,2010.7,1252.6,2224.9,1873.6,2173.2,105.0,214.6,320.9,344.6,70.0,129.0,141.5,161.3,5077.2,392389.3,399923.2,29749328.6,86299165.5,102048740.8,36324.0,141132.1,169544.7
Beira,319,244,21210.5,33276.4,2006.5,2007.7,2008.1,2008.4,2355.8,3040.6,2705.3,2768.5,262.0,276.1,353.1,351.8,78.0,136.5,141.6,142.0,3016.8,232637.2,237103.8,17633549.2,51491928.5,61805379.2,55277.6,213799.7,259465.6
Nacala Porto,233,188,27414.2,50391.2,2007.5,2009.0,2010.2,2010.3,2939.7,2865.9,2947.2,3072.2,253.0,269.4,342.8,343.9,79.0,114.2,135.6,137.1,2036.3,157654.8,160681.7,13397321.7,33060319.7,38702618.3,57499.2,207033.5,246795.2
Porto De Angoche,27,27,1215.3,2096.7,2011.0,2011.0,2011.2,2011.3,985.0,1665.1,1781.4,1801.7,122.0,167.9,246.9,248.0,146.0,209.2,235.5,236.3,124.2,9603.8,9788.2,744902.3,1771073.3,2269214.6,27589.0,104946.9,127347.0
Quelimane,26,8,536.0,901.9,2008.8,2010.6,2014.4,2014.6,619.5,2619.2,2138.8,2260.8,67.5,278.1,340.0,345.1,69.5,191.5,143.0,141.9,58.2,4482.5,4568.6,405766.1,1106955.8,1433361.5,15606.4,61925.6,77292.9
Porto Amelia,20,15,380.7,633.9,1997.0,1996.5,2007.3,2008.0,985.3,1735.9,1845.5,1925.8,102.5,162.0,251.2,257.0,90.0,751.3,417.3,409.8,77.0,5923.5,6037.2,465346.0,1031823.3,1312941.9,23267.3,70672.6,86193.2
Mocimboa Da Praia,9,3,2.6,2.8,2001.8,2002.0,2003.5,2003.8,531.1,813.3,607.9,604.3,128.0,166.0,796.2,713.4,57.0,77.0,96.4,97.8,6.3,475.7,484.9,38921.3,92821.6,122959.9,4324.6,11267.0,15099.4
Ibo,2,2,1.9,0.4,1974.5,1974.5,1979.8,1978.3,238.2,238.2,241.2,240.3,20.5,20.5,20.7,20.6,7.5,7.5,8.1,7.9,0.9,69.8,71.1,1473.5,8322.0,18095.2,736.8,4256.3,8226.1
Inhambane,2,2,1826.9,3478.9,1984.5,1984.5,2009.0,2009.0,9856.8,9856.8,18753.8,19193.9,1131.5,1131.5,2223.6,2224.8,4.5,4.5,5.0,5.0,88.5,6853.1,6984.7,783697.6,1558520.9,1800964.6,391848.8,1111881.9,1286502.6
Mocambique,1,1,2.0,0.4,1989.0,1989.0,1989.0,1989.0,386.9,386.9,386.9,386.9,40.0,40.0,40.0,40.0,10.0,10.0,10.0,10.0,0.7,48.9,49.8,1456.7,8227.0,17888.7,1456.7,8415.5,16264.5
Pebane,1,1,0.9,1.2,1999.0,1999.0,1999.0,1999.0,598.8,598.8,598.8,598.8,2137.0,2137.0,2137.0,2137.0,2153.0,2153.0,2153.0,2153.0,2.9,219.1,223.3,30480.1,72076.2,96506.1,30480.1,78705.0,106265.1
Porto Belo,1,1,29.4,49.6,2017.0,2017.0,2017.0,2017.0,963.5,963.5,963.5,963.5,341.0,341.0,341.0,341.0,0.0,0.0,0.0,0.0,6.7,521.6,531.6,9572.2,70099.9,80823.9,9572.2,82660.4,101614.1
