Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guadeloupe,126,11,140.2,104.1,1990.6,1991.4,1993.1,1994.1,186.9,190.8,195.3,197.2,19.5,24.5,24.8,25.7,5.0,11.2,7.6,7.3,56.5,4316.0,4398.8,351398.3,2464098.5,1287779.7,2788.9,7220.8,10188.6
Virgin Islands (U.S.),42,7,49.3,20.8,1991.0,1995.9,1994.2,1992.3,132.2,161.6,150.6,136.6,21.5,20.4,18.5,21.5,3.0,15.1,9.6,6.4,20.4,1546.1,1575.8,70566.3,531164.1,320142.4,1680.2,4884.3,6987.7
Saint Kitts and Nevis,24,12,26.5,4.0,1983.6,1983.0,2003.8,1999.3,76.7,86.7,88.9,89.4,12.0,14.1,12.6,11.6,13.0,18.5,12.2,21.4,16.2,1236.0,1259.7,15734.2,66735.2,93797.4,655.6,2623.1,3445.7
Virgin Islands (British),22,11,17.8,3.4,1988.9,1985.6,1992.2,1991.9,152.5,151.2,138.8,141.4,25.0,24.8,23.1,19.6,23.0,12.7,16.0,10.4,15.7,1184.5,1207.3,10781.5,59469.5,86898.2,490.1,2327.5,3744.5
Saint Lucia,20,6,67.0,40.3,2002.8,1997.7,2008.8,2005.6,301.9,273.8,286.1,323.8,101.5,48.3,59.4,122.6,21.5,9.5,14.3,24.9,43.1,3278.7,3341.6,79882.4,291398.2,361830.5,3994.1,14782.2,18046.4
Martinique,19,5,11.2,16.0,1988.6,1988.8,2006.1,2007.2,249.5,253.3,270.3,272.0,44.0,54.9,38.5,37.4,23.0,27.5,22.2,21.5,8.9,675.1,688.1,36881.1,105617.1,136474.7,1941.1,6145.6,8026.1
Antigua and Barbuda,16,11,25.8,3.8,1998.7,2000.4,2007.4,2006.6,92.5,97.0,91.1,79.6,13.5,14.3,13.2,14.2,11.5,19.3,12.5,26.6,11.7,893.4,910.5,9181.7,62115.1,90301.0,573.9,3443.8,4568.5
Puerto Rico,16,7,79.6,14.2,1997.1,1999.4,2006.3,2000.1,217.4,224.4,213.5,226.9,22.0,21.4,19.0,28.1,7.5,13.1,9.2,6.6,24.8,1892.6,1928.9,61354.7,348252.3,284159.7,3834.7,12865.9,15214.4
Dominica,5,5,11.6,3.8,2000.6,2000.6,2005.0,2008.4,195.7,191.3,195.1,192.2,16.0,22.8,15.5,17.0,9.0,9.0,9.6,4.8,4.2,325.6,331.8,8603.8,39863.1,52393.6,1720.8,7578.7,9438.2
United States of America,4,4,199.6,19.3,2002.2,2002.2,2003.1,2003.8,1158.6,1183.6,1196.1,1191.1,66.0,70.2,71.8,71.1,6.5,7.0,7.3,6.9,48.9,3782.3,3854.9,50490.9,417918.6,557323.9,12622.7,87176.6,103641.1
Anguilla,3,2,1.0,0.1,1989.0,1988.0,1989.6,1989.3,97.2,83.2,90.0,85.9,17.0,16.5,20.1,19.5,25.0,31.2,27.5,28.2,2.3,169.6,172.9,339.2,1915.4,4164.9,113.1,653.1,1262.2
Dominican Republic,3,3,24.5,3.2,1981.0,1981.0,2007.6,2002.2,416.5,390.8,334.4,343.7,42.0,41.0,22.6,26.4,10.0,9.7,8.3,8.6,7.9,603.9,615.5,18578.3,71357.0,89531.2,6192.8,21924.0,25820.1
Montserrat,3,2,2.6,0.3,1989.0,1989.5,1988.6,1988.5,114.5,125.7,112.6,111.6,17.0,34.8,23.2,21.9,13.0,13.5,10.9,10.6,1.9,142.2,144.9,1029.4,5813.5,12640.7,343.1,1982.2,3831.0
Panama,1,1,0.5,0.1,1991.0,1991.0,1991.0,1991.0,2023.1,2023.1,2023.1,2023.1,2960.0,2960.0,2960.0,2960.0,1149.0,1149.0,1149.0,1149.0,53.9,4046.5,4124.2,6348.9,7779.1,7892.9,6348.9,9723.3,11890.3
Saint Vincent and the Grenadines,1,1,1.4,2.1,2004.0,2004.0,2004.0,2004.0,313.8,313.8,313.8,313.8,27.0,27.0,27.0,27.0,52.0,52.0,52.0,52.0,1.1,83.5,85.1,3410.7,10563.1,13472.9,3410.7,11729.6,15136.6
Aruba,1,1,28.4,2.5,1995.0,1995.0,1995.0,1995.0,556.1,556.1,556.1,556.1,36.0,36.0,36.0,36.0,29.0,29.0,29.0,29.0,7.4,574.1,585.2,6554.9,54255.9,72354.1,6554.9,45270.5,53820.5
Trinidad and Tobago,1,1,1.1,1.5,1980.0,1980.0,1980.0,1980.0,495.8,495.8,495.8,495.8,62.0,62.0,62.0,62.0,21.0,21.0,21.0,21.0,0.4,32.2,32.8,3185.3,7224.9,8703.7,3185.3,9604.6,11988.1
Sint Maarten (Dutch part),1,1,1.1,1.5,2007.0,2007.0,2007.0,2007.0,257.9,257.9,257.9,257.9,16.0,16.0,16.0,16.0,13.0,13.0,13.0,13.0,0.2,16.5,16.8,3160.5,7168.8,8636.1,3160.5,9530.0,11894.9
