Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,1223,662,201238.7,384658.8,2005.6,2007.0,2009.2,2009.2,611.3,1668.3,1776.6,1786.7,64.0,182.4,355.8,356.5,79.0,101.5,91.5,91.2,13099.7,1014306.9,1033781.6,111031288.2,196263845.6,212316815.8,90786.0,243263.7,301143.5
General cargo,835,223,4726.4,6288.9,1998.4,2000.3,2004.5,2006.0,486.4,1249.5,966.8,924.9,58.0,128.8,248.9,251.6,27.0,69.9,74.6,71.3,921.1,70408.0,71759.8,5433687.3,17084470.5,24565438.2,6507.4,28346.5,38613.1
Container,571,92,9225.8,11162.1,2003.0,2003.7,2004.0,2004.0,458.1,437.7,482.5,489.7,38.0,34.9,48.9,50.3,20.0,28.9,37.4,37.5,1255.2,96937.0,98798.1,8910229.5,28203034.9,31332772.6,15604.6,52651.7,61605.4
Bulk carrier,253,201,21991.4,39357.5,2007.0,2007.7,2008.6,2008.5,913.0,2846.9,2910.9,2985.7,104.0,325.3,714.0,721.9,123.0,185.1,227.0,228.4,2102.4,162711.1,165835.1,11066645.6,28146792.8,34534654.8,43741.7,177046.5,215044.0
Chemical tanker,200,92,4127.5,6693.1,2005.4,2006.0,2007.2,2007.2,603.1,1125.4,1092.9,1091.6,54.0,114.1,220.9,221.8,49.5,77.4,121.1,120.5,674.5,52045.3,53044.6,2283168.4,11552009.8,13504299.7,11415.8,66865.0,81695.3
Service - tug,190,66,66.6,46.4,1998.6,2000.7,2001.7,2001.1,254.8,983.9,674.9,622.0,57.5,382.0,1449.1,1390.5,13.0,139.9,146.3,169.0,128.8,9668.6,9854.3,1187971.1,2809193.9,3761358.8,6252.5,16145.0,21798.5
Ro-Ro,134,24,488.6,333.9,1990.0,1999.2,1986.8,1988.2,431.8,828.4,720.5,762.7,55.0,131.2,222.6,243.4,11.0,27.0,53.1,57.5,171.6,13159.0,13411.7,463233.7,1727028.0,1217005.3,3457.0,8225.2,9718.2
Liquefied gas tanker,63,21,773.7,923.1,2003.9,2005.2,2004.4,2003.2,700.8,1328.0,1378.8,1338.8,92.0,142.9,199.4,195.9,29.0,67.2,73.8,69.3,213.0,16309.4,16622.6,696809.1,2018769.7,2229368.3,11060.5,60555.6,79632.1
Service - other,45,12,48.3,51.5,1984.5,1995.6,1986.1,1985.4,153.1,327.8,435.9,438.9,33.0,83.4,440.5,436.7,31.0,54.8,93.3,87.8,37.3,2803.4,2857.2,359032.7,736656.2,793791.7,7978.5,17753.5,20046.2
Ferry-pax only,30,1,24.0,2.2,1993.0,1993.0,1993.0,1993.0,1005.2,1005.2,1316.5,1316.5,15.0,15.0,79.7,79.7,28.0,28.0,34.9,34.9,26.8,2012.5,2051.1,178714.8,363969.4,458488.9,5957.2,13853.1,18263.0
Vehicle,29,7,860.6,316.2,1988.3,2001.9,2002.9,2000.9,464.9,2111.0,1453.2,1218.4,53.0,140.1,310.9,284.8,10.0,11.6,13.3,13.5,65.8,5073.3,5170.8,320231.4,1411877.3,1635097.8,11042.5,41972.4,45171.5
Refrigerated bulk,2,2,22.9,24.2,1984.5,1984.5,1980.5,1980.5,2803.7,2803.7,2651.3,2593.8,371.5,371.5,674.7,673.0,104.5,104.5,49.2,49.5,17.8,1350.3,1376.3,71777.3,156837.0,176662.1,35888.7,76478.4,82573.6
Miscellaneous - fishing,1,1,0.2,0.1,1990.0,1990.0,1990.0,1990.0,370.6,370.6,370.6,370.6,62.0,62.0,62.0,62.0,200.0,200.0,200.0,200.0,0.4,31.9,32.5,912.1,2023.1,2300.1,912.1,2146.5,2544.5
