Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Basrah Oil Terminal,1527,886,389951.4,746211.9,2004.8,2005.8,2008.8,2008.8,716.0,2551.5,3416.4,3481.2,113.0,264.5,659.4,662.6,39.0,83.7,76.1,76.1,26997.1,2089408.1,2129524.7,203591988.4,363536862.3,390893900.8,133328.1,362810.5,449765.4
Umm Qasr,860,376,12795.5,16729.3,2002.3,2005.7,2004.8,2005.7,530.6,690.5,592.5,598.3,51.0,76.6,105.2,109.6,32.0,84.7,50.2,54.8,1904.2,146756.2,149573.9,10796609.7,33119961.8,39141037.9,12554.2,46020.0,56202.0
Khawr Al Amaya,593,247,5418.0,8283.9,1996.5,1997.8,2004.4,2004.8,469.0,929.6,787.6,817.2,56.0,155.8,173.0,175.2,39.0,136.1,66.0,64.7,994.7,76187.7,77650.5,6339137.3,16936074.2,20471670.6,10689.9,35510.1,44662.7
Al Faw,318,112,912.9,1212.3,1998.4,1996.5,2003.6,2004.8,571.8,815.0,593.9,597.1,61.0,120.4,131.1,121.6,37.0,141.5,92.7,87.4,280.2,21303.2,21712.3,1551306.4,4631245.5,6036344.6,4878.3,17551.0,23162.0
Khor Al Zubair,108,64,964.0,1546.0,1997.4,1999.2,2007.2,2007.4,559.2,816.6,703.3,698.6,77.5,111.7,122.0,119.8,62.5,142.0,137.7,139.1,226.6,17385.7,17719.5,1463346.2,3296145.8,4108149.5,13549.5,42094.1,53321.4
Khawr Al Zubair Lng Terminal,98,64,1228.1,1965.3,2004.8,2005.0,2008.2,2008.2,669.6,745.1,674.9,663.4,73.0,90.7,114.4,113.3,33.0,92.9,60.1,60.5,248.7,19170.2,19538.2,1456282.6,3623731.5,4463814.5,14860.0,50167.5,62939.0
Basrah,38,3,62.9,119.3,2005.7,2001.7,2005.6,2005.7,486.3,883.3,421.1,442.9,64.5,207.3,102.4,92.0,16.0,80.0,17.9,17.9,19.1,1466.0,1494.1,188491.0,544258.6,740487.6,4960.3,19226.6,24157.6
Baghdad,2,2,4.7,5.3,1985.5,1985.5,1988.8,1988.6,540.7,540.7,763.4,623.4,69.0,69.0,113.5,111.1,66.0,66.0,8.3,11.4,2.2,168.6,171.8,16278.7,33052.0,37321.5,8139.4,17636.9,19357.6
Al Hillah,1,1,197.4,391.1,2007.0,2007.0,2007.0,2007.0,1225.0,1225.0,1225.0,1225.0,178.0,178.0,178.0,178.0,53.0,53.0,53.0,53.0,6.5,506.3,516.0,92994.4,156738.8,163173.9,92994.4,252343.9,316094.0
Nasiriyah,1,1,11.0,19.0,2004.0,2004.0,2004.0,2004.0,388.8,388.8,388.8,388.8,316.0,316.0,316.0,316.0,8.0,8.0,8.0,8.0,1.2,94.7,96.5,8469.7,16763.0,20791.5,8469.7,27038.8,31437.6
Najaf,1,1,21.8,16.2,1998.0,1998.0,1998.0,1998.0,863.0,863.0,863.0,863.0,59.0,59.0,59.0,59.0,7.0,7.0,7.0,7.0,3.2,249.3,254.1,15009.5,58224.8,66438.4,15009.5,62847.3,76687.7
Mosul (Ak Mawsil),1,1,20.8,24.2,1982.0,1982.0,1982.0,1982.0,4986.0,4986.0,4986.0,4986.0,2192.0,2192.0,2192.0,2192.0,24.0,24.0,24.0,24.0,11.1,832.1,848.1,18261.2,52905.7,58424.8,18261.2,99979.4,131475.3
