Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Luanda,612,383,39766.9,54288.0,2005.3,2005.6,2008.7,2009.2,1177.1,2056.0,2047.0,2294.1,126.0,277.2,401.6,468.7,40.0,177.8,74.3,79.7,5422.4,418281.2,426312.2,33957943.3,84741282.9,99372975.3,55486.8,166213.9,200284.0
Noqui,277,45,647.7,933.7,1998.3,1999.8,2000.4,2001.2,77.3,1327.6,1237.7,1242.3,8.0,147.3,220.2,216.1,15.0,103.3,96.6,87.6,244.4,18581.8,18938.5,1314821.9,3409930.3,4205255.7,4746.6,13779.6,16594.5
Soyo,276,135,47806.4,46745.2,2007.6,2008.0,2011.5,2011.7,187.8,2574.6,5825.8,5346.1,47.0,289.7,480.8,494.2,32.0,91.5,82.8,76.4,6203.3,387463.0,394902.3,15039242.0,78029990.0,70601545.5,54490.0,343071.2,509591.1
Lobito,129,80,10631.5,18018.2,2002.4,2005.0,2007.9,2008.4,1344.6,2375.7,2680.1,2831.7,115.0,278.9,549.9,587.8,43.0,186.9,91.7,94.9,1065.4,82214.8,83793.3,8199663.4,20854608.4,23529247.9,63563.3,199020.4,241848.2
Malongo,97,12,140.2,150.3,2009.2,2007.5,2008.1,2007.7,179.1,637.7,568.5,630.1,70.0,359.3,343.6,310.0,7.0,26.2,46.5,43.7,84.9,6379.9,6502.4,1808183.2,4419994.8,5996303.8,18641.1,50113.5,68501.2
Girassol,86,78,68131.8,130638.1,2008.0,2008.1,2008.4,2008.4,5724.4,6433.6,7132.4,7129.0,604.0,609.0,794.2,794.2,38.0,75.0,66.0,65.8,4168.6,322777.4,328974.7,34347688.7,60331403.7,64249563.2,399391.7,1083909.5,1347767.3
Cabinda,73,47,32015.0,61303.7,2007.0,2008.8,2010.2,2010.2,381.8,4707.3,6845.5,6933.8,185.0,428.4,776.4,776.2,62.0,83.1,72.4,71.9,1825.8,141358.5,144072.6,15215049.3,26130704.6,27587217.2,208425.3,566549.0,707544.2
Namibe,72,31,1541.2,1990.1,1996.9,1996.4,1999.6,1999.7,1227.3,1668.8,1538.2,1533.5,101.5,186.0,226.2,220.8,59.5,110.3,57.1,56.1,339.0,25949.3,26447.5,1828961.5,6242278.8,7274004.5,25402.2,96711.8,117874.7
Futila,65,60,62620.3,119579.2,2010.1,2010.1,2010.5,2010.5,7445.7,6644.1,7179.7,7211.2,635.0,601.6,766.9,769.0,46.0,63.6,72.0,72.1,3627.3,280924.1,286317.8,29976695.7,52461839.1,55037825.1,461179.9,1263328.5,1582211.5
Dalia,65,63,55018.3,104726.4,2010.6,2010.7,2011.4,2011.4,7228.1,6583.0,6964.6,7002.8,645.0,610.1,762.1,764.2,46.0,78.3,60.9,60.4,3533.5,273455.0,278705.3,27882864.5,49025791.0,52319114.8,428967.1,1154961.8,1433300.3
