Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,374,308,224658.6,430152.2,2010.3,2010.3,2010.5,2010.5,5645.6,5015.1,5241.9,5255.6,553.0,537.5,826.6,829.0,34.0,55.7,43.8,43.6,11423.5,884751.2,901738.4,121455168.0,214482590.7,231678264.8,324746.4,863798.0,1071388.2
Service - tug,366,56,288.8,234.5,2002.8,2008.0,2012.0,2011.4,78.7,1509.9,746.6,651.0,14.0,499.6,726.3,679.4,15.0,92.5,127.8,137.0,268.0,20281.9,20671.3,5997385.3,14182010.8,18988945.9,16386.3,42312.4,57128.9
Container,348,101,15068.7,18318.6,2003.6,2004.6,2005.8,2005.3,847.0,1473.4,1256.6,1256.2,68.0,101.6,163.9,162.2,40.0,58.3,52.7,53.2,2490.5,192603.7,196301.7,13762502.8,43952621.5,48779101.0,39547.4,134773.7,158426.4
General cargo,272,104,2779.6,3718.1,2005.7,2007.3,2009.1,2009.3,452.8,1954.3,1427.8,1394.4,65.5,185.5,291.9,285.5,42.5,102.8,90.5,93.5,613.1,47024.3,47927.2,2884941.9,9187640.3,13151595.5,10606.4,48546.6,64971.3
Bulk carrier,81,75,6410.3,10803.9,2005.9,2007.1,2008.5,2008.4,2527.7,3251.3,3182.5,3155.0,261.0,308.2,429.4,429.1,133.0,155.6,169.7,168.8,653.8,50608.8,51580.5,4264919.3,9580916.5,12585826.2,52653.3,192583.3,232606.2
Miscellaneous - fishing,77,54,671.9,439.5,1992.2,1994.7,1989.4,1992.2,2061.7,4265.3,5108.0,5035.2,261.0,590.9,1122.8,1043.0,16.0,180.7,522.8,440.7,287.7,21668.1,22084.1,3090498.9,6855322.3,7793807.2,40136.3,94459.1,111975.5
Liquefied gas tanker,76,36,30528.9,27621.1,2011.0,2011.1,2011.0,2011.0,4481.5,5817.6,4778.1,4903.3,389.0,499.7,518.9,527.9,36.0,60.8,45.2,47.9,3278.5,211213.2,215268.4,6450664.0,48087146.4,39949247.7,84877.2,766567.3,1190738.9
Refrigerated bulk,75,41,696.7,797.9,1990.1,1990.8,1991.7,1991.7,1216.1,1643.8,1729.8,1704.2,125.0,167.3,300.5,296.1,77.0,89.7,89.2,90.7,438.1,33198.1,33835.5,2367120.2,5172272.6,5826078.7,31561.6,67257.4,72617.8
Chemical tanker,75,55,1790.5,2946.7,2008.9,2009.4,2009.6,2009.6,1199.1,1440.0,1567.6,1588.6,151.0,210.7,313.4,316.9,41.0,100.5,112.0,108.9,384.6,29514.6,30081.2,1339621.7,5942604.4,7075826.7,17861.6,91434.6,112983.6
Ro-Ro,64,13,573.3,293.7,2005.7,2001.9,2003.8,2004.3,296.3,330.1,466.3,459.1,33.5,31.8,47.4,48.5,36.0,44.4,57.3,56.1,107.3,8241.1,8399.4,351625.4,950574.5,832292.5,5494.1,12985.9,14500.7
Vehicle,34,31,5562.4,1767.2,2010.3,2010.2,2011.2,2011.0,2421.5,2571.3,2656.1,2639.3,151.0,164.8,196.0,193.3,10.5,12.9,12.8,12.6,314.1,24329.2,24796.3,1789545.5,7889977.0,9137397.5,52633.7,200060.6,215309.1
Service - other,16,14,176.6,162.2,2001.9,2002.5,2000.2,2004.7,1114.0,2796.3,1675.3,2204.8,208.5,365.3,434.4,435.5,30.0,287.9,414.1,434.9,72.1,5476.4,5581.6,1131967.2,2322548.3,2502686.4,70748.0,157426.1,177756.4
Ferry-pax only,3,1,0.1,0.0,1988.0,1988.0,1988.0,1988.0,90.0,90.0,69.1,69.1,17.0,17.0,17.5,17.5,1.0,1.0,1.0,1.0,0.1,9.2,9.4,733.6,1494.1,1882.0,244.5,568.7,749.7
Cruise,2,2,67.2,7.6,1997.0,1997.0,1999.2,1999.4,725.7,725.7,843.2,858.6,48.5,48.5,55.5,56.0,7.5,7.5,8.6,8.7,19.1,1482.7,1511.1,44688.1,166020.0,166333.5,22344.1,73356.8,68268.7
