Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,5830,241,141183.2,164678.2,2010.7,2010.0,2010.8,2010.9,253.4,324.9,396.2,400.2,29.0,32.5,60.3,60.9,18.0,22.1,23.6,23.8,16745.5,1296741.3,1321638.7,113200105.7,323340775.2,362677084.5,19416.8,61795.1,71769.4
Bulk carrier,3186,1298,72670.0,127852.7,2010.1,2010.9,2009.8,2009.7,514.5,612.5,677.0,674.9,74.0,136.9,174.0,173.5,67.0,108.8,103.5,102.5,7804.1,603752.4,615344.4,36929427.4,92384459.7,116041006.6,11591.2,46239.7,56337.9
Chemical tanker,2543,373,45399.5,74830.0,2007.7,2009.5,2007.7,2007.7,688.9,749.9,837.4,838.5,78.0,105.8,164.2,164.6,44.0,71.7,66.6,66.5,10505.8,811482.1,827062.5,23925625.8,124523791.8,144610644.1,9408.4,56778.6,69015.1
Service - tug,2105,152,2212.5,1670.0,2008.6,2009.1,2009.9,2009.4,209.9,890.4,1115.8,1153.6,78.0,620.4,1244.6,1210.2,29.0,169.9,447.6,455.5,2123.8,159888.7,162958.5,42714928.4,101007947.0,135244181.6,20292.1,52397.9,70746.1
Oil tanker,2039,174,86653.6,150756.7,2006.1,2007.1,2009.3,2009.5,614.7,674.4,852.2,851.1,107.0,135.7,330.4,342.1,47.0,74.1,96.1,95.9,15533.0,1201714.8,1224787.7,83994040.8,175345436.1,198731429.1,41193.7,110192.4,133461.1
Liquefied gas tanker,1206,51,8064.5,8473.7,2009.9,2010.7,2010.3,2009.8,456.0,988.2,729.5,744.3,63.0,109.6,132.9,136.3,37.0,74.1,116.7,123.7,2872.7,217512.2,221688.4,5145404.3,17461044.1,18139812.1,4266.5,25011.6,33890.9
General cargo,883,305,13343.3,19734.9,2006.2,2007.0,2006.7,2006.8,547.1,601.9,655.5,654.3,62.0,88.9,123.1,122.6,60.0,80.7,86.2,86.0,1999.8,153076.8,156015.8,8162365.2,29154750.7,42798686.2,9243.9,53254.4,72333.4
Cruise,488,40,13931.7,1353.2,2003.8,2003.2,2006.9,2005.8,268.8,357.1,333.2,333.8,17.0,28.7,33.8,34.2,9.0,12.2,11.5,11.6,3001.2,232419.5,236882.0,2738501.9,21661274.6,26848959.3,5611.7,38837.9,45386.1
Vehicle,398,72,11215.6,3543.2,2006.9,2007.8,2007.7,2007.4,371.1,420.9,505.6,503.9,32.0,36.5,54.5,54.4,14.5,15.1,20.9,20.5,742.0,57473.7,58577.2,3587935.1,15818946.9,18319952.8,9014.9,34265.7,36877.4
Service - other,202,34,2227.6,2589.2,1999.7,2002.0,2002.6,2001.7,596.0,3412.0,2187.7,2400.4,115.0,589.4,1355.9,1344.7,41.0,253.0,478.9,482.2,599.4,45651.9,46528.4,18067601.7,37070752.1,39945980.3,89443.6,199027.0,224729.7
Ro-Ro,140,9,2102.3,997.3,2000.5,2000.8,2000.5,2000.5,241.7,244.8,264.9,264.7,23.0,23.6,29.7,29.6,12.5,12.3,18.3,18.2,237.6,18408.0,18761.4,1070651.2,1972877.0,2300245.4,7647.5,17974.5,19080.2
Ferry-RoPax,20,2,30.3,12.1,2009.4,2009.5,2009.4,2009.6,412.8,476.2,1609.6,1634.1,35.0,65.2,1274.2,1503.4,9.0,11.0,21.0,14.7,46.2,3467.5,3534.1,414944.5,897709.3,1193553.2,20747.2,46318.5,66007.0
Miscellaneous - fishing,13,1,28.6,11.1,2014.0,2014.0,2014.0,2014.0,1085.5,1085.5,1360.1,1360.1,280.0,280.0,498.6,498.6,30.0,30.0,33.5,33.5,13.3,1000.4,1019.6,78069.5,173173.1,196880.3,6005.3,14133.3,16754.2
Ferry-pax only,8,1,17.5,1.1,2003.0,2003.0,2003.0,2003.0,594.7,594.7,3154.9,3154.9,161.0,161.0,2690.2,2690.2,23.5,23.5,17.9,17.9,13.6,1020.9,1040.5,93443.8,190307.0,239728.0,11680.5,27162.4,35809.0
Other liquids tankers,8,3,148.3,205.7,2014.8,2014.7,2014.6,2014.6,473.7,387.7,678.8,690.0,59.5,64.8,167.6,168.9,65.5,49.7,85.8,86.2,26.9,2085.8,2125.9,105510.7,301265.4,649528.0,13188.8,45691.1,73832.1
Refrigerated bulk,6,6,21.2,23.7,1991.7,1991.7,1991.4,1991.2,404.2,422.9,423.9,424.9,38.0,106.2,122.9,127.0,202.5,152.5,153.1,157.7,34.1,2571.8,2621.1,70391.9,153809.8,173252.2,11732.0,25000.7,26993.3
