Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Santos,2475,739,44204.2,51332.3,2008.5,2008.5,2009.0,2009.0,237.5,533.7,350.6,368.9,36.0,154.2,105.9,125.0,19.0,64.7,43.8,51.8,6852.6,528910.7,539065.8,35925036.1,105794926.0,122575370.7,14515.2,49799.7,59226.3
Rio De Janeiro,1289,490,30564.4,36259.2,2007.5,2007.9,2008.8,2009.3,362.1,717.3,512.5,559.4,43.0,135.9,141.4,137.3,31.0,105.3,67.8,75.2,4835.3,372767.7,379924.8,37104553.8,93977716.2,113707179.5,28785.5,84285.8,104126.7
Paranagua,1076,505,13410.9,17718.6,2010.4,2010.3,2010.4,2010.3,190.1,468.1,252.6,276.8,19.0,106.1,178.1,181.1,39.0,83.0,67.9,74.6,2196.8,169751.9,173011.2,12577815.3,34239537.3,39569568.1,11689.4,38690.4,45743.4
Rio Grande,961,418,21834.1,27262.8,2009.8,2009.1,2010.0,2010.1,442.3,647.5,505.2,516.3,44.0,133.8,97.1,106.2,27.0,86.5,60.9,67.2,2713.7,209368.4,213388.3,14866613.7,43619287.9,51922330.7,15469.9,57061.5,68983.0
Salvador,693,263,22037.1,24949.0,2009.4,2008.6,2011.0,2011.2,762.7,661.4,674.4,714.3,58.0,102.3,70.3,76.2,20.0,82.8,29.4,34.3,2761.7,213399.1,217496.4,15522181.8,44909193.2,52013891.3,22398.5,75652.9,89353.6
Navegantes,687,185,6919.0,7854.5,2010.1,2010.0,2010.7,2010.7,121.0,316.1,162.3,160.7,18.0,52.1,36.6,34.8,17.0,61.7,41.0,44.0,900.0,69552.3,70887.7,6539875.7,17393698.6,19947119.9,9519.5,28708.4,33727.3
Sao Luis,614,257,7272.3,11871.9,2010.0,2009.8,2009.8,2009.7,435.6,898.0,915.3,925.7,91.5,152.3,184.2,185.1,42.0,90.7,102.1,103.7,1343.0,103558.3,105546.6,5008032.0,15867992.4,19187160.0,8156.4,34824.8,42461.4
Porto De Suape,596,182,12984.8,20342.7,2006.1,2008.0,2008.1,2008.1,507.8,880.2,906.0,901.3,89.0,97.9,142.0,144.7,46.5,65.4,83.6,81.5,2790.3,215306.7,219440.6,10178475.0,32986104.1,37176192.2,17078.0,70198.3,87173.1
Itapoa,558,144,12020.7,17861.1,2011.0,2010.6,2010.2,2009.8,204.5,395.0,336.8,402.5,22.0,71.3,161.1,187.4,24.0,67.1,78.0,86.5,1502.6,116330.7,118564.2,9552329.0,22690609.3,25903946.0,17118.9,48978.9,59092.1
Vitoria,550,174,5028.2,5531.6,2006.9,2007.4,2006.2,2006.8,456.7,553.2,481.1,523.3,40.0,94.2,75.9,85.3,24.0,87.7,52.1,63.5,853.3,65677.9,66938.9,4995882.0,14504478.0,17379480.5,9083.4,30313.7,36624.3
Suape,541,132,22989.5,28575.3,2010.3,2009.2,2010.5,2011.0,474.8,974.3,918.3,1012.5,39.0,176.5,477.8,699.7,20.0,49.7,23.6,22.8,2767.3,214223.6,218336.7,18554450.0,49924200.4,55820588.0,34296.6,103812.0,120933.4
Tubarao,497,210,7053.2,12104.7,2007.4,2010.6,2009.8,2010.0,522.6,755.0,712.0,729.3,93.0,199.1,217.6,226.1,49.0,98.8,108.4,109.9,1114.9,86013.1,87664.6,4773064.1,11952948.2,14889404.0,9603.8,34522.5,42637.4
Santana,480,333,9376.5,14929.5,2008.1,2009.1,2008.4,2008.9,448.3,573.4,585.5,580.5,50.0,86.8,135.3,144.5,55.0,91.4,77.4,80.2,1249.2,96660.5,98516.4,5587091.6,17166788.9,20045875.3,11639.8,46460.2,55810.5
Aratu,475,195,6863.8,8192.7,2006.9,2009.7,2008.8,2008.9,822.0,864.7,822.7,845.8,73.0,114.5,100.7,116.0,51.0,96.0,82.2,99.6,1266.1,97290.4,99158.3,5189472.8,17022488.0,20376818.1,10925.2,43486.0,52247.3
Sao Sebastiao,434,143,18142.1,31114.8,2008.1,2006.6,2009.8,2009.9,571.8,659.8,832.9,830.1,120.5,171.6,217.7,218.3,47.0,63.8,98.5,100.2,3188.2,246849.6,251589.1,14675812.0,34397157.2,39037069.5,33815.2,99392.1,121783.2
Porto De Mucuripe,426,190,6694.2,9388.9,2004.6,2007.8,2006.4,2006.8,515.9,880.6,777.1,782.7,69.5,124.2,139.3,146.0,35.0,87.0,65.1,68.8,1375.7,105952.9,107987.2,5677091.7,18476898.5,21576557.7,13326.5,53324.5,64155.9
Manaus,421,110,17509.1,23083.5,2010.2,2008.1,2008.8,2008.9,1140.1,1588.7,1687.9,1790.9,107.0,202.6,208.9,230.1,20.0,50.9,38.9,42.1,3056.9,236610.6,241153.5,15212899.2,48485159.0,54670677.5,36135.2,128216.7,151038.6
