Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Barcelona,4153,1357,150325.1,116180.7,2004.4,2005.9,2007.5,2008.3,482.0,1261.3,847.8,1104.3,34.0,111.5,143.5,188.8,16.0,44.0,32.6,44.3,20273.6,1538512.3,1568051.7,79131715.0,269678343.4,311951122.6,19054.1,70864.5,84370.4
Algeciras,3142,1207,343675.0,417498.2,2007.2,2007.4,2010.4,2010.1,1444.7,2227.5,2465.8,2433.9,116.0,198.1,284.1,276.8,24.0,74.0,48.6,55.5,39345.3,3029927.3,3088101.9,233932837.9,691251671.6,764563469.5,74453.5,249044.0,294995.6
Valencia,2910,741,191853.9,198873.8,2004.1,2006.1,2008.0,2007.9,580.4,1295.9,1386.1,1513.0,45.5,99.1,182.0,188.4,17.0,35.6,27.0,28.3,22376.7,1729228.9,1762430.1,125558798.8,350440049.4,402843436.0,43147.4,139802.1,163537.8
Ceuta,2201,1424,52187.8,84323.2,2005.7,2005.9,2008.7,2009.1,1465.3,1826.2,2215.0,2284.2,149.0,186.4,334.7,346.1,47.0,85.8,117.3,121.2,8022.1,616068.3,627896.8,53079474.9,142619678.0,184929682.5,24116.1,88987.6,112985.1
Las Palmas,2034,1131,146871.0,208120.9,2003.0,2004.5,2008.3,2008.7,1694.7,2563.7,2355.5,2704.8,133.0,265.1,392.7,430.8,37.0,115.1,74.4,72.4,18422.0,1407497.1,1434521.1,113702134.5,298749151.6,347550463.2,55900.8,182672.2,224322.4
Bilbao,1315,712,41624.1,55765.0,2006.3,2007.5,2008.3,2008.9,758.0,1573.0,1782.3,1964.7,72.0,155.3,314.6,340.1,22.0,49.2,56.6,65.2,5976.7,438450.0,446868.3,27681959.1,91492506.0,106426434.8,21050.9,86211.9,111156.9
Huelva,1281,818,50322.1,73235.0,2007.6,2007.7,2009.7,2010.0,1242.5,1683.9,2189.2,2104.9,110.0,167.4,351.6,346.3,32.0,53.2,47.8,50.1,6507.6,480321.2,489543.4,32981079.6,103780371.8,119102914.8,25746.4,104334.6,134276.3
Cartagena,1157,734,34482.7,50930.9,2002.3,2005.3,2008.2,2009.4,934.6,1299.0,1370.5,1507.9,102.0,135.0,328.0,352.7,32.0,54.9,57.2,60.4,4565.7,345905.0,352546.4,26989296.6,74997195.8,90549207.0,23327.0,82341.0,104896.9
San Cristobal,1102,910,86111.9,145946.1,2008.3,2008.7,2009.6,2010.1,2279.5,2489.9,2565.3,2550.2,206.0,256.9,402.7,408.7,102.0,137.2,119.3,117.2,8674.9,668052.9,680879.5,50663032.0,122797865.8,155900054.0,45973.7,171024.7,208613.6
Santander,1066,487,33368.6,19613.2,2005.6,2005.7,2008.1,2008.1,743.0,1535.8,1557.1,1784.5,64.0,149.0,264.9,287.3,20.0,45.5,33.9,62.5,3726.2,285592.3,291075.7,20560671.8,69138655.0,83766410.0,19287.7,65875.6,76820.2
Tarragona,852,594,25866.1,36557.9,2004.8,2006.3,2008.9,2009.7,853.6,1285.7,1266.5,1381.7,90.0,123.5,224.3,246.6,31.0,55.7,63.0,67.1,3446.0,265313.2,270407.2,18906433.3,56441521.8,65556952.6,22190.6,84358.8,105245.7
Musel Arnao,772,454,20945.3,37556.6,2005.6,2006.9,2010.2,2010.3,709.5,1365.0,1755.3,1852.8,76.0,166.7,331.5,337.9,42.0,80.8,90.7,92.1,2018.4,154544.6,157511.8,13497084.2,35638550.0,44387802.9,17483.3,63514.1,79250.4
Vigo,754,281,19425.1,12454.1,2002.8,2003.2,2006.0,2006.6,612.9,1635.5,1076.1,1190.4,48.0,169.6,154.2,166.1,19.0,63.7,46.9,63.8,2889.3,221387.0,225637.6,13688340.7,45108186.9,52061965.7,18154.3,60498.5,70296.7
Palmones,750,591,51376.8,84367.5,2007.7,2007.6,2010.0,2010.0,1456.9,2046.1,2483.5,2452.3,143.5,201.0,373.8,385.5,35.0,60.4,64.8,67.2,5526.6,420158.2,428225.2,33474446.3,93218320.5,107134628.9,44632.6,160712.5,200335.6
Castellon,605,343,11094.7,17386.9,2002.3,2004.8,2006.6,2007.0,747.7,1073.3,1145.9,1201.9,66.0,114.6,204.5,214.5,30.0,51.9,51.8,52.3,1719.8,132379.1,134920.8,10958980.9,31890500.4,38259271.1,18114.0,64565.8,80792.0
Santurce,585,361,7579.0,10459.9,2007.3,2007.7,2008.8,2009.0,738.6,1199.9,1105.1,1102.9,67.0,116.9,201.5,200.9,27.0,55.1,56.1,57.3,1494.4,114247.9,116441.5,8985022.6,24623329.5,31699652.4,15359.0,54343.3,67966.1
Motril,585,192,5178.4,6761.9,2001.1,2004.5,2006.0,2006.8,124.1,1332.4,670.3,1006.1,10.0,141.2,227.0,261.7,3.0,41.3,42.6,45.3,820.9,63078.6,64289.7,5382239.2,14778601.5,19140435.7,9200.4,31756.7,39832.4
Puerto De La Luz/Las,580,396,20210.3,30801.7,2002.2,2003.2,2008.3,2008.9,1519.9,2263.6,2656.1,2846.6,151.0,254.4,746.2,783.1,48.0,115.9,141.6,93.4,3168.5,240816.6,245440.3,23865524.7,59342080.1,70838359.4,41147.5,125969.1,157176.7
Coruna,537,378,15590.4,22486.3,2005.7,2005.9,2009.8,2010.5,785.0,1358.2,1327.3,1830.2,85.0,155.9,250.3,291.0,27.0,61.2,50.9,58.9,2023.3,154872.3,157845.9,10692925.4,30899365.7,36725783.4,19912.3,72098.4,89438.6
Aviles,464,348,5462.8,8318.6,2005.3,2005.8,2008.2,2008.3,851.7,1373.9,1497.1,1502.8,106.0,158.9,300.8,284.0,34.0,55.2,68.4,69.5,1003.7,76665.1,78137.1,6596295.0,18854133.9,25676446.6,14216.2,55189.2,71792.8
Malaga,456,304,16443.4,16406.8,2001.1,2003.4,2008.6,2009.3,697.9,1199.8,1106.1,1532.7,62.0,124.0,194.6,251.6,14.0,52.7,36.8,52.4,2308.6,177992.6,181410.0,10176545.3,34287837.6,40828183.4,22317.0,85209.4,103289.7
Tenerife,450,334,39739.6,43843.4,2004.7,2005.6,2008.1,2008.7,1406.8,2036.6,2203.4,2630.6,133.0,192.3,352.9,422.9,26.0,71.5,105.3,106.5,4802.4,350634.7,357366.9,18974750.4,67207143.2,72795707.3,42166.1,178325.6,232560.0
Sagunto,436,249,6669.6,5050.3,2003.2,2004.4,2007.3,2007.8,575.6,999.4,1028.1,995.9,58.0,102.9,123.4,148.8,26.0,51.8,30.7,43.6,810.4,61149.9,62324.0,4895462.9,16201713.3,20413855.3,11228.1,42973.0,54694.5
Palma De Mallorca,406,133,14234.8,2453.8,2004.1,2001.7,2009.3,2004.5,460.6,816.8,464.4,592.1,35.0,68.7,48.2,104.8,10.0,32.6,13.4,29.3,2542.2,196723.8,200500.9,3738594.4,21642415.7,26155100.1,9208.4,50427.7,58572.6
Cadiz,387,278,8919.2,7121.1,2003.6,2004.5,2007.2,2010.1,768.8,1104.4,746.1,1344.7,59.0,122.6,150.9,215.8,21.0,66.1,50.3,83.3,1771.3,136443.2,139062.9,7209724.1,21427385.5,25867718.2,18629.8,66253.8,80069.4
