Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Barcelona,3558,772,33040.6,21187.6,2004.9,2005.3,2006.4,2006.7,167.7,399.2,248.2,267.3,13.0,49.0,37.3,45.3,10.0,33.6,36.2,42.0,6574.4,502263.9,511907.4,30170474.0,88741855.7,104074948.2,8479.6,24473.1,26777.2
Valencia,2746,478,23164.1,20782.9,2005.8,2005.1,2007.0,2006.8,164.9,406.3,269.2,324.9,13.0,46.5,38.0,46.8,7.0,27.6,17.5,19.6,4040.8,308325.6,314245.4,24982985.1,69844780.3,81623318.6,9098.0,26044.7,28644.7
Palma De Mallorca,2178,148,14739.1,3611.0,2005.0,2000.0,2006.3,2006.1,142.5,323.1,205.5,227.8,10.0,50.1,35.2,38.4,3.0,26.4,16.0,18.5,3575.3,270032.3,275216.9,17430943.7,48395718.7,58598520.7,8003.2,19565.3,18872.4
Tenerife,1888,293,11384.6,8742.6,2004.1,2003.5,2006.2,2007.5,152.5,515.1,316.2,444.0,13.0,83.6,76.0,92.1,13.0,50.6,32.1,50.0,3201.2,245885.7,250606.7,10308715.4,30327391.9,35417023.0,5460.1,17069.3,19418.7
Melilla,1668,136,6469.3,1936.5,1996.7,2003.5,1996.4,1999.5,116.4,554.4,202.9,225.0,8.0,105.5,36.4,43.3,5.5,35.3,26.4,44.1,1781.1,135338.9,137937.4,9112256.7,24007077.6,28090360.1,5463.0,12289.4,11955.8
Las Palmas,1290,366,15987.0,17696.7,2003.9,2004.6,2008.8,2010.3,139.4,858.5,524.5,767.0,16.0,131.5,118.0,135.3,9.0,77.1,44.8,52.8,3222.2,246194.9,250921.9,11759760.9,35824253.0,41394824.5,9116.1,31834.3,37822.3
Puerto De La Luz/Las,1259,155,6831.8,3791.3,2002.3,2001.1,2005.1,2005.9,113.3,1014.1,393.8,405.4,9.0,174.1,137.1,122.9,4.0,130.6,43.1,52.1,2320.8,177615.9,181026.1,10117739.4,25482410.3,30758990.5,8036.3,19271.3,19768.6
Ibiza,1257,98,4770.8,1413.5,2000.5,1997.9,2001.7,2002.2,150.2,387.7,178.9,194.6,10.0,40.9,28.8,26.8,3.0,39.9,21.1,21.6,1490.9,112344.4,114501.4,8572073.7,21776199.9,26646637.6,6819.5,15500.5,15367.6
Malaga,1122,246,7577.0,2336.0,1998.2,2002.8,2003.7,2003.0,123.0,343.0,261.1,262.6,9.0,40.3,33.5,55.2,6.0,28.9,20.1,36.0,1690.2,130066.3,132563.6,5725678.4,20692884.5,23032285.0,5103.1,15741.1,17129.8
Huelva,969,379,7253.3,8458.2,2007.1,2006.9,2007.9,2007.9,574.5,613.8,606.1,580.1,43.0,87.8,71.6,76.5,23.0,44.7,34.1,39.4,1949.7,148009.9,150851.7,9072889.7,26518510.3,31640634.0,9363.1,30862.3,36708.8
Cartagena,929,453,7285.6,9095.6,2001.6,2004.2,2005.1,2007.1,312.3,540.2,456.7,562.7,28.0,67.5,71.2,83.1,19.0,46.4,33.8,39.2,1533.5,117746.6,120007.4,6628314.1,20360433.6,24774784.4,7134.9,25841.6,32208.8
Algeciras,917,375,12710.6,11664.8,2003.4,2004.8,2000.8,2004.6,489.4,826.8,697.3,541.5,43.0,172.9,802.5,240.6,21.0,76.9,58.0,56.9,3426.7,262397.1,267435.1,13881833.6,38779395.4,45342595.2,15138.3,44537.5,50061.8
Arrecife,877,100,5263.0,2080.5,2004.5,2000.7,2006.2,2003.3,165.9,322.4,231.2,325.3,12.0,46.9,29.6,50.9,13.0,29.0,22.1,23.7,1539.4,118531.7,120807.5,6331081.6,17917288.0,21099875.1,7219.0,19255.3,20192.9
Ceuta,841,442,3202.4,3414.9,2001.2,2004.3,2003.2,2005.5,416.7,552.8,550.1,511.4,38.0,60.7,95.5,77.7,27.0,54.2,68.6,61.0,1092.2,83121.5,84717.4,4930587.3,15898580.5,17823175.8,5862.8,19636.4,24762.2
Almeria,790,85,3243.9,886.9,1995.0,1998.8,1994.8,1997.8,141.2,354.4,233.9,251.8,9.0,33.3,32.6,36.1,4.0,34.6,23.5,36.2,866.9,65316.2,66570.2,4239851.5,11177532.4,13441023.9,5366.9,12292.1,12303.3
Puerto Del Rosario,713,82,3079.0,1682.6,1997.7,2001.6,2003.0,2004.1,116.6,255.9,245.6,341.4,12.0,40.7,44.1,61.2,13.0,35.9,21.3,25.4,949.5,72828.4,74226.7,4567006.9,12522774.8,14740793.1,6405.3,17343.6,18566.2
Palmones,660,290,5306.9,8816.9,2006.4,2006.4,2009.6,2010.3,374.5,502.3,727.1,794.4,31.0,56.4,333.2,372.0,31.0,61.4,62.5,62.6,1213.6,93252.3,95042.7,5215232.3,14163552.0,16866808.6,7901.9,26877.1,33106.0
La Palma,546,56,3520.8,1921.0,2004.7,1999.8,2009.3,2011.9,144.7,423.2,291.3,549.5,11.0,155.9,159.6,89.1,6.5,26.3,12.0,8.9,1066.5,81844.1,83415.5,2970096.9,9741758.6,11302352.2,5439.7,18247.8,20680.4
Motril,544,133,2073.4,1467.2,2002.0,2003.2,2004.7,2006.9,150.1,417.5,256.1,310.9,9.0,36.5,38.2,44.4,9.0,41.9,37.9,49.3,602.1,46194.0,47081.0,3854723.3,9953717.9,12369730.5,7085.9,17839.1,18809.1
Tarragona,477,320,3075.1,4730.4,2006.4,2005.8,2008.3,2008.6,348.0,519.9,442.4,484.1,32.0,77.6,133.1,121.3,26.0,40.3,40.2,41.8,694.9,53354.0,54378.4,3157092.7,9249001.5,11248805.7,6618.6,24445.1,30814.8
