Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,9265,2148,80074.4,106836.7,2002.9,2003.2,2004.1,2004.9,895.8,1396.4,1568.5,1530.4,101.0,148.4,275.1,272.6,26.0,43.4,40.1,40.7,16461.2,1259165.4,1283341.4,122632338.1,373394891.1,531773032.5,13236.1,53975.0,72817.1
Container,7612,1013,620302.2,698976.5,2005.9,2006.6,2009.6,2009.4,711.9,1482.3,1860.7,1830.4,56.0,102.2,229.6,227.0,18.0,21.8,22.8,22.9,72242.7,5585102.6,5692336.5,414764567.4,1219746767.2,1354023723.8,54488.3,179455.5,210644.2
Chemical tanker,4453,1371,112767.1,182337.6,2007.4,2008.6,2009.5,2009.6,1030.3,1990.7,1925.4,1956.9,103.0,193.0,328.1,331.5,25.0,38.2,43.0,42.9,20925.2,1610126.9,1641041.4,78062796.4,353075267.7,417669911.1,17530.4,91407.6,112275.2
Bulk carrier,4046,2362,379385.5,680437.3,2008.3,2009.7,2010.6,2010.6,1957.1,2854.8,3033.0,3086.6,201.0,286.1,488.0,496.2,17.0,47.8,46.2,46.5,31048.9,2400568.6,2446659.6,198761780.3,466182448.0,575920043.3,49125.5,180477.5,217284.6
Vehicle,1922,363,113342.8,37244.4,2004.3,2006.8,2006.6,2006.1,723.6,2173.6,1485.7,1503.1,50.0,142.2,234.2,234.3,10.0,12.5,17.1,17.3,8186.4,631959.9,644093.6,37714808.0,166281864.8,192571346.8,19622.7,74585.8,80270.7
Cruise,1714,172,71631.7,6637.2,2002.6,1999.0,2007.7,2006.2,341.8,572.5,502.9,504.7,27.0,44.7,52.7,54.8,9.0,28.0,12.2,14.0,14320.7,1107295.2,1128555.3,14778855.0,106972466.0,131111974.4,8622.4,54911.5,63643.7
Oil tanker,1665,792,215609.7,400580.9,2008.7,2009.0,2009.7,2009.7,1655.5,2568.8,2727.3,2761.8,173.0,274.4,403.2,404.9,34.0,49.6,55.9,55.7,21986.7,1699297.2,1731923.8,182706218.8,349885836.4,398351433.0,109733.5,286112.5,350054.5
Ro-Ro,1567,93,26626.6,14159.6,2001.9,2002.9,2007.1,2006.7,446.8,1332.3,745.5,790.7,28.0,102.0,113.3,132.1,8.0,24.2,21.8,23.7,4325.6,333426.9,339828.7,15942558.2,35560923.9,35821945.4,10173.9,23973.1,26045.4
Ferry-RoPax,1498,69,23799.1,3742.5,1997.0,1997.2,2001.3,2000.6,363.3,995.5,495.4,500.9,19.0,92.2,44.3,45.1,3.0,133.0,29.1,29.1,6082.9,467516.4,476492.7,23255727.7,57508029.2,70563829.0,15524.5,33139.0,30186.5
Liquefied gas tanker,1062,350,123684.7,103225.9,2008.0,2008.9,2008.5,2008.6,1023.1,2532.1,3200.4,3079.9,92.5,200.3,521.2,523.4,24.0,54.2,45.5,48.5,15620.1,996253.4,1015381.5,28986111.5,183922275.5,158191184.1,27293.9,221050.5,334469.2
Miscellaneous - fishing,728,323,3954.0,2636.9,1993.6,1992.3,1989.3,1989.4,1691.7,5779.4,6030.7,5970.0,292.0,911.7,2752.0,2477.2,113.0,508.9,786.3,744.1,2691.3,203009.3,206907.0,18543644.8,41133379.1,46764486.7,25472.0,59947.3,71063.9
Refrigerated bulk,341,133,6255.1,6894.6,1993.2,1993.6,1994.7,1994.5,2085.2,2533.9,2617.5,2571.1,174.0,217.0,338.2,333.7,20.0,79.1,86.0,83.6,2980.2,226766.6,231120.5,20453816.4,44692582.2,50341990.6,59981.9,127820.7,138007.9
Service - other,248,150,3786.2,4035.2,2000.3,2000.7,2004.4,2006.6,1655.3,2492.7,2488.7,2061.2,208.5,533.2,582.5,446.2,40.5,192.6,340.9,188.6,1191.1,90717.0,92458.8,28158547.3,57775157.2,62256230.6,113542.5,252651.2,285279.0
Service - tug,206,139,780.8,653.4,2003.6,2004.1,2007.4,2006.7,1357.0,1987.3,2470.3,2440.8,215.5,483.1,750.3,803.1,46.5,160.4,137.7,152.1,613.5,46375.8,47266.2,16711888.7,39518586.0,52913250.7,81125.7,209481.0,282834.9
Ferry-pax only,12,11,18.3,1.9,1986.3,1985.1,1992.3,1983.2,570.1,1356.8,2624.1,1583.5,76.0,147.0,434.1,372.5,19.0,91.8,252.5,204.5,12.1,910.2,927.7,104562.4,233384.0,296621.2,8713.5,21276.4,28079.3
Other liquids tankers,4,3,439.2,608.3,2011.0,2010.0,2013.5,2013.7,4029.7,4025.5,4137.8,4210.9,389.0,533.5,735.0,744.9,25.5,41.3,27.9,28.3,49.0,3796.0,3868.9,312046.1,890986.8,1920967.3,78011.5,270261.5,436714.1
