Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,585,15,42.8,35.1,2007.2,2000.9,2003.5,2004.4,92.2,338.2,288.9,255.8,13.0,93.8,1063.3,1033.6,11.0,156.3,271.2,208.2,196.8,14775.1,15058.7,897843.4,2123129.4,2842755.5,1534.8,3963.1,5350.8
Bulk carrier,187,160,913.7,1538.9,2011.8,2011.8,2012.1,2012.1,187.9,179.8,176.6,176.6,20.0,40.0,48.9,49.9,77.0,93.5,97.9,97.7,142.0,10966.8,11177.4,538407.4,1262661.5,1626252.0,2879.2,10922.6,13230.0
General cargo,129,48,332.0,460.1,1993.9,2002.6,1998.8,2000.4,202.1,203.5,197.4,193.8,23.0,41.2,59.6,48.1,39.0,78.6,75.7,77.3,66.4,5024.7,5121.2,323164.8,1047077.7,1526805.4,2505.2,11403.0,15883.7
Oil tanker,126,24,545.2,981.7,1999.7,2008.3,2004.7,2005.1,145.0,440.4,203.1,202.3,24.5,88.5,125.6,126.0,27.0,174.5,455.5,413.1,229.6,17462.4,17797.7,755676.4,932856.3,1065692.0,5997.4,15795.6,19611.5
Miscellaneous - fishing,73,17,157.6,107.1,1977.5,1978.5,1977.5,1977.9,976.0,4046.1,2757.6,2918.1,208.0,589.4,1085.4,1042.8,70.0,701.8,1048.7,1182.6,196.9,14787.0,15070.9,753166.0,1670667.3,1899379.5,10317.3,24281.4,28784.1
Chemical tanker,51,42,225.9,369.5,2011.1,2010.7,2011.0,2010.9,143.3,274.1,195.0,194.2,16.0,72.2,119.4,112.3,14.0,32.0,42.5,42.3,57.9,4430.4,4515.4,138519.2,674210.4,795903.6,2716.1,15259.5,18788.6
Container,48,30,197.1,221.2,2005.4,2009.4,2009.7,2009.9,99.3,81.3,78.6,78.2,11.0,50.0,117.7,112.9,17.5,19.2,21.3,21.3,57.2,4399.3,4483.7,164329.7,431822.0,488838.7,3423.5,10203.1,11735.9
Service - other,33,7,212.7,227.1,2004.4,1998.1,2008.2,2008.1,670.9,778.0,1204.0,1184.0,94.0,169.6,553.0,558.8,33.0,38.4,77.2,78.0,43.1,3228.2,3290.2,1584402.7,3250846.4,3502983.9,48012.2,106835.2,120632.1
Cruise,16,10,202.0,21.8,2004.1,2005.2,2007.3,2006.2,139.0,293.9,188.9,194.8,14.0,176.2,142.0,193.5,9.5,131.8,71.5,102.3,275.1,21309.6,21718.8,57800.8,401371.8,496671.3,3612.5,21601.9,24603.8
Vehicle,7,6,45.6,14.5,2009.7,2010.0,2009.0,2008.9,70.8,86.1,105.5,107.3,11.0,18.9,43.8,44.4,3.0,3.7,2.6,2.6,1.8,140.4,143.1,14694.4,64786.5,75029.4,2099.2,7979.1,8587.2
Refrigerated bulk,6,4,14.0,14.2,1988.8,1990.5,1986.8,1986.9,94.3,199.3,228.9,228.7,42.5,223.1,700.0,708.6,10.5,12.9,7.0,7.1,35.9,2698.4,2750.2,42195.1,92198.4,103852.8,7032.5,14986.2,16180.6
Ro-Ro,3,2,1.9,1.1,1994.7,1997.0,1991.9,1992.2,124.6,135.2,122.3,122.8,14.0,16.5,14.0,14.1,23.0,305.8,536.0,525.0,9.1,686.7,699.9,4036.5,31119.5,14685.0,1345.5,3283.5,4680.8
