Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Montevideo,268,112,834.2,912.6,1996.7,2002.2,2002.6,2004.1,209.3,1009.6,221.8,220.7,25.0,156.6,244.7,199.7,57.5,321.7,491.4,552.8,525.4,40000.8,40768.8,1697987.0,3856263.1,4604500.3,6335.8,17640.5,21594.4
Fray Bentos,261,25,107.7,160.9,2010.2,2007.6,2009.2,2010.3,91.9,195.3,206.2,203.0,13.0,28.3,57.6,63.3,7.0,158.9,192.5,92.6,207.6,15844.1,16148.3,347834.9,651166.6,863236.5,1332.7,3835.0,4967.1
Carmelo,216,32,180.7,256.4,2011.4,2006.9,2008.3,2008.2,90.0,286.7,210.3,198.2,13.0,85.7,159.8,127.2,10.5,46.9,47.7,51.1,68.8,5190.6,5290.2,542473.9,1271534.2,1535937.7,2511.5,7025.6,8663.2
Nueva Palmira,191,116,629.9,1012.0,2004.6,2008.8,2009.5,2009.7,188.3,234.0,208.8,204.3,19.0,47.9,79.3,64.2,61.0,112.8,107.2,110.2,134.9,10299.1,10496.9,817560.9,1889951.2,2314361.1,4280.4,13119.1,16003.0
Punta Carretas,93,88,280.1,378.4,2007.4,2008.1,2009.4,2010.0,69.4,111.8,97.6,96.0,16.0,60.3,134.2,122.8,6.0,26.5,23.8,25.4,80.7,6209.5,6328.8,193400.0,547631.4,659305.3,2079.6,7480.1,8951.6
Piriapolis,68,46,511.5,851.5,2002.9,2004.5,2006.1,2007.7,122.7,785.8,199.6,197.7,38.5,206.1,212.5,153.3,12.0,48.1,54.4,55.5,106.1,8110.5,8266.2,408248.0,992161.4,1149235.9,6003.6,18928.1,23132.7
Paysandu,44,4,17.6,20.4,1986.1,1988.0,1986.9,1986.7,177.9,288.5,254.8,258.7,26.5,122.5,38.2,36.4,40.5,39.4,59.6,59.2,11.1,834.5,850.5,76594.0,158707.6,226586.9,1740.8,5237.7,7284.7
Punta Del Este,41,26,141.8,131.6,1992.1,1993.7,2000.7,2003.0,676.3,1466.2,234.5,319.2,353.0,583.8,576.4,476.1,10.0,62.6,164.2,291.0,109.7,8286.4,8445.5,444972.4,1044332.7,1281595.1,10853.0,27509.6,34372.7
Colonia,33,10,65.9,70.4,2000.1,2001.5,2009.9,2010.6,177.0,289.4,542.3,524.2,22.0,124.4,238.0,221.8,53.0,65.0,177.3,163.9,24.0,1800.5,1835.1,523783.3,1121087.4,1263101.2,15872.2,36630.6,43160.2
Juan Lacaze,23,11,36.6,53.9,1991.3,2004.8,2006.7,2006.9,101.9,113.9,114.0,115.5,12.0,22.4,13.4,13.6,23.0,12.1,7.4,7.2,8.7,666.2,679.0,40377.4,68150.6,89509.8,1755.5,6067.6,7648.8
Jose Ignacio,18,11,53.9,93.0,2003.6,2002.1,2004.5,2006.2,199.8,659.5,204.0,193.2,182.0,334.6,399.8,312.0,28.5,32.0,85.0,94.4,28.1,2148.8,2190.0,89080.0,190482.8,233388.1,4948.9,12719.5,15923.6
La Paloma,6,5,24.4,42.9,2006.7,2006.4,2010.9,2010.9,211.5,206.0,126.4,121.4,25.0,81.1,24.3,21.5,77.5,120.1,68.2,66.5,5.0,383.7,391.0,32920.2,70214.4,87637.8,5486.7,14654.7,18482.0
Nuevo Berlin,2,2,6.3,8.5,1992.0,1992.0,1985.1,1985.0,942.6,942.6,1665.7,1714.7,169.0,169.0,255.3,255.8,156.5,156.5,297.8,298.6,1.8,134.4,137.0,59004.2,121063.7,130453.4,29502.1,65647.1,74124.9
