Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Piriapolis,1313,1088,30238.0,52970.1,2009.8,2010.1,2009.9,2010.0,369.1,556.5,702.9,751.5,37.0,75.6,521.2,529.3,54.0,67.5,67.6,68.0,3245.0,248653.8,253427.9,19599037.0,44335712.4,52083633.2,14926.9,48140.3,58988.7
Montevideo,1294,490,50130.3,56887.0,2004.4,2005.2,2009.0,2010.5,479.7,2484.4,901.0,1036.9,57.0,300.3,388.6,456.5,22.0,71.9,49.6,47.7,5869.4,452285.7,460969.6,35214619.4,93960557.8,115580895.9,27213.8,93886.6,113896.7
Punta Carretas,905,647,20594.8,31285.1,2009.7,2010.0,2010.8,2011.1,222.0,899.2,579.3,659.6,31.0,108.3,364.0,383.6,42.0,87.3,83.6,85.3,2879.4,220635.7,224871.9,14127134.3,39842976.9,47822734.0,15610.1,59652.6,73170.8
Nueva Palmira,286,205,11262.9,18250.9,2004.7,2007.7,2010.8,2011.0,266.2,1897.0,1942.0,1938.4,96.0,195.3,427.0,430.5,38.0,89.7,64.0,63.3,1138.8,87778.5,89463.9,6812218.3,17885052.3,23706666.5,23818.9,98711.3,123942.2
La Paloma,89,48,35931.3,68975.8,2012.4,2011.1,2010.5,2010.5,1011.7,5235.9,5039.8,5209.7,172.0,520.3,892.6,899.6,45.0,93.7,130.2,129.9,2472.5,191279.0,194951.5,18713613.3,33006816.8,35536604.8,210265.3,567615.1,702621.5
Carmelo,82,52,2106.1,3376.3,2005.6,2006.2,2007.1,2007.1,909.7,1086.4,1219.2,1250.8,79.0,220.2,202.5,206.9,51.0,81.2,59.5,59.2,247.4,19050.4,19416.1,1220026.7,4525603.2,6152397.8,14878.4,83020.4,108920.8
Punta Del Este,77,50,3857.7,3064.6,2007.4,2007.1,2008.1,2009.8,458.6,1406.7,779.0,1349.7,45.0,186.1,269.6,503.5,15.0,51.9,43.7,79.0,719.1,55618.2,56686.1,2274503.4,7207379.0,8033540.4,29539.0,104833.7,113919.0
Juan Lacaze,74,68,4894.8,7737.1,2011.0,2010.7,2011.9,2012.0,788.9,2222.7,1691.2,1848.6,82.0,193.5,348.4,360.2,33.5,91.5,84.0,88.1,460.0,35590.0,36273.3,2527091.9,7150277.2,8872077.7,34149.9,142430.6,173767.4
Fray Bentos,38,19,574.3,876.1,2005.8,2008.6,2009.7,2009.5,183.9,1450.2,1205.8,1198.3,23.5,126.8,313.6,315.5,41.0,45.4,55.3,56.1,89.6,6897.3,7029.7,326586.7,1178533.8,1538998.2,8594.4,43993.2,55268.8
Jose Ignacio,26,26,3244.1,6112.4,2008.8,2008.8,2010.3,2010.3,1189.6,1879.4,2049.3,2106.0,248.5,316.0,543.2,547.8,39.5,61.3,57.1,57.6,334.1,25882.1,26379.0,2422709.1,4735051.3,5391620.7,93181.1,249366.2,302035.3
Artigas,17,15,67.6,15.4,1990.1,1989.1,1990.5,1988.9,813.2,840.3,966.2,732.4,97.0,130.4,235.0,255.6,15.0,74.3,46.9,73.6,36.8,2799.3,2853.0,85268.8,311845.7,435024.5,5015.8,17746.6,23468.4
Nuevo Berlin,5,2,7.4,10.0,1990.6,1992.0,1985.1,1985.0,448.0,414.3,669.8,680.5,131.0,115.0,136.4,136.4,120.0,159.2,115.8,114.7,2.9,220.5,224.7,69880.9,143380.3,154500.9,13976.2,31099.4,35115.6
Colonia,4,4,445.0,462.9,2000.8,2000.8,2016.7,2016.8,1379.8,1290.1,2157.8,2188.6,79.0,182.0,135.2,137.4,34.0,35.0,30.4,30.2,37.5,2899.6,2955.2,144804.0,552830.9,559586.8,36201.0,148558.2,178511.7
Paysandu,1,1,0.8,0.9,1989.0,1989.0,1989.0,1989.0,274.3,274.3,274.3,274.3,33.0,33.0,33.0,33.0,23.0,23.0,23.0,23.0,0.2,12.2,12.4,2697.1,7737.6,11119.5,2697.1,8791.5,12644.4
Mercedes,1,1,1.2,0.6,2004.0,2004.0,2004.0,2004.0,1070.0,1070.0,1070.0,1070.0,85.0,85.0,85.0,85.0,15.0,15.0,15.0,15.0,0.9,63.9,65.2,4449.8,9870.6,11221.9,4449.8,10472.5,12414.5
