Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Argentina,2517,1539,22289.8,30800.9,2008.2,2009.5,2010.1,2010.7,208.8,314.1,249.8,267.0,33.0,60.8,64.5,67.5,38.0,70.8,62.0,68.9,3906.2,300466.8,306235.7,14045476.4,41286846.6,49313025.1,5580.2,21205.5,25630.8
Brazil,757,367,34566.3,43395.0,2008.8,2008.2,2010.4,2011.0,769.1,967.5,752.1,791.2,60.0,129.7,140.6,152.3,24.0,65.9,68.7,86.8,3608.2,278985.7,284342.2,21942646.5,58600827.1,69639543.7,28986.3,99118.8,119248.0
Peru,271,262,3964.6,6775.4,2010.5,2010.5,2011.1,2011.1,376.2,537.2,495.3,485.9,37.0,69.4,150.4,141.1,79.0,92.8,110.7,106.9,557.1,42897.6,43721.2,2480194.7,6365764.8,7867779.5,9152.0,34865.4,41989.7
Paraguay,107,17,245.8,235.8,1993.3,1992.4,1987.5,1986.4,939.5,948.7,908.6,908.9,168.0,182.3,181.6,184.1,25.0,35.6,124.4,122.9,95.5,7181.8,7319.7,879833.8,2809936.7,3099951.4,8222.7,23829.7,32826.6
Falkland Islands (Malvinas),95,51,936.9,671.2,1995.2,1994.3,1995.5,1993.3,1416.8,3453.0,1591.3,1973.6,135.0,532.4,645.6,801.4,43.0,75.7,92.9,127.6,374.8,28458.9,29005.3,2781613.9,6635404.2,7657860.8,29280.1,73904.4,87348.6
Spain,62,56,6861.5,9177.0,2003.6,2002.6,2008.5,2010.4,4658.6,5552.2,5039.0,4948.9,395.0,501.7,416.5,423.4,13.0,166.0,46.3,29.0,980.4,73823.8,75241.2,5452338.6,14794652.1,18235363.8,87940.9,316540.1,401561.9
Singapore,45,44,11160.9,18590.5,2013.1,2013.0,2014.2,2014.3,9287.1,8911.7,8791.8,8949.6,812.0,779.6,808.7,811.4,11.0,23.1,22.2,19.6,1011.4,78269.1,79771.9,6725769.0,17040733.8,22066415.5,149461.5,596275.6,736030.0
South Africa,44,44,6683.2,9872.3,2008.8,2008.8,2010.3,2010.9,4302.0,4789.3,4530.8,4559.0,368.0,496.6,439.6,471.6,11.0,35.3,50.8,57.0,605.1,46721.1,47618.1,3731389.8,9934051.2,12021008.1,84804.3,314846.5,382600.1
Chile,29,27,2950.8,4857.1,2003.5,2003.3,2008.6,2008.6,2714.2,2844.1,3073.2,3136.9,254.0,506.5,443.1,450.0,66.0,111.0,78.7,81.5,410.5,31562.4,32168.4,2422202.5,5134284.8,5967891.9,83524.2,233927.8,276457.5
China,21,19,21964.5,41648.2,2004.7,2005.3,2009.1,2009.2,11972.1,10279.4,12064.7,12049.4,1028.0,1070.8,1261.7,1247.2,57.0,96.6,133.7,135.8,1433.9,111051.5,113183.7,11111188.2,19843289.2,21375553.5,529104.2,1476360.1,1834272.8
