Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Suva,426,81,635.2,556.9,1990.7,2004.9,1998.7,2005.5,130.0,902.6,160.5,154.2,13.0,41.5,56.6,52.7,29.0,181.3,115.5,132.0,419.9,31777.9,32388.0,1368518.6,3944055.9,4534140.9,3212.5,9008.6,11387.8
Savusavu,205,7,203.5,48.2,1969.3,1992.1,1976.8,1979.3,124.8,130.7,152.7,162.4,11.0,15.9,22.6,24.3,10.0,9.2,11.2,11.1,72.6,5480.1,5585.3,244921.8,668123.7,814805.2,1194.7,2885.7,2813.4
Lautoka,162,48,423.9,306.2,2004.8,2003.1,2003.5,2004.4,133.5,666.4,176.9,155.8,13.0,98.9,81.1,66.0,23.5,57.7,54.7,40.9,187.5,14260.5,14534.3,461961.2,1569894.5,1796508.1,2851.6,9938.7,11802.7
Nadi,123,17,210.1,90.1,1999.5,2004.2,1997.9,2006.4,150.0,170.0,173.9,181.7,43.0,25.1,33.0,45.6,19.0,36.4,29.4,50.8,195.5,14795.7,15079.8,208812.6,783507.4,1132450.1,1697.7,6511.0,8909.2
Turtle Island,80,5,18.8,4.2,1997.0,1995.6,1997.4,1996.9,118.8,1115.3,118.4,102.3,23.5,246.1,109.9,131.0,22.5,21.5,30.7,19.5,94.3,7079.2,7215.2,35468.1,109122.6,200808.0,443.4,1442.8,2472.7
Rabi,69,9,20.1,5.8,1976.6,1994.3,1974.8,1981.3,57.1,182.3,72.4,83.1,6.0,39.1,17.2,31.2,16.0,14.3,16.3,16.3,18.2,1364.1,1390.3,36800.7,114757.5,156216.3,533.3,1427.7,1891.3
Malau (Labasa),57,8,37.4,45.8,2010.3,2010.1,2010.3,2010.6,199.7,192.7,248.5,247.9,25.0,22.5,30.0,30.4,21.0,38.1,48.2,57.8,37.0,2795.3,2848.9,86829.9,264572.0,300888.2,1523.3,5241.1,6708.5
Moala,32,3,8.8,6.5,1992.9,2003.0,1986.8,1989.0,131.8,133.1,331.3,328.9,14.5,43.5,161.0,165.8,9.0,11.5,13.6,14.6,14.5,1089.4,1110.3,173185.6,394572.7,497819.2,5412.1,12105.3,17154.0
Vanua Mbalavu,24,4,5.1,3.2,1996.8,2003.0,2002.4,2004.5,183.2,300.4,234.2,224.8,20.0,52.8,68.2,83.6,10.5,19.5,18.2,15.2,8.1,605.6,617.2,41641.5,111018.7,127173.6,1735.1,4063.7,5698.4
Levuka,19,10,6.1,5.1,1995.5,1997.2,1994.0,1995.1,125.8,129.0,143.0,153.7,18.0,266.2,205.7,78.9,21.0,32.6,18.6,8.6,22.6,1699.9,1732.6,11345.9,44522.9,66881.7,597.2,2298.1,3477.5
Cicia,18,3,3.3,2.3,1987.7,2003.0,1983.2,1984.2,144.3,149.5,200.8,197.6,19.0,32.8,65.4,65.6,2.0,24.0,6.6,7.8,4.2,313.7,319.7,71592.4,156472.9,205276.4,3977.4,8882.6,12609.3
Nambouwalu,14,7,7.4,9.3,2003.7,2003.9,2005.9,2006.3,115.8,908.5,137.2,163.5,13.0,174.1,115.5,94.4,16.5,161.5,313.9,408.8,14.6,1100.2,1121.3,102744.0,248517.5,328616.6,7338.9,19136.4,25842.8
Yasawa Island,10,4,9.2,1.9,2011.2,2007.0,1997.3,2006.1,79.0,448.1,156.5,162.5,11.0,39.0,22.7,57.2,7.0,20.2,13.4,31.0,4.4,335.5,342.0,5641.5,43800.1,34074.0,564.2,2245.1,2890.4
