Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Suva,381,60,695.8,373.8,1988.0,2002.1,1995.0,2001.2,137.1,755.2,171.1,159.1,13.0,114.8,68.7,72.4,14.0,47.8,39.0,41.1,301.0,22859.9,23298.8,1081221.6,3139121.2,3700223.1,2837.9,8116.5,9663.4
Savusavu,210,9,221.6,52.0,1970.1,1994.2,1982.7,1985.5,122.3,187.0,162.6,161.5,12.0,18.6,29.4,30.0,14.0,18.8,37.7,44.7,124.2,9378.3,9558.4,228725.1,695435.6,856650.7,1089.2,2950.3,3014.1
Lautoka,194,47,309.0,306.1,2004.9,2003.2,2004.9,2006.1,132.6,245.5,144.9,142.5,14.0,112.1,33.9,32.8,23.0,50.6,33.6,42.0,129.0,9798.4,9986.5,397631.5,1267038.7,1522963.7,2049.6,7259.5,8981.5
Nadi,125,27,164.1,181.9,2000.9,2007.7,2005.3,2009.5,133.4,146.6,141.5,138.9,22.0,27.7,28.7,27.4,22.0,32.3,30.8,33.7,168.9,12814.8,13060.8,171077.1,586961.5,782188.2,1368.6,5280.9,6908.6
Turtle Island,81,5,27.7,7.9,1997.0,1995.6,1996.4,1995.8,118.5,141.6,172.6,194.9,49.0,48.9,53.6,55.8,6.0,36.2,92.2,82.4,122.7,9210.8,9387.7,48857.3,198142.9,399215.7,603.2,2535.4,4642.8
Rabi,68,9,20.0,6.2,1977.0,1997.1,1975.8,1983.2,53.8,224.1,74.6,90.8,7.0,44.4,33.0,50.5,1.0,26.9,9.9,15.7,16.8,1262.7,1286.9,44558.5,129195.8,177928.4,655.3,1710.3,2280.4
Malau (Labasa),59,12,73.3,98.0,2010.2,2010.4,2010.9,2010.8,226.3,218.1,298.5,286.3,29.0,27.7,164.1,142.3,23.0,47.0,82.6,79.5,82.1,6195.8,6314.8,145176.6,547190.0,499202.3,2460.6,8248.8,10511.9
Moala,32,3,16.1,12.5,1992.9,2003.0,1990.5,1993.4,508.4,578.7,603.4,631.4,45.0,81.2,95.5,99.9,91.0,63.7,162.2,175.5,34.2,2570.9,2620.3,281355.4,683698.6,814516.3,8792.4,19716.2,27936.6
Vanua Mbalavu,25,5,12.4,9.0,1997.1,2003.4,1991.0,1993.0,276.1,429.5,555.8,601.7,30.0,35.4,98.8,96.5,66.0,58.9,140.6,157.4,19.5,1467.3,1495.5,212578.6,508954.9,626685.4,8503.1,19381.9,27475.9
Cicia,18,3,3.4,2.4,1987.7,2003.0,1983.2,1984.3,87.2,133.7,206.1,203.8,12.5,26.3,35.6,35.7,8.0,45.0,66.5,68.0,5.1,380.0,387.3,73258.7,161588.0,210514.1,4069.9,9092.5,12921.7
Levuka,15,9,9.7,6.0,2000.5,1999.4,1997.4,1998.6,113.5,217.8,232.0,184.5,27.0,41.5,147.8,107.6,36.0,95.2,66.2,56.0,24.3,1825.3,1860.3,16751.2,89098.0,135908.0,1116.7,4917.7,8498.8
Nambouwalu,12,6,6.1,6.9,2005.8,2003.3,2009.5,2009.8,86.4,1316.8,454.2,931.1,11.0,138.7,181.5,273.2,23.5,328.9,1726.1,1640.2,31.7,2380.3,2426.0,82006.1,273712.8,274514.9,6833.8,17711.4,24376.8
Yasawa Island,11,5,10.8,5.9,2009.8,2004.8,1993.6,2004.7,103.0,94.7,116.8,96.8,17.0,15.8,13.5,13.8,12.0,29.8,39.7,74.1,4.5,345.4,352.0,5192.3,28004.5,29184.0,472.0,2062.1,2510.3
Mana Island,8,4,1.0,0.2,1999.0,2000.0,1998.1,1997.7,93.1,138.0,99.9,102.6,9.0,116.2,39.6,149.2,51.0,225.0,85.8,133.8,8.3,626.5,638.5,2130.9,5832.5,7353.5,266.4,639.6,979.3
Maolo Lailai Island,7,3,13.6,20.8,1999.6,2004.3,2007.7,2007.7,299.9,2562.5,422.6,390.1,200.0,547.0,171.7,55.5,119.0,110.0,113.1,120.6,11.5,869.9,886.6,9176.3,51668.8,48119.9,1310.9,6532.1,8130.4
Ellington Wharf,6,2,1.8,0.8,1997.5,2000.5,1997.0,1998.4,70.8,62.0,93.4,82.6,11.0,11.5,10.4,10.7,5.0,3.5,43.1,36.1,2.6,194.0,197.7,2456.9,13454.0,28778.4,409.5,2357.9,4470.6
Vatulele,5,5,9.8,5.6,2006.6,2006.6,2008.4,2007.6,89.9,4129.1,155.4,176.0,13.0,337.2,327.2,183.3,50.0,415.2,546.3,946.9,6.9,517.7,527.7,26250.6,62811.0,70957.5,5250.1,12887.3,15110.0
Singatoka,3,3,2.9,3.1,2005.3,2005.3,2012.5,2013.3,1924.3,6291.1,4303.5,3378.2,14.0,138.7,41.6,19.9,70.0,1086.0,2861.9,3001.8,5.7,431.6,439.9,23414.7,52324.9,60749.0,7804.9,18569.7,22387.4
Momi,3,3,7.9,10.9,2010.3,2010.3,2011.1,2010.5,126.2,8793.0,260.2,214.0,14.0,13.3,14.0,14.0,34.0,1667.7,2574.2,2055.1,16.1,1212.5,1235.8,32932.6,79363.8,90374.2,10977.5,28424.6,33851.7
Vatia Wharf,2,2,6.8,12.4,1999.0,1999.0,1990.2,1990.0,244.7,244.7,176.1,175.6,287.0,287.0,512.9,516.3,1495.0,1495.0,26.4,4.5,8.5,650.7,663.2,2646.9,7675.8,8767.2,1323.4,5903.1,7208.7
Labasa,2,1,0.2,0.1,2014.0,2014.0,2014.0,2014.0,173.3,173.3,173.3,173.3,60.5,60.5,63.3,63.3,29.5,29.5,32.2,32.2,1.3,99.2,101.1,519.4,4004.0,1889.5,259.7,633.7,903.4
