Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Suva,343,164,12564.2,10994.8,2005.6,2005.4,2006.6,2008.2,1110.8,3245.7,1876.9,1851.0,82.0,434.4,273.8,285.0,22.0,62.4,67.2,55.1,2164.3,166907.0,170111.6,10953142.6,36485048.5,41994039.7,31933.4,113845.2,134201.7
Lautoka,139,54,4280.6,3891.0,2004.8,2005.4,2005.4,2006.6,1219.6,1876.5,1553.9,1753.2,93.0,184.4,195.4,253.1,22.0,56.2,70.0,98.5,836.2,64474.2,65712.1,3620991.7,12826345.2,15042317.4,26050.3,101578.0,120614.7
Nadi,72,22,2125.6,1962.3,2006.8,2006.5,2004.3,2011.1,737.2,2121.8,1663.5,2555.5,71.0,197.1,246.8,365.7,22.0,50.7,25.7,31.5,419.1,32336.7,32957.5,1329574.1,5353545.8,5961405.3,18466.3,82544.3,95231.8
Malau (Labasa),21,3,151.2,214.9,2010.9,2012.3,2014.5,2014.8,524.8,1921.9,1568.1,1826.5,51.0,188.7,339.6,370.3,21.0,86.7,152.4,169.7,28.8,2202.0,2244.3,144654.2,392757.2,531241.5,6888.3,29553.1,37987.2
Savusavu,7,1,28.8,42.1,2010.0,2010.0,2010.0,2010.0,490.2,490.2,853.7,853.7,55.0,55.0,167.4,167.4,9.0,9.0,12.8,12.8,10.4,792.5,807.7,68050.7,210754.4,268809.9,9721.5,33432.5,43143.4
Levuka,6,3,50.3,56.0,1982.2,1987.3,1987.0,1987.2,698.3,6790.5,8444.3,8670.4,257.5,916.5,2122.4,2116.0,175.0,279.7,466.2,465.5,45.2,3419.6,3485.2,197848.9,435567.4,497101.8,32974.8,72514.2,81164.2
Nambouwalu,6,5,960.0,1180.1,2004.7,2004.2,2004.6,2004.7,3997.5,4068.6,4052.1,4050.5,344.0,360.5,350.8,350.4,59.0,72.2,69.4,69.2,80.3,6222.6,6342.1,526561.7,1042158.2,1292613.0,87760.3,280167.8,325747.1
Ellington Wharf,1,1,181.6,333.6,1990.0,1990.0,1990.0,1990.0,4736.6,4736.6,4736.6,4736.6,461.0,461.0,461.0,461.0,86.0,86.0,86.0,86.0,11.4,885.1,902.1,67940.8,199425.7,227820.1,67940.8,310458.2,379421.1
Yasawa Island,1,1,32.6,2.9,1995.0,1995.0,1995.0,1995.0,639.2,639.2,639.2,639.2,38.0,38.0,38.0,38.0,10.0,10.0,10.0,10.0,8.5,657.9,670.5,7533.9,62358.9,83160.0,7533.9,52031.6,61858.4
Rabi,1,1,1.4,0.2,1990.0,1990.0,1990.0,1990.0,202.4,202.4,202.4,202.4,22.0,22.0,22.0,22.0,9.0,9.0,9.0,9.0,0.6,46.3,47.2,995.9,5624.5,12229.8,995.9,5753.3,11119.4
Vanua Mbalavu,1,1,0.8,0.1,2003.0,2003.0,2003.0,2003.0,203.9,203.9,203.9,203.9,18.0,18.0,18.0,18.0,8.0,8.0,8.0,8.0,0.4,27.9,28.5,546.6,3087.1,6712.6,546.6,3157.8,6103.1
Wairiki,1,1,4.4,2.2,2002.0,2002.0,2002.0,2002.0,13476.6,13476.6,13476.6,13476.6,1905.0,1905.0,1905.0,1905.0,650.0,650.0,650.0,650.0,8.6,648.0,660.5,15456.7,34285.9,38979.6,15456.7,36376.6,43122.3
