Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tripoli,187,43,456.9,543.1,2004.3,2001.0,2005.4,2005.0,159.9,413.9,384.2,390.6,26.0,46.6,95.5,90.7,26.0,81.9,132.0,133.5,206.4,15707.0,16008.6,1763784.2,4390642.2,5601192.3,9432.0,28072.3,36826.7
Misurata,122,59,507.8,660.3,2000.5,1998.9,2003.1,2003.2,205.7,686.8,355.4,354.5,18.0,106.4,251.8,176.8,38.5,106.6,194.2,139.7,163.7,12479.9,12719.5,631610.0,1969837.7,2298815.8,5177.1,19527.2,24031.0
Bouri Oil Field,111,9,72.4,94.6,2004.8,2002.6,2006.1,2006.1,95.4,287.5,213.9,253.4,12.0,74.6,104.0,121.6,10.0,10.5,23.2,21.3,36.7,2794.8,2848.5,762931.0,1822890.5,2436745.3,6873.3,18224.3,24459.2
Benghazi,81,43,624.4,565.3,2001.0,1999.8,2001.6,2000.5,360.7,504.5,481.9,501.0,28.0,64.5,83.7,106.6,35.0,95.7,76.8,96.2,126.8,9703.4,9889.7,486946.5,1549706.1,1841798.0,6011.7,23712.3,28802.2
Khoms,67,26,407.4,566.7,1998.2,1997.8,2000.3,2000.6,304.2,344.6,417.6,417.9,12.0,25.8,38.7,38.3,140.0,140.7,155.8,158.2,202.5,15525.4,15823.5,373105.5,1491482.9,1740230.0,5568.7,25391.4,31058.1
Mellitah,49,17,87.7,111.3,2005.6,2002.9,2005.9,2004.6,231.2,682.4,233.0,213.1,36.0,139.4,131.3,128.3,24.0,209.3,155.5,91.3,77.3,5838.0,5950.1,485252.0,1186004.6,1558739.1,9903.1,29027.7,38780.2
El Choms,38,28,191.3,185.0,1998.6,1998.2,1997.5,1998.8,312.2,399.2,326.3,278.7,115.0,132.8,135.7,137.2,80.5,118.7,129.3,131.5,100.6,7613.3,7759.4,187518.2,651445.3,777093.7,4934.7,18918.9,23265.7
Az Zawiyah,27,14,232.4,366.1,2004.6,2005.5,2004.4,2004.4,307.4,326.1,360.3,357.1,32.0,51.5,98.9,98.3,64.0,65.3,61.6,61.4,94.5,7320.2,7460.7,133051.5,574000.0,659806.1,4927.8,25447.0,30979.0
Al Burayqah,18,14,125.4,122.4,2005.7,2003.9,2005.3,2006.0,364.6,356.9,370.1,335.4,30.0,115.6,50.5,44.5,49.5,103.2,63.4,79.9,24.5,1877.6,1913.7,66357.7,247581.5,304536.7,3686.5,16053.7,19664.4
Tobruk,18,13,128.7,202.5,1993.6,1996.4,1997.5,1998.0,496.7,592.0,596.5,601.2,38.5,80.9,97.0,98.0,71.0,180.8,132.0,119.8,43.1,3287.2,3350.4,181854.9,526894.8,640029.9,10103.0,36390.0,44021.5
Zuwara,17,5,26.3,15.6,1986.9,1998.8,1987.4,1996.2,178.5,372.4,157.5,95.8,22.0,455.0,86.7,61.3,22.0,58.8,33.8,45.9,13.8,1046.9,1067.0,18130.1,59590.6,70918.1,1066.5,3548.0,4232.3
Marsa Brega,11,6,79.0,120.7,2009.1,2008.7,2007.3,2007.2,374.0,552.1,454.8,454.7,42.0,125.1,104.2,104.5,43.0,62.1,36.3,34.7,21.4,1652.9,1684.6,33434.9,185661.1,217833.3,3039.5,20386.8,25213.0
Tajoura,5,5,8.7,12.3,2000.6,2000.6,2003.8,2003.8,268.3,265.4,246.5,238.7,12.0,15.6,15.8,15.3,7.0,44.8,37.7,34.8,4.0,303.2,309.0,10834.9,37909.6,50198.3,2167.0,9291.3,12645.1
Derna,3,3,37.2,59.2,1998.7,1998.7,2001.8,2001.7,382.9,557.9,808.5,799.8,37.0,39.0,66.4,66.1,28.0,115.7,261.2,259.4,6.3,488.1,497.5,14792.6,82885.3,100345.2,4930.9,34717.3,43138.2
Soussah,3,3,27.7,52.1,2003.0,2003.0,2014.5,2015.1,296.3,284.7,296.0,295.5,23.0,21.7,26.7,27.0,16.0,27.7,19.3,18.5,2.3,180.5,183.9,25972.4,56092.4,67972.6,8657.5,25761.2,31642.7
Bardiyah,1,1,0.8,1.6,2003.0,2003.0,2003.0,2003.0,63.5,63.5,63.5,63.5,21.0,21.0,21.0,21.0,10.0,10.0,10.0,10.0,0.1,9.9,10.1,11480.5,23555.5,25382.5,11480.5,25546.1,28845.1
Ras Lanuf,1,1,43.0,82.8,2009.0,2009.0,2009.0,2009.0,462.0,462.0,462.0,462.0,35.0,35.0,35.0,35.0,7.0,7.0,7.0,7.0,1.9,144.2,146.9,18639.3,36972.8,42575.5,18639.3,52813.4,60991.8
As Sidr,1,1,33.0,63.8,2009.0,2009.0,2009.0,2009.0,405.0,405.0,405.0,405.0,30.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,2.1,159.1,162.2,23362.7,44021.9,49591.2,23362.7,61349.5,74111.2
Sirte,1,1,0.5,0.3,2006.0,2006.0,2006.0,2006.0,286.5,286.5,286.5,286.5,36.0,36.0,36.0,36.0,193.0,193.0,193.0,193.0,0.5,35.2,35.8,2423.7,4972.8,5358.5,2423.7,5393.1,6089.5
