Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,228,9,100.4,95.8,2005.2,2008.2,2005.8,2005.2,118.5,308.6,196.4,198.9,20.0,110.8,203.4,211.1,11.0,190.2,125.1,79.4,79.9,6001.9,6117.2,2449148.7,5791499.4,7754504.7,10741.9,27737.5,37450.3
Container,193,40,600.8,747.7,2002.6,2001.9,2001.3,2001.2,172.4,272.3,266.5,266.7,16.0,44.0,52.9,53.0,48.0,85.1,98.3,99.5,293.8,22263.4,22690.8,996485.9,3164394.8,3593307.8,5163.1,17253.2,20390.7
General cargo,95,36,239.1,318.0,1991.2,1988.6,1991.8,1991.7,325.6,426.3,342.9,342.9,28.0,68.0,76.0,75.5,47.0,117.9,70.9,72.0,80.8,6141.8,6259.7,328625.6,1009753.7,1428327.7,3459.2,14789.0,19509.6
Liquefied gas tanker,83,7,450.8,518.7,2006.5,2005.9,2006.4,2006.1,466.3,657.5,686.7,693.8,31.0,98.4,145.1,149.2,42.0,77.4,156.5,158.9,231.4,17557.8,17895.0,391546.6,1134374.4,1252712.7,4717.4,25827.7,33964.1
Chemical tanker,73,21,786.7,1210.4,2005.4,2006.9,2005.2,2005.2,430.5,541.1,478.7,476.7,38.0,71.2,75.7,74.8,59.0,55.9,85.5,86.1,262.0,20286.4,20675.9,282081.1,1809902.7,2094319.3,3864.1,29065.4,35632.9
Vehicle,39,15,420.7,127.5,1993.5,1999.3,2000.8,2000.3,283.9,400.2,415.9,415.9,24.0,39.0,49.5,49.1,32.0,39.1,54.7,51.5,49.1,3785.7,3858.4,129080.0,569104.2,659080.7,3309.7,12580.3,13539.2
Oil tanker,24,14,282.0,475.6,2005.8,2009.4,2004.7,2005.1,378.0,324.7,306.2,293.8,33.0,36.9,54.9,53.8,31.5,78.4,79.0,76.0,88.0,6816.6,6947.5,338625.6,773297.6,868897.8,14109.4,41300.6,48922.8
Bulk carrier,19,16,176.9,303.8,1997.4,1997.6,2001.3,2001.5,360.7,482.1,481.8,478.3,27.0,69.8,93.3,91.8,94.0,192.6,121.4,118.8,27.1,2085.1,2125.1,117932.6,283627.1,400288.9,6207.0,24199.0,30206.9
Service - other,6,3,33.2,28.3,2000.2,1995.3,2005.3,2004.8,295.8,446.1,1020.1,490.1,49.5,46.5,2846.1,2570.1,92.0,67.2,2170.4,1957.2,16.1,1210.9,1234.2,197770.3,405781.3,437253.9,32961.7,73345.4,82817.3
Miscellaneous - fishing,1,1,0.0,0.0,1993.0,1993.0,1993.0,1993.0,152.2,152.2,152.2,152.2,56.0,56.0,56.0,56.0,85.0,85.0,85.0,85.0,0.2,17.2,17.5,185.9,412.3,468.7,185.9,437.4,518.5
