Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,213,74,28486.5,35252.5,2005.7,2007.7,2010.4,2010.4,1907.3,3403.2,3760.5,3721.6,151.0,245.6,372.9,372.1,32.0,40.7,28.0,28.0,3250.3,251586.0,256416.4,28107745.8,76485456.1,85863249.6,131961.2,393559.9,456340.9
General cargo,133,65,6998.5,9143.4,2004.9,2005.8,2008.2,2008.1,1497.0,2739.8,2934.3,2986.0,177.0,285.2,379.7,387.2,44.0,112.8,82.1,81.2,1128.0,86961.3,88630.9,4082960.5,14338278.5,21006885.0,30699.0,170517.9,232017.3
Refrigerated bulk,92,42,1142.6,1289.8,1989.5,1990.6,1991.0,1991.1,1915.1,2463.0,2392.5,2340.7,184.0,220.4,314.8,309.7,129.0,146.2,180.8,180.6,782.6,59227.6,60364.7,3826507.9,8361105.6,9417999.2,41592.5,88633.1,95697.1
Chemical tanker,73,54,3787.9,6280.8,2009.4,2009.9,2011.0,2011.0,1946.2,2928.8,2862.3,2890.8,259.0,328.3,404.9,403.3,48.0,69.6,90.2,89.9,648.1,49923.9,50882.5,2254975.7,11116133.7,13034598.2,30890.1,175945.4,215277.6
Bulk carrier,69,49,4067.4,6637.2,2003.4,2007.1,2007.4,2007.3,1797.7,3404.3,2905.7,2886.5,193.0,317.5,415.2,414.0,97.0,129.5,141.0,141.9,421.7,32597.7,33223.6,2795374.0,6539668.3,9114009.5,40512.7,156479.8,192987.1
Miscellaneous - fishing,52,45,190.2,123.2,1992.3,1993.7,1993.6,1992.8,1639.1,6072.2,3959.4,4168.7,451.0,1115.5,2648.0,2557.7,331.0,905.3,681.5,517.9,267.2,20065.0,20450.2,866165.8,1921322.8,2184349.5,16657.0,39201.6,46471.1
Service - tug,37,34,226.4,191.9,2007.5,2007.7,2009.0,2008.9,1194.6,2201.4,2019.5,2156.3,215.0,657.1,766.2,808.6,83.0,256.0,220.2,207.4,160.5,12190.6,12424.7,4908068.1,11606103.5,15539945.3,132650.5,342527.4,462470.0
Vehicle,36,34,9107.9,2980.2,2009.2,2009.2,2009.4,2009.2,4951.6,4349.2,4245.4,4287.3,306.0,280.4,330.9,332.5,9.0,10.4,8.3,8.3,502.8,38898.4,39645.2,3017817.7,13305340.2,15408940.0,83828.3,318631.2,342917.1
Oil tanker,29,24,3834.5,6940.9,2007.2,2008.0,2010.8,2011.0,1617.3,2819.8,3227.7,3288.7,134.0,252.4,474.4,480.0,69.0,64.4,36.8,35.3,349.8,27069.3,27589.1,3776126.1,7715291.8,8842841.6,130211.2,349837.5,422306.1
Liquefied gas tanker,28,13,16225.8,13417.8,2010.6,2009.8,2011.2,2011.2,6297.6,4696.7,5964.1,5924.5,396.5,287.9,394.1,393.0,26.0,48.6,202.3,203.8,1884.5,113558.1,115738.5,3126682.3,23353932.3,19393736.0,111667.2,1009796.7,1569024.6
Service - other,19,18,270.3,154.9,2002.2,2001.6,2002.8,2001.4,1535.3,2345.8,2742.9,2716.0,211.0,464.1,1185.0,1132.4,143.0,211.8,149.5,151.5,101.4,7700.0,7847.9,1080980.7,2217935.0,2389959.3,56893.7,126598.1,142947.2
Cruise,18,15,1092.6,129.4,2001.6,1999.8,2004.2,2003.7,725.1,1029.8,1229.0,1260.5,47.0,64.1,100.2,103.5,10.0,17.0,14.3,13.8,268.7,20814.1,21213.7,230897.5,2180362.2,2826299.2,12827.6,104147.2,125185.8
Ro-Ro,1,1,1.4,1.6,2017.0,2017.0,2017.0,2017.0,960.3,960.3,960.3,960.3,135.0,135.0,135.0,135.0,23.0,23.0,23.0,23.0,1.0,75.1,76.6,5957.9,45933.1,21675.4,5957.9,14539.8,20727.0
