Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,214,75,22768.3,28194.3,2005.7,2007.7,2010.4,2010.4,1926.8,2900.6,2986.9,2957.9,130.0,208.5,325.2,324.1,32.0,39.3,43.5,43.4,2424.3,187620.0,191222.3,22570163.5,62070674.2,69664223.5,105468.1,317451.2,368570.2
General cargo,136,64,7033.3,9025.3,2004.6,2005.7,2008.7,2008.8,1532.5,2734.6,2901.9,2899.2,149.5,295.6,392.8,394.0,31.0,72.2,39.2,40.0,1160.0,89464.6,91182.3,4094514.1,14330863.7,20991559.2,30106.7,165936.4,225961.6
Refrigerated bulk,88,40,793.6,903.9,1989.5,1991.0,1990.1,1990.1,1392.1,1899.3,1766.9,1738.4,187.0,229.6,298.2,296.8,103.0,110.5,121.4,122.4,576.3,43615.0,44452.4,2681688.4,5859619.5,6600310.2,30473.7,64939.2,70114.8
Chemical tanker,74,53,3258.2,5381.7,2009.5,2010.0,2010.3,2010.4,1708.6,2625.6,2489.9,2500.5,175.5,282.0,398.9,397.3,58.0,141.4,166.6,151.7,544.8,41885.6,42689.9,2109168.1,10031852.3,11865213.4,28502.3,156246.3,192463.0
Bulk carrier,70,50,3189.5,5261.0,2003.0,2007.1,2005.7,2005.6,1903.2,2432.0,2312.2,2321.2,211.5,249.2,288.5,288.0,82.5,97.5,117.4,118.5,321.5,24825.0,25301.6,2192345.2,5097262.2,7023690.1,31319.2,119774.1,147213.0
Miscellaneous - fishing,51,41,269.2,169.1,1992.0,1994.4,1992.0,1993.7,2390.0,4939.1,4503.8,4954.4,451.0,930.4,1907.8,1577.6,58.0,445.6,826.9,1102.3,186.1,13972.6,14240.9,1188949.0,2637318.1,2998363.6,23312.7,54865.4,65039.6
Service - tug,44,39,230.5,184.0,2007.8,2007.7,2006.5,2006.7,1233.5,1838.3,1929.3,1855.9,279.5,570.4,571.7,576.5,47.0,230.3,348.6,318.7,176.3,13371.3,13628.0,4707156.8,11131008.8,14903819.2,106980.8,276243.7,372975.9
Vehicle,37,35,4449.2,1444.7,2009.3,2009.3,2009.5,2009.3,1554.3,1978.5,2018.4,2024.7,115.0,138.2,174.5,176.3,13.0,19.8,22.9,23.5,230.8,17876.9,18220.1,1462911.1,6449869.2,7469605.9,39538.1,150284.4,161739.0
Oil tanker,31,26,4268.5,7591.6,2006.5,2007.0,2009.1,2009.3,2139.1,3312.6,3487.0,3496.0,271.0,347.2,518.5,521.9,49.0,65.1,55.3,54.4,424.8,32893.1,33524.6,4716344.8,10358445.7,11699533.3,152140.2,431618.1,513788.4
Liquefied gas tanker,28,13,6295.0,5326.7,2010.5,2009.8,2011.1,2011.0,1383.7,2633.4,2310.6,2347.3,155.5,234.2,292.0,295.2,29.0,37.5,29.7,29.4,751.8,46958.1,47859.7,1242530.0,9272269.1,7701414.9,44376.1,401052.4,623069.6
Service - other,21,20,425.8,231.9,1998.8,1998.1,2001.8,2001.0,1547.5,3051.6,3089.8,2934.6,349.0,756.0,522.9,510.0,71.0,491.8,1268.4,1338.2,139.0,10573.7,10776.7,1617933.6,3319644.6,3577118.1,77044.5,171436.9,193576.5
Cruise,19,16,1135.0,123.4,2001.2,1999.5,2004.8,2003.3,731.8,1167.1,1207.4,1152.1,45.0,72.6,120.1,112.5,32.0,29.3,23.4,24.2,279.7,21660.7,22076.6,457454.8,2527713.5,2993474.9,24076.6,114512.2,123504.0
Ro-Ro,1,1,1.6,2.0,2017.0,2017.0,2017.0,2017.0,1155.1,1155.1,1155.1,1155.1,435.0,435.0,435.0,435.0,3.0,3.0,3.0,3.0,3.0,226.1,230.5,7166.4,55249.9,26071.9,7166.4,17488.9,24931.1
