,exp_code_str3,exp_name,HS2,Description,USD,tonne
0,340,Honduras,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",248014994.301,425232.47045900003
1,340,Honduras,09,"Coffee, tea, mate and spices",699139483.081,253187.056061
2,340,Honduras,17,Sugars and sugar confectionery,45045702.504,169553.514867
3,340,Honduras,08,"Fruit and nuts, edible; peel of citrus fruit or melons",114507334.786,148110.54736899998
4,340,Honduras,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",75435616.051,127194.005957
5,340,Honduras,72,Iron and steel,62118932.558,120156.888194
6,340,Honduras,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",3574218.772,53784.231684
7,340,Honduras,26,"Ores, slag and ash",53092542.01800001,43681.109309
8,340,Honduras,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",41561996.324999996,43113.037887000006
9,340,Honduras,44,Wood and articles of wood; wood charcoal,27693159.647,38537.784504
10,340,Honduras,39,Plastics and articles thereof,47799863.798999995,34775.426543
11,340,Honduras,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",14540412.912,32559.577128
12,340,Honduras,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",26970079.527,27221.373808
13,340,Honduras,31,Fertilizers,5332602.074,26263.941213000002
14,340,Honduras,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,4270118.219,23006.130146
15,340,Honduras,07,Vegetables and certain roots and tubers; edible,17604754.073,21568.125851999997
16,340,Honduras,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5564482.189,20908.429104000003
17,340,Honduras,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",166390381.45,20168.085678000003
18,340,Honduras,73,Iron or steel articles,15762591.304,17332.419572
19,340,Honduras,20,"Preparations of vegetables, fruit, nuts or other parts of plants",28796487.324,16303.737145000001
20,340,Honduras,22,"Beverages, spirits and vinegar",6876355.34,14633.230937
21,340,Honduras,38,Chemical products n.e.c.,10341791.299,13667.382335
22,340,Honduras,23,"Food industries, residues and wastes thereof; prepared animal fodder",15259759.928,12408.881449
23,340,Honduras,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",185097693.105,11122.938045
24,340,Honduras,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20807760.553,7810.6749709999995
25,340,Honduras,61,Apparel and clothing accessories; knitted or crocheted,84081972.951,7584.760538
26,340,Honduras,76,Aluminium and articles thereof,10334755.463,5917.361799
27,340,Honduras,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1763704.8390000002,5320.327497
28,340,Honduras,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6544970.921,5129.606056
29,340,Honduras,29,Organic chemicals,3719186.131,3885.7442300000002
30,340,Honduras,70,Glass and glassware,643202.573,3370.103605
31,340,Honduras,55,Man-made staple fibres,4343738.114,2871.290365
32,340,Honduras,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",5769478.208,2837.392507
33,340,Honduras,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21066644.452,2813.356461
34,340,Honduras,78,Lead and articles thereof,4182333.238,2523.313622
35,340,Honduras,62,Apparel and clothing accessories; not knitted or crocheted,32326754.694,2313.038551
36,340,Honduras,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",23615469.555999998,2222.553428
37,340,Honduras,96,Miscellaneous manufactured articles,9138279.382000001,2136.202931
38,340,Honduras,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",3717181.313,1943.1585719999998
39,340,Honduras,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",4289294.198,1925.559671
40,340,Honduras,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",4054580.153,1702.5954080000001
41,340,Honduras,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",4430320.475,1570.462024
42,340,Honduras,52,Cotton,3964306.9050000003,1380.987855
43,340,Honduras,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",30038751.061,1313.783483
44,340,Honduras,21,Miscellaneous edible preparations,2967175.1059999997,1277.133058
45,340,Honduras,60,Fabrics; knitted or crocheted,4815798.818,1133.0562909999999
46,340,Honduras,83,Metal; miscellaneous products of base metal,2695781.731,1116.1663649999998
47,340,Honduras,54,Man-made filaments; strip and the like of man-made textile materials,4494818.557,1113.174784
48,340,Honduras,05,Animal originated products; not elsewhere specified or included,1383077.204,737.926386
49,340,Honduras,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1312893.423,662.479148
50,340,Honduras,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",3903196.2989999996,570.14129
51,340,Honduras,95,"Toys, games and sports requisites; parts and accessories thereof",3379712.6010000003,508.347996
