,exp_code_str3,exp_name,HS2,Description,USD,tonne
0,056,Belgium,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",30674769140.920002,59682968.865191
1,056,Belgium,72,Iron and steel,11239291844.919,14781568.395567
2,056,Belgium,39,Plastics and articles thereof,11661533588.057001,5684308.513659
3,056,Belgium,29,Organic chemicals,6646748331.226999,5668274.375842
4,056,Belgium,31,Fertilizers,960653052.706,4159662.060656
5,056,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",249426321.81599998,3751264.6545189996
6,056,Belgium,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1712575765.983,3393714.853207
7,056,Belgium,22,"Beverages, spirits and vinegar",2310763869.621,2845825.2884959998
8,056,Belgium,44,Wood and articles of wood; wood charcoal,926638146.213,1976670.54218
9,056,Belgium,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19763401443.5,1845305.087599
10,056,Belgium,38,Chemical products n.e.c.,3089221322.021,1734045.802485
11,056,Belgium,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1804332076.23,1728461.75251
12,056,Belgium,23,"Food industries, residues and wastes thereof; prepared animal fodder",868203314.4860001,1215753.253157
13,056,Belgium,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",452473486.161,1007979.1931489999
14,056,Belgium,17,Sugars and sugar confectionery,684049634.136,935717.1353729999
15,056,Belgium,07,Vegetables and certain roots and tubers; edible,840674398.273,835544.879586
16,056,Belgium,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",5528786244.6710005,794260.131261
17,056,Belgium,20,"Preparations of vegetables, fruit, nuts or other parts of plants",797337047.559,767222.874797
18,056,Belgium,70,Glass and glassware,646228570.791,761611.011447
19,056,Belgium,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1904340299.693,731234.0062310001
20,056,Belgium,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",1449130853.375,688278.9113200001
21,056,Belgium,73,Iron or steel articles,1565598459.689,649665.215837
22,056,Belgium,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",550294555.03,607605.799301
23,056,Belgium,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",385816169.258,570675.425866
24,056,Belgium,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1740282324.315,538294.591222
25,056,Belgium,40,Rubber and articles thereof,1394039328.092,444666.776484
26,056,Belgium,02,Meat and edible meat offal,586180422.713,343110.343738
27,056,Belgium,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",185679823.55400002,263396.479618
28,056,Belgium,76,Aluminium and articles thereof,993973765.117,255761.971435
29,056,Belgium,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",896164409.848,248519.95913899998
30,056,Belgium,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",659576827.851,232338.930896
31,056,Belgium,57,Carpets and other textile floor coverings,520710841.292,229225.947872
32,056,Belgium,79,Zinc and articles thereof,604768482.095,225164.866903
33,056,Belgium,26,"Ores, slag and ash",289506405.171,221344.01608
34,056,Belgium,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,39771348.556,218411.322523
35,056,Belgium,21,Miscellaneous edible preparations,501543666.08100003,213874.800201
36,056,Belgium,10,Cereals,93881521.44600001,210440.394058
37,056,Belgium,74,Copper and articles thereof,1046073637.432,174887.332693
38,056,Belgium,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1596076359.591,169524.95594
39,056,Belgium,35,Albuminoidal substances; modified starches; glues; enzymes,367074560.086,114094.24170099999
40,056,Belgium,05,Animal originated products; not elsewhere specified or included,55603532.029,105695.946587
41,056,Belgium,96,Miscellaneous manufactured articles,312815808.898,95528.852713
42,056,Belgium,08,"Fruit and nuts, edible; peel of citrus fruit or melons",144093974.85799998,92016.914896
43,056,Belgium,18,Cocoa and cocoa preparations,442879550.443,78790.433051
44,056,Belgium,55,Man-made staple fibres,146432026.18400002,67315.114029
45,056,Belgium,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",398594940.228,57217.562896
46,056,Belgium,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",109940410.145,55524.052128
47,056,Belgium,69,Ceramic products,83222829.969,48138.99312
48,056,Belgium,37,Photographic or cinematographic goods,179766377.239,41408.371628
49,056,Belgium,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",212927853.053,38231.650725
50,056,Belgium,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,46833762.555,38018.708557
51,056,Belgium,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",187346113.577,36078.825817000004
52,056,Belgium,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",73899419.327,34095.59049
53,056,Belgium,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",171857807.419,32312.143413
54,056,Belgium,78,Lead and articles thereof,49762646.952,25673.477361
55,056,Belgium,54,Man-made filaments; strip and the like of man-made textile materials,110839532.642,24458.375474
56,056,Belgium,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",49715192.77,24008.830604
57,056,Belgium,95,"Toys, games and sports requisites; parts and accessories thereof",230582344.64699998,23740.436852
58,056,Belgium,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1192835690.603,22678.530508
59,056,Belgium,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",116773560.778,22045.097742
60,056,Belgium,83,Metal; miscellaneous products of base metal,144286464.374,20363.995694
61,056,Belgium,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",164539179.272,19453.715421
62,056,Belgium,09,"Coffee, tea, mate and spices",131181114.008,18823.263213000002
63,056,Belgium,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",410259139.481,17544.379314
64,056,Belgium,30,Pharmaceutical products,1518794302.2749999,17293.848185
65,056,Belgium,89,"Ships, boats and floating structures",87350964.01200001,16250.753077
66,056,Belgium,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",76289074.882,14575.067648
67,056,Belgium,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",63439124.921000004,9136.121806
68,056,Belgium,75,Nickel and articles thereof,30829316.174,8480.759829999999
69,056,Belgium,80,Tin; articles thereof,114339874.469,7083.118194
70,056,Belgium,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",57245264.525,4873.260175
71,056,Belgium,64,Footwear; gaiters and the like; parts of such articles,129891515.478,4379.943086
72,056,Belgium,52,Cotton,28332174.830000002,4313.539797
73,056,Belgium,41,Raw hides and skins (other than furskins) and leather,6854392.193,3717.5219600000005
74,056,Belgium,81,"Metals; n.e.c., cermets and articles thereof",53655804.445,3678.326361
75,056,Belgium,60,Fabrics; knitted or crocheted,23528513.212,3345.283401
76,056,Belgium,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,11845448.823,3033.1101009999998
77,056,Belgium,61,Apparel and clothing accessories; knitted or crocheted,66188214.613,2697.457322
78,056,Belgium,62,Apparel and clothing accessories; not knitted or crocheted,64154335.269,2233.465326
79,056,Belgium,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",16259553.444,2059.816721
80,056,Belgium,13,"Lac; gums, resins and other vegetable saps and extracts",18095372.466000002,2044.083965
81,056,Belgium,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",5349116.869,2005.111957
82,056,Belgium,50,Silk,2331054.808,1954.1815920000001
83,056,Belgium,97,Works of art; collectors' pieces and antiques,42119487.622,1820.600782
84,056,Belgium,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",8739987.269,1517.874634
85,056,Belgium,93,Arms and ammunition; parts and accessories thereof,9885379.998,1383.110937
86,056,Belgium,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1827503.3760000002,755.157966
87,056,Belgium,45,Cork and articles of cork,2997672.21,703.080904
88,056,Belgium,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",4633988.6559999995,642.035689
89,056,Belgium,91,Clocks and watches and parts thereof,10621539.276999999,631.1971209999999
90,056,Belgium,92,Musical instruments; parts and accessories of such articles,6895965.095000001,594.8522790000001
91,056,Belgium,65,Headgear and parts thereof,7476978.788000001,543.483217
92,056,Belgium,43,Furskins and artificial fur; manufactures thereof,1871210.095,452.375902
93,056,Belgium,88,"Aircraft, spacecraft, and parts thereof",90958206.16,334.430541
94,056,Belgium,01,Animals; live,15859.323999999999,282.43620799999997
95,056,Belgium,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,53738.841,54.181592
