Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Fiji,86,29,926.6,1039.8,2005.2,2007.1,2006.6,2007.9,667.6,758.9,699.4,689.7,61.5,71.8,65.1,68.5,12.0,30.7,22.2,25.0,198.8,15326.5,15620.8,1155008.3,3782561.2,4387710.1,13430.3,49397.2,58156.7
Tokelau,81,6,61.6,58.3,2014.6,2008.3,2007.2,2006.4,317.0,3543.0,1493.4,2300.2,32.0,102.6,263.4,288.8,95.0,631.5,2582.2,2858.5,83.0,6228.4,6347.9,393025.8,962412.2,1031873.3,4852.2,11576.2,14005.2
Tonga,50,15,388.0,392.1,2005.5,2006.2,2005.0,2006.4,525.8,502.7,516.6,530.6,45.0,44.1,50.6,51.3,14.5,18.0,16.4,17.6,68.7,5285.6,5387.1,418017.9,1252243.9,1534451.6,8360.4,29688.0,36212.5
French Polynesia,45,12,888.7,799.3,2008.0,2004.8,2007.3,2010.5,1308.6,1224.9,1255.6,1292.7,96.0,88.8,88.1,97.1,11.0,11.5,12.6,15.7,207.0,15983.3,16290.2,771277.9,3183589.9,3908888.5,17139.5,78653.9,97144.6
United States of America,16,10,1524.0,343.6,2005.1,2001.6,2005.9,2007.5,2279.4,2606.2,2313.2,2381.4,148.5,324.7,138.8,176.8,8.0,18.2,9.8,13.2,369.0,28470.0,29016.7,973612.4,3675381.2,4008809.9,60850.8,219593.2,235389.2
Samoa,8,2,6.4,5.2,2012.8,2012.5,2012.8,2012.7,1189.1,851.6,490.8,428.0,70.0,87.5,199.8,189.3,174.0,113.5,212.9,201.6,20.5,1538.8,1568.3,15115.0,111587.1,54539.2,1889.4,5000.5,7050.8
New Zealand,7,1,114.8,153.6,2006.0,2006.0,2006.0,2006.0,1628.2,1628.2,1686.2,1686.2,132.0,132.0,142.2,142.2,21.0,21.0,23.1,23.1,21.1,1624.6,1655.8,343631.0,871522.7,984043.6,49090.1,126518.9,142480.3
Mexico,5,4,113.3,92.7,1985.0,1986.5,1984.9,1986.5,10414.9,10614.9,11708.0,11587.6,1113.0,1285.5,1528.1,1513.6,428.0,457.9,442.1,470.4,45.0,3378.3,3443.1,652215.5,1446739.8,1644796.7,130443.1,306991.9,363920.2
Ecuador,4,3,191.5,250.1,1997.5,1997.3,1998.2,1997.9,16236.0,18054.2,14807.1,13754.5,2039.0,2325.0,2955.8,2620.2,94.0,97.5,100.8,90.5,73.7,5555.5,5662.2,1594355.2,3532603.6,4013457.0,398588.8,931376.0,1097319.1
Cook Islands,4,3,30.2,4.7,2010.8,2009.3,2009.8,2010.8,798.2,919.0,771.4,844.6,85.0,112.7,85.0,120.3,11.5,12.8,9.3,10.5,9.0,690.3,703.6,13851.7,84637.8,123983.6,3462.9,19187.3,25944.3
Wallis and Futuna,3,3,6.2,0.9,2001.0,2001.0,2002.7,2001.4,288.4,285.0,284.9,284.2,28.0,30.7,28.8,28.7,10.0,10.0,9.6,9.8,3.5,262.0,267.0,3225.1,21076.9,38252.8,1075.0,6620.3,10930.9
Tuvalu,3,2,12.0,6.3,2011.0,2009.0,2013.4,2011.5,1479.8,2284.7,2399.6,1697.0,365.0,677.5,1623.5,1350.1,26.0,38.0,27.2,33.1,7.7,576.1,587.1,26634.7,68156.0,89498.2,8878.2,25107.4,33594.7
New Caledonia,2,2,70.3,89.1,2003.5,2003.5,2004.0,2004.7,1852.5,1852.5,1681.8,1591.3,405.5,405.5,344.7,268.5,44.0,44.0,39.9,34.8,9.3,714.8,728.5,219168.7,470323.0,513963.7,109584.3,267982.8,306210.9
