Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tokelau,84,7,29.8,25.6,2014.2,2005.3,2009.0,2007.7,305.7,1451.8,683.2,901.7,34.0,237.6,546.9,655.6,3.0,10.4,24.6,28.9,29.9,2246.2,2289.3,160446.1,455489.6,447522.9,1910.1,4651.5,5799.8
Tonga,62,15,351.6,395.6,2002.9,2004.5,2003.6,2004.6,509.4,514.9,512.5,512.3,43.0,43.1,42.4,42.8,9.0,13.4,13.5,13.7,76.5,5889.3,6002.4,655905.7,1914909.5,2238511.6,10579.1,33890.3,39896.7
United States of America,38,10,2075.6,1985.1,2009.4,2003.5,2008.8,2011.5,4241.3,3076.9,3240.3,3786.9,287.0,303.6,265.2,306.5,15.5,104.4,22.7,22.5,488.8,37638.1,38360.8,2275011.8,8528771.1,9632514.2,59868.7,238467.6,281634.3
Cook Islands,27,7,124.6,140.4,2005.3,2004.0,2004.9,2005.1,755.2,855.3,780.5,770.8,72.0,83.4,76.9,75.9,31.0,23.1,31.1,34.8,33.7,2578.8,2628.4,247697.9,759235.7,1075988.3,9174.0,37360.4,48089.4
French Polynesia,26,9,788.9,547.4,2003.4,1999.0,2006.0,2006.3,1266.4,3021.4,1229.5,1272.0,112.5,492.4,106.0,121.9,11.0,26.3,18.4,17.7,131.7,10142.3,10337.0,201124.6,1038050.8,1480513.8,7735.6,54868.2,74269.8
New Zealand,20,6,625.6,433.8,2005.8,2005.2,2004.9,2007.2,1576.1,1826.9,1679.6,1648.7,122.0,146.5,112.0,129.8,46.5,92.8,40.6,64.5,142.0,10956.5,11166.9,859967.3,2458183.5,2772689.5,42998.4,124800.2,139300.1
Fiji,13,12,383.2,106.4,2006.3,2005.8,2005.4,2010.9,715.1,727.8,743.4,798.9,44.0,57.7,52.8,81.8,10.0,14.2,14.0,19.2,96.4,7462.2,7605.4,213149.8,969778.0,1079137.9,16396.1,68248.4,71788.8
Samoa,11,2,15.4,12.4,2012.6,2012.5,2012.8,2012.8,1990.3,1389.6,653.6,550.2,268.0,176.2,1085.3,1042.0,42.0,35.8,103.3,99.6,43.3,3249.2,3311.6,38478.4,288280.3,139224.7,3498.0,9016.6,12757.9
New Caledonia,10,8,274.1,367.2,2006.4,2007.4,2007.9,2007.8,1407.3,1507.2,1472.3,1464.6,110.5,151.8,144.3,138.5,23.5,44.8,40.6,37.3,51.0,3915.8,3991.0,403923.9,1288639.8,1451438.8,40392.4,140049.5,166120.7
Ecuador,6,6,153.7,145.1,1985.5,1985.5,1990.6,1992.9,11491.7,12505.4,13628.4,13705.8,1149.5,1467.7,1958.8,1914.9,160.5,152.5,170.1,170.2,63.0,4729.0,4819.8,1020688.0,2264082.7,2574032.7,170114.7,400357.1,474599.0
"Korea, Republic of",5,4,713.1,1136.9,2012.0,2011.2,2013.1,2013.6,4665.1,5297.0,5205.8,5238.3,359.0,423.1,431.1,435.7,48.0,33.9,40.6,41.6,76.1,5888.6,6001.7,234751.0,1603211.0,1885770.4,46950.2,388689.2,482963.9
Tuvalu,3,2,10.9,10.7,2011.0,2009.0,2005.1,2003.9,703.6,2298.8,2181.9,2896.5,58.0,438.5,688.9,762.4,78.0,90.5,108.5,113.8,3.1,231.1,235.6,72029.7,161419.4,185693.2,24009.9,57269.2,68583.2
Mexico,3,2,48.1,41.1,1987.7,1992.0,1985.1,1986.5,8303.0,6859.7,7413.0,7102.2,1088.0,984.2,1067.3,1050.6,6.0,61.8,84.2,78.5,15.1,1136.3,1158.1,288682.1,640352.6,728016.0,96227.4,226466.7,268462.5
Singapore,3,2,424.7,708.4,2014.0,2014.5,2013.7,2013.7,5330.3,4382.0,4724.1,4723.4,467.0,533.5,472.7,472.7,11.0,48.0,25.8,25.8,51.6,3995.0,4071.7,136644.1,1000686.6,1153772.4,45548.0,393329.8,483518.6
Marshall Islands,3,3,53.1,28.5,2005.3,2005.3,2009.3,2013.3,1854.6,7288.7,3850.5,2055.0,152.0,1653.3,2772.4,649.0,42.0,61.0,55.5,110.4,18.1,1367.2,1393.4,52415.2,152170.6,172395.9,17471.7,54478.3,65336.4
