Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,213,7,64.0,94.4,2003.3,2000.7,2005.5,2005.1,129.4,322.9,141.7,141.4,19.0,41.9,22.0,21.9,4.0,20.0,12.6,12.9,20.7,1555.8,1585.6,295215.6,846918.8,1217086.0,1386.0,4517.7,6497.6
Ro-Ro,126,2,189.2,94.5,1996.3,1997.0,1996.2,1996.3,136.8,133.8,142.0,141.1,12.0,11.5,14.1,14.3,1.0,1.0,1.4,1.4,60.8,4564.3,4651.9,101408.1,186863.6,217870.7,804.8,1891.6,2008.0
Ferry-RoPax,88,3,230.3,45.9,2000.6,2002.0,2000.7,2000.0,140.3,225.7,238.6,170.3,11.0,17.3,244.6,114.9,1.0,7.2,12.8,6.2,129.1,9694.4,9880.5,285388.3,705742.7,865950.8,3243.0,6922.6,6305.0
Bulk carrier,37,1,14.3,18.3,1982.0,1982.0,1982.0,1982.0,406.3,406.3,442.9,442.9,48.0,48.0,72.6,72.6,21.0,21.0,22.7,22.7,13.1,987.0,1005.9,38669.1,87709.5,105662.4,1045.1,3151.3,3933.3
Ferry-pax only,34,2,5.4,0.5,2002.6,2001.5,2001.1,2000.9,254.9,338.7,457.9,462.9,27.0,25.5,53.5,52.6,32.0,33.0,105.6,106.0,10.5,790.9,806.1,37625.9,76628.6,96528.4,1106.6,2573.4,3392.7
Oil tanker,18,6,21.6,27.5,2005.3,2002.5,2005.0,2004.4,449.3,440.0,435.8,434.6,50.0,55.2,58.4,58.3,11.0,9.9,9.8,9.7,11.0,823.3,839.1,124148.9,22163.9,34024.8,6897.2,17907.6,22798.5
Cruise,11,9,65.8,8.3,1987.1,1984.4,1994.7,1994.3,242.7,318.2,317.6,328.4,18.0,28.6,35.9,39.5,6.0,9.0,4.3,4.1,21.3,1613.9,1644.9,22892.8,181639.2,256399.9,2081.2,14066.8,17889.3
Liquefied gas tanker,5,2,1.8,1.7,1994.6,1994.0,1994.9,1994.9,35.4,55.9,150.9,152.1,14.0,17.8,56.9,57.0,10.0,13.5,10.9,10.8,2.6,198.0,201.8,1308.2,3790.1,4185.4,261.6,1432.5,1883.7
Chemical tanker,2,2,3.4,4.3,2006.5,2006.5,2006.6,2006.6,472.9,472.9,478.7,471.3,61.5,61.5,66.5,63.8,15.5,15.5,16.7,16.1,1.8,133.1,135.6,15309.2,38474.0,47427.0,7654.6,22521.1,27611.8
Service - tug,1,1,0.0,0.0,1964.0,1964.0,1964.0,1964.0,138.0,138.0,138.0,138.0,15.0,15.0,15.0,15.0,25.0,25.0,25.0,25.0,0.2,16.8,17.1,239.9,567.2,759.5,239.9,619.4,836.3
Service - other,1,1,1.4,0.5,2015.0,2015.0,2015.0,2015.0,635.1,635.1,635.1,635.1,80.0,80.0,80.0,80.0,7.0,7.0,7.0,7.0,0.4,31.5,32.1,3452.4,7083.6,7633.0,3452.4,7682.2,8674.3
