Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,211,7,59.8,88.2,2003.4,2000.7,2005.9,2005.6,125.8,411.4,133.3,133.0,16.0,45.2,23.6,23.8,15.0,35.1,29.1,29.3,22.6,1700.0,1732.6,275729.1,791015.4,1136748.7,1306.8,4259.5,6126.2
Ro-Ro,126,2,176.4,88.7,1996.3,1997.0,1996.2,1996.4,123.7,124.4,132.4,132.5,10.0,10.5,11.3,11.4,2.0,2.0,9.3,11.1,66.2,4966.9,5062.3,95239.4,175496.5,204617.4,755.9,1776.6,1885.9
Ferry-RoPax,86,3,201.1,41.4,2000.7,2002.0,2000.8,2000.0,130.5,272.4,212.5,156.4,11.0,27.5,36.0,22.7,2.0,45.0,81.6,37.4,115.6,8679.7,8846.3,257350.2,636406.8,780875.2,2992.4,6387.7,5817.8
Bulk carrier,38,1,15.2,19.5,1982.0,1982.0,1982.0,1982.0,395.6,395.6,458.3,458.3,52.5,52.5,69.2,69.2,20.5,20.5,25.0,25.0,14.2,1062.9,1083.3,41099.3,93221.7,112302.8,1081.6,3261.2,4070.5
Ferry-pax only,33,2,6.1,0.5,2002.5,2001.5,2001.0,2000.8,258.1,244.3,529.0,535.0,40.0,44.2,360.6,360.8,11.0,10.8,14.4,14.4,13.7,1028.1,1047.8,42346.8,86243.1,108639.7,1283.2,2984.1,3934.0
Oil tanker,18,6,21.5,27.9,2005.3,2002.5,2004.2,2003.6,421.7,462.5,434.4,441.0,56.5,63.5,78.9,79.1,17.0,19.3,21.2,21.5,14.0,1051.9,1072.1,125974.9,22489.9,34525.3,6998.6,18171.0,23133.8
Cruise,11,9,51.5,6.0,1987.1,1984.4,1994.1,1993.0,227.8,172.1,248.6,234.4,19.0,18.6,27.3,27.4,10.0,15.6,13.3,14.8,19.8,1504.9,1533.8,15837.9,129303.6,175665.2,1439.8,9874.0,12004.5
Liquefied gas tanker,5,2,8.6,8.2,1994.6,1994.0,1994.9,1994.9,825.0,511.8,712.1,717.9,92.0,71.0,92.9,93.0,16.0,16.0,13.8,13.8,5.1,383.2,390.5,6173.4,17885.4,19751.3,1234.7,6759.9,8889.4
Chemical tanker,2,2,2.3,3.0,2006.5,2006.5,2006.5,2006.5,327.0,327.0,326.6,327.1,36.0,36.0,36.0,36.0,41.0,41.0,43.0,40.1,1.5,116.1,118.3,10625.0,26702.0,32915.6,5312.5,15630.2,19163.3
Service - tug,1,1,0.0,0.0,1964.0,1964.0,1964.0,1964.0,226.7,226.7,226.7,226.7,117.0,117.0,117.0,117.0,3.0,3.0,3.0,3.0,0.3,22.6,23.1,393.9,931.5,1247.2,393.9,1017.1,1373.3
Service - other,1,1,5.7,2.0,2015.0,2015.0,2015.0,2015.0,2540.4,2540.4,2540.4,2540.4,330.0,330.0,330.0,330.0,18.0,18.0,18.0,18.0,1.7,126.0,128.4,13809.6,28334.3,30531.9,13809.6,30728.7,34697.0
