Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ventspils,2115,846,16728.4,24861.3,2002.3,2003.4,2008.7,2009.1,397.3,791.5,528.2,784.2,33.0,72.6,122.3,139.8,19.0,56.3,74.4,84.7,3305.8,248624.0,253397.6,18428134.4,53558585.3,67775008.5,8713.1,30477.0,37831.0
Liepaja,1643,638,5031.2,5682.8,1996.2,2000.5,2000.5,2004.9,387.6,488.5,499.1,562.8,37.0,66.2,100.0,119.5,25.0,58.9,52.7,68.7,1338.6,100554.3,102485.0,9439374.9,25082806.1,33410825.4,5745.2,17518.2,21754.5
Riga,1083,513,12975.4,15550.5,2002.3,2003.7,2006.3,2010.0,454.3,835.0,678.4,954.1,43.0,81.2,140.9,151.8,24.0,73.4,105.3,138.9,2054.4,154417.4,157382.2,11472115.3,31388554.2,39275628.7,10592.9,34847.3,42241.7
Roja,425,305,4582.1,6298.2,2001.2,2001.3,2004.7,2007.0,670.5,860.1,1108.7,1157.6,50.0,66.9,108.3,109.6,14.0,36.7,110.0,105.7,852.7,64022.3,65251.5,5469102.1,15993612.7,20157497.7,12868.5,45203.9,56607.0
Mersrags,271,217,4581.6,7489.9,2002.6,2002.7,2008.3,2009.3,704.4,1027.9,1342.1,1382.9,60.0,84.6,189.4,191.9,16.0,51.1,73.4,77.2,573.6,43226.3,44056.2,3927842.2,11032942.6,13924998.0,14493.9,53912.9,67299.4
Skulte,59,39,122.7,168.6,2002.6,2002.6,2004.3,2004.5,417.5,529.3,554.7,562.4,41.0,51.7,80.8,82.1,23.0,27.5,30.8,30.8,35.5,2667.8,2719.0,341347.2,994947.5,1401831.4,5785.5,21267.4,28573.6
Salacgriva,44,34,67.7,92.0,2000.8,2000.3,2002.2,2002.4,438.5,565.3,511.6,510.2,49.0,79.1,73.0,73.0,23.0,29.9,32.5,32.3,22.5,1690.5,1723.0,241333.6,694642.3,987241.1,5484.9,18827.5,26110.4
Lapmezciems,13,13,328.4,566.3,2005.9,2005.9,2008.6,2008.5,556.5,980.9,1259.8,1328.1,53.0,81.5,172.5,178.5,46.0,85.8,85.2,88.1,36.6,2768.0,2821.1,218385.9,550841.7,746895.3,16798.9,63244.3,79619.7
Engure,8,8,164.0,276.7,2007.0,2007.0,2011.6,2011.9,1138.3,1295.5,1371.3,1375.1,113.5,114.0,136.8,135.5,29.0,40.9,18.7,17.1,21.3,1608.7,1639.6,113175.4,343688.9,457372.7,14146.9,62326.5,80615.0
Jekabpils,1,1,142.5,138.1,2019.0,2019.0,2019.0,2019.0,940.8,940.8,940.8,940.8,137.0,137.0,137.0,137.0,10.0,10.0,10.0,10.0,2.9,228.0,232.4,50638.8,114779.6,152755.8,50638.8,193724.4,242180.6
Ainazi,1,1,2.5,3.0,1986.0,1986.0,1986.0,1986.0,728.7,728.7,728.7,728.7,73.0,73.0,73.0,73.0,7.0,7.0,7.0,7.0,0.6,47.0,47.9,9434.0,27064.5,38893.7,9434.0,30750.7,44227.3
