Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ventspils,2022,799,30519.8,49206.4,2002.5,2003.4,2009.8,2010.2,394.3,1205.7,984.3,1611.6,45.0,143.5,358.0,391.5,17.0,51.7,80.4,87.0,4710.6,357193.2,364051.3,27755895.0,76227346.7,93693095.9,13727.0,47103.9,57923.0
Liepaja,1649,642,6501.3,8100.4,1995.9,2000.0,2002.0,2005.0,427.8,717.0,658.9,836.3,48.0,97.1,187.7,231.4,25.0,47.9,45.8,56.0,1559.8,117455.7,119710.9,11393048.0,30413744.5,40974213.8,6909.1,21979.3,27712.2
Riga,1191,579,22136.7,32720.9,2002.3,2003.8,2009.7,2011.7,521.3,1219.1,1064.1,1713.6,56.0,136.6,370.4,442.5,23.0,50.6,78.0,89.4,2861.7,216568.4,220726.6,16139207.4,44366636.6,55460773.9,13551.0,48616.6,59809.6
Roja,401,292,3882.7,5571.5,2001.1,2001.3,2006.2,2007.9,652.2,957.5,1040.8,1169.3,63.0,100.1,222.1,246.5,26.0,47.4,92.1,100.8,744.9,56111.9,57189.3,4861116.1,14052805.3,18131786.9,12122.5,43454.4,55178.3
Mersrags,230,183,3933.9,6389.0,2002.3,2002.2,2008.4,2009.3,678.6,1105.0,1617.9,1735.6,65.5,110.2,357.9,373.0,27.0,54.8,129.6,142.8,575.4,43656.1,44494.3,3287180.4,9359446.2,12063434.8,14292.1,54799.2,69063.6
Skulte,65,42,133.4,182.3,2002.0,2001.8,2003.2,2003.2,459.1,543.4,548.6,551.3,44.0,55.2,62.5,62.9,30.0,48.3,43.0,43.7,44.5,3341.1,3405.2,384891.5,1118785.9,1573058.1,5921.4,21710.5,29068.3
Salacgriva,45,34,74.7,102.3,2000.2,1999.6,2002.8,2003.0,413.2,565.5,548.5,549.7,52.0,62.4,80.8,81.9,24.0,30.2,28.5,28.7,22.2,1665.8,1697.8,263590.2,759777.0,1079325.2,5857.6,20225.2,27972.2
Lapmezciems,14,14,342.4,518.8,2002.0,2002.0,2012.2,2012.1,677.4,1045.2,1445.4,1356.0,56.5,137.3,569.6,536.8,18.0,33.9,86.0,82.8,42.3,3217.0,3278.8,235611.8,693096.5,1232180.2,16829.4,64735.8,94191.9
Engure,9,9,70.1,107.8,2003.7,2003.7,2007.8,2008.3,895.6,1107.8,1027.8,1024.4,88.0,123.0,134.1,134.6,31.0,36.8,35.6,36.0,15.6,1174.6,1197.2,97962.7,281895.5,390653.2,10884.7,41172.5,54498.0
Marupe,1,1,3.1,5.1,1999.0,1999.0,1999.0,1999.0,1028.9,1028.9,1028.9,1028.9,104.0,104.0,104.0,104.0,74.0,74.0,74.0,74.0,1.9,146.1,148.9,8825.7,25889.1,35702.7,8825.7,35357.9,44582.3
Karsava,1,1,66.9,64.8,2019.0,2019.0,2019.0,2019.0,441.6,441.6,441.6,441.6,58.0,58.0,58.0,58.0,11.0,11.0,11.0,11.0,1.4,107.0,109.0,23769.2,53876.1,71701.7,23769.2,90931.9,113676.6
Ainazi,1,1,0.8,1.0,1986.0,1986.0,1986.0,1986.0,241.3,241.3,241.3,241.3,25.0,25.0,25.0,25.0,22.0,22.0,22.0,22.0,0.2,16.6,16.9,3124.0,8962.1,12879.3,3124.0,10182.8,14645.4
