Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mayotte,166,17,56.7,79.8,2004.5,2003.8,2006.4,2006.1,89.4,206.4,244.0,249.6,12.0,101.3,213.2,216.2,27.0,67.2,139.3,240.6,47.6,3592.8,3661.8,479991.0,1052325.3,1346272.7,2891.5,7535.8,9785.8
United Arab Emirates,37,35,3277.7,5676.8,2006.9,2007.5,2008.3,2008.7,2680.0,2793.7,2762.9,2750.5,231.0,241.0,236.4,236.0,28.0,70.9,70.2,66.0,336.5,26001.2,26500.4,2621416.1,6970724.6,8238250.7,70849.1,246215.7,299266.6
Mozambique,29,10,263.4,419.3,2009.6,2012.6,2012.7,2012.8,618.3,778.7,694.1,682.9,66.0,79.4,78.2,77.2,70.0,142.2,187.1,192.2,43.1,3311.8,3375.4,280075.5,774774.5,1032731.0,9657.8,38202.1,47710.5
Madagascar,24,8,103.4,148.6,2007.3,2007.9,2006.9,2006.8,1013.9,542.0,807.1,813.8,109.5,86.0,121.8,122.0,31.0,101.5,36.6,36.5,38.1,2913.2,2969.2,244742.1,731385.9,991292.9,10197.6,40811.6,51464.1
India,19,17,6303.6,12092.4,2008.6,2008.5,2007.7,2007.7,2646.6,2637.6,2739.7,2738.7,229.0,239.4,232.4,231.7,67.0,74.6,77.2,77.7,417.4,32331.7,32952.4,3136081.2,5844734.3,6231208.5,165056.9,463112.8,577206.6
South Africa,19,19,1707.0,3159.1,2011.0,2011.0,2010.5,2010.5,1304.1,1434.5,1416.0,1413.8,117.0,123.1,128.8,128.8,36.0,42.1,39.7,40.2,120.3,9316.2,9495.0,937711.5,1950965.6,2315858.7,49353.2,153197.9,188664.2
Pakistan,17,7,950.0,1455.8,2003.9,2006.0,2005.9,2006.8,2648.1,2721.1,2688.1,2678.4,197.0,236.4,228.8,233.3,76.0,73.4,77.4,79.1,150.4,11582.9,11805.3,886878.2,3317583.8,3786089.3,52169.3,221368.2,270185.2
Brazil,17,17,8198.7,15822.6,2010.4,2010.4,2011.4,2011.5,5663.6,5713.8,5783.2,5786.7,489.0,510.2,502.2,501.5,73.0,131.6,121.6,121.5,414.9,32140.0,32757.1,3061702.8,7544023.4,8571018.5,180100.2,602225.3,726331.1
Seychelles,9,6,173.2,273.0,2008.1,2005.7,2010.2,2010.6,1679.2,11694.7,5841.7,5516.1,277.0,1468.7,1487.3,1042.2,29.0,330.1,45.8,40.2,46.0,3515.3,3582.8,260915.4,643624.6,862467.5,28990.6,97013.7,123657.2
Kenya,7,7,79.3,125.3,1999.9,1999.9,2013.0,2013.4,619.0,717.6,686.0,666.6,72.0,354.6,145.2,125.7,146.0,197.4,111.1,110.4,17.2,1321.2,1346.6,36358.5,178127.7,211071.7,5194.1,30756.5,38410.4
Oman,7,7,1023.6,1976.9,2004.6,2004.6,2009.7,2009.9,2671.8,2479.8,2514.0,2524.8,227.0,254.9,219.4,218.8,57.0,78.1,109.6,111.9,50.7,3909.6,3984.6,456383.0,1289442.0,1458926.0,65197.6,227671.8,274949.6
Uruguay,4,4,1272.5,1725.8,2012.2,2012.2,2013.0,2012.4,5772.3,5847.5,5806.0,5847.4,526.0,538.5,514.8,541.8,53.0,68.8,52.8,71.5,101.7,6897.2,7029.7,360245.1,1937449.6,1966653.8,90061.3,622788.6,844062.9
Iraq,4,4,350.8,629.1,2010.5,2010.5,2011.8,2011.8,3721.7,3755.8,3663.9,3668.8,343.5,330.5,313.9,313.6,127.5,278.8,488.0,513.9,53.9,4163.4,4243.3,230458.0,664913.0,774350.6,57614.5,219015.9,262849.7
Spain,3,3,3610.0,6993.4,2011.3,2011.3,2011.3,2011.3,7314.6,7309.0,7309.0,7309.0,677.0,654.7,654.5,654.7,128.0,103.7,103.6,103.8,214.2,16589.4,16907.9,1662971.6,2802881.0,2917957.2,554323.9,1504180.0,1884183.3
Iran (Islamic Republic of),3,3,284.6,522.3,2007.3,2007.3,2003.4,2003.4,3114.7,3039.1,3239.7,3241.5,298.0,446.0,565.1,565.6,21.0,64.3,105.1,105.3,25.1,1936.0,1973.2,110111.6,319813.5,364837.7,36703.9,164716.4,201040.2
Bahrain,2,2,296.8,564.7,2006.0,2006.0,2000.6,2000.2,3061.4,3061.4,3016.6,3013.1,329.0,329.0,340.6,341.5,101.5,101.5,91.1,90.2,20.0,1540.5,1570.1,190424.5,371973.3,421775.3,95212.3,265053.8,313308.5
Argentina,2,2,865.0,946.6,2014.0,2014.0,2014.0,2014.0,6183.6,6183.6,6169.0,6178.3,601.0,601.0,516.9,571.4,31.0,31.0,31.5,31.2,73.8,4741.8,4832.9,208981.7,1197785.1,1068022.7,104490.9,765723.7,1129080.8
Netherlands,2,2,2889.7,5568.5,2014.5,2014.5,2014.6,2014.6,8763.8,8763.8,8767.4,8765.1,807.0,807.0,811.2,810.5,48.0,48.0,48.0,48.0,176.8,13641.5,13903.4,1324125.6,2231767.8,2323396.1,662062.8,1796533.9,2250395.1
United States of America,2,2,1935.8,3797.6,2015.0,2015.0,2015.8,2015.9,7636.0,7636.0,9794.7,9918.6,792.0,792.0,1185.0,1193.1,19.0,19.0,9.7,9.6,126.5,9747.9,9935.1,893892.0,1574829.1,1655716.5,446946.0,1263448.6,1578832.9
Togo,2,2,602.4,1131.4,2012.0,2012.0,2013.3,2013.5,4785.8,4785.8,4810.8,4814.7,395.0,395.0,391.2,390.6,110.0,110.0,90.7,87.8,52.5,4065.0,4143.1,566471.5,977579.7,1203080.9,283235.7,698261.5,860111.7
"Tanzania, United Republic of",2,2,7.0,6.9,2010.5,2010.5,2010.2,2009.5,350.9,350.9,324.5,409.1,117.5,117.5,138.3,187.8,122.0,122.0,146.0,203.2,5.0,374.1,381.3,9392.9,22798.8,27778.8,4696.4,14593.3,18037.6
Nigeria,2,2,508.4,944.9,2011.5,2011.5,2011.9,2011.9,6472.8,6472.8,5479.5,5466.9,722.0,722.0,661.2,660.1,23.5,23.5,40.9,41.2,42.4,3280.5,3343.5,350934.7,703581.1,848935.3,175467.4,510248.5,626232.3
Malaysia,2,1,84.5,148.5,2011.0,2011.0,2011.0,2011.0,4934.1,4934.1,4934.1,4934.1,556.0,556.0,596.5,596.5,66.5,66.5,81.0,81.0,14.9,1152.8,1174.9,60890.4,169036.2,262715.5,30445.2,143433.3,185899.9
Saudi Arabia,2,2,210.6,356.4,2012.5,2012.5,2012.9,2012.9,3546.4,3546.4,3543.8,3544.4,323.0,323.0,327.4,327.5,17.5,17.5,18.3,18.3,23.2,1796.2,1830.6,68745.6,503444.8,580462.2,34372.8,296825.9,364886.8
Djibouti,1,1,40.2,66.3,1997.0,1997.0,1997.0,1997.0,2722.9,2722.9,2722.9,2722.9,255.0,255.0,255.0,255.0,18.0,18.0,18.0,18.0,4.8,371.3,378.5,27167.8,75419.7,117217.1,27167.8,127992.7,165887.7
Réunion,1,1,26.3,42.7,2010.0,2010.0,2010.0,2010.0,1074.5,1074.5,1074.5,1074.5,93.0,93.0,93.0,93.0,5.0,5.0,5.0,5.0,3.7,283.7,289.1,8234.1,60300.6,69525.4,8234.1,71105.2,87409.3
Turkey,1,1,175.2,304.9,2015.0,2015.0,2015.0,2015.0,4811.3,4811.3,4811.3,4811.3,469.0,469.0,469.0,469.0,14.0,14.0,14.0,14.0,12.4,960.9,979.4,62101.7,182286.3,208240.5,62101.7,283776.3,346812.3
Namibia,1,1,80.5,131.7,2005.0,2005.0,2005.0,2005.0,2870.1,2870.1,2870.1,2870.1,250.0,250.0,250.0,250.0,105.0,105.0,105.0,105.0,14.4,1118.0,1139.5,117566.2,282321.5,318482.9,117566.2,357757.7,418380.3
Mauritius,1,1,6.4,9.3,2009.0,2009.0,2009.0,2009.0,1198.2,1198.2,1198.2,1198.2,136.0,136.0,136.0,136.0,76.0,76.0,76.0,76.0,2.1,160.1,163.2,20726.6,52567.2,59354.1,20726.6,53418.3,60157.4
Sudan,1,1,72.9,100.0,2018.0,2018.0,2018.0,2018.0,3730.5,3730.5,3730.5,3730.5,234.0,234.0,234.0,234.0,7.0,7.0,7.0,7.0,12.6,976.1,994.8,75461.7,218624.9,241431.9,75461.7,413149.8,543302.0
Mexico,1,1,1642.0,3103.4,2009.0,2009.0,2009.0,2009.0,10265.9,10265.9,10265.9,10265.9,1142.0,1142.0,1142.0,1142.0,55.0,55.0,55.0,55.0,107.3,8287.8,8446.9,737960.8,1243807.4,1294873.6,737960.8,2002486.1,2508377.4
China,1,1,1.7,3.0,2009.0,2009.0,2009.0,2009.0,41.0,41.0,41.0,41.0,8.0,8.0,8.0,8.0,55.0,55.0,55.0,55.0,0.5,42.1,43.0,583.5,4273.0,4926.7,583.5,5038.6,6194.0
Egypt,1,1,175.1,305.5,2015.0,2015.0,2015.0,2015.0,4824.3,4824.3,4824.3,4824.3,498.0,498.0,498.0,498.0,224.0,224.0,224.0,224.0,12.8,994.5,1013.6,62223.8,182644.7,208649.8,62223.8,284334.2,347494.1
Italy,1,1,7.1,3.3,1973.0,1973.0,1973.0,1973.0,5076.8,5076.8,5076.8,5076.8,596.0,596.0,596.0,596.0,327.0,327.0,327.0,327.0,4.1,307.5,313.4,22992.1,47174.8,50833.7,22992.1,51161.4,57768.5
