Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Luhuashan,9030,3662,292680.9,426835.7,2006.0,2006.8,2007.8,2008.1,888.5,1956.8,1862.8,2008.9,76.0,189.1,347.1,371.1,20.0,45.8,59.7,64.1,35774.7,2759813.3,2812801.7,235704784.9,671639959.2,816673826.3,26102.4,95144.3,115694.7
Shanghai,4056,1367,221206.4,205488.4,2007.1,2006.8,2007.5,2007.3,876.7,1798.3,1495.2,1677.0,75.0,184.0,303.7,349.7,12.0,54.7,53.1,64.1,26085.5,2010079.1,2048672.6,154897279.0,488815203.3,561438883.9,38189.7,130367.1,153088.1
Beilun,3417,1922,527060.0,901784.6,2008.1,2008.9,2009.9,2009.9,1415.0,2838.5,3084.9,3477.5,154.0,298.6,547.9,575.6,24.0,52.8,58.0,60.3,39598.2,3063235.6,3122049.7,261566867.9,630610024.9,693529918.7,76548.7,249798.4,307807.7
Qianwan,2959,1360,431159.8,631450.8,2008.3,2008.8,2010.2,2010.4,1144.8,2598.6,2688.7,2987.0,97.0,257.5,499.2,552.7,19.0,35.6,38.8,44.0,36978.5,2861724.4,2916669.5,234657922.7,604680993.6,690318530.1,79303.1,258742.5,309519.2
Chiwan,2938,695,133564.7,155039.3,2006.4,2007.5,2009.3,2009.2,560.1,1264.6,1150.2,1145.0,59.5,112.6,211.9,217.0,11.0,27.6,24.0,27.2,15787.6,1220506.0,1243939.7,94455666.4,288381063.1,320706546.1,32149.6,109675.9,130020.5
Zhoushan,2569,1648,374602.4,544870.4,2007.8,2007.3,2010.1,2010.0,1179.2,2727.2,2488.4,2741.5,130.0,299.8,514.3,556.2,34.0,112.2,87.2,90.5,33323.5,2516511.0,2564828.0,194777216.8,522847291.1,570016149.0,75818.3,253962.8,314762.1
Dalian,2489,1204,322351.3,545589.0,2004.5,2005.8,2010.2,2010.4,1066.7,2624.1,4090.7,4543.4,94.0,252.2,662.6,713.4,41.0,103.4,129.3,139.4,24695.1,1870638.9,1906555.2,159680920.4,420327907.0,466081037.2,64154.6,210526.9,261870.9
Tianjin,2462,1432,231215.4,297635.3,2007.5,2008.0,2010.0,2010.1,1391.9,2548.2,2817.7,2892.2,130.0,241.9,363.0,391.4,26.0,51.9,49.2,56.0,22838.0,1728145.6,1761325.9,129159317.1,388562892.8,441666838.1,52461.1,197285.8,242477.4
Lianyungang,2172,1231,243869.4,419802.8,2007.1,2008.3,2008.2,2008.2,1270.3,2909.0,3579.8,3851.3,123.5,283.6,546.8,566.5,42.0,78.3,82.5,85.8,18101.0,1398848.1,1425706.0,111882828.0,293596093.8,346310478.4,51511.4,179412.9,216024.7
Xiamen,1989,641,132362.7,149886.9,2006.3,2007.8,2011.2,2011.5,309.6,1956.2,1955.8,2038.2,29.0,179.1,439.7,460.9,12.0,35.1,27.8,30.8,13271.7,1025949.7,1045648.0,72755146.7,217299004.4,253392067.7,36578.8,133871.4,159897.4
