Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,48488,2505,1237991.4,1402637.3,2006.9,2008.4,2009.2,2009.0,287.7,432.2,510.1,512.8,33.0,47.3,95.2,95.5,14.0,21.9,30.4,30.2,135795.2,10499658.0,10701251.4,880939850.0,2531977683.9,2838304619.4,18168.2,59082.4,69460.4
Bulk carrier,44043,5333,1053176.6,1890351.3,2006.0,2009.0,2006.6,2006.5,507.6,563.7,670.6,671.8,64.0,94.7,213.9,214.4,48.0,86.4,95.9,95.9,93324.6,7223648.3,7362342.4,559008973.1,1302713962.2,1583740950.6,12692.3,46123.0,55239.2
Chemical tanker,23249,1427,68040.1,105861.6,2008.3,2008.4,2008.4,2008.3,208.3,306.2,412.1,410.9,28.0,42.3,164.3,166.9,23.0,44.1,64.1,65.7,25550.5,1952909.8,1990405.7,118477076.0,369128955.9,449122437.2,5096.0,18085.0,22220.1
General cargo,20349,1861,99789.8,142956.7,2002.7,2004.4,2003.3,2003.4,227.1,460.8,531.4,529.9,37.0,82.6,273.9,269.6,28.0,69.3,135.2,137.3,19201.9,1464960.3,1493087.5,106431430.9,341101683.3,490227121.2,5230.3,24089.0,32477.7
Oil tanker,11835,938,199321.6,348668.2,2007.6,2008.7,2009.0,2009.0,259.3,772.1,640.3,655.5,37.0,117.5,222.6,226.5,35.0,113.1,119.6,122.5,37809.7,2916181.3,2972172.0,217101775.7,403761057.1,459133877.4,18344.0,50974.7,62413.6
Ferry-RoPax,9058,32,26874.9,7094.1,2008.1,2004.8,2007.4,2007.2,91.6,3054.5,122.5,121.7,8.0,409.8,301.7,302.6,4.0,110.8,68.4,67.6,5754.1,439161.9,447593.8,44486619.4,109856363.8,134905957.0,4911.3,10489.1,9617.1
Liquefied gas tanker,7497,462,30686.4,30608.8,2006.0,2007.3,2008.5,2008.1,249.6,483.1,646.1,619.0,28.0,56.4,349.4,328.7,22.0,43.8,129.1,116.2,9561.9,719831.0,733651.7,14234215.5,59353162.5,57423696.8,1898.7,12259.8,17255.4
Service - tug,4572,209,6596.1,5601.2,2007.8,2006.4,2007.8,2007.2,224.0,735.6,743.5,764.9,46.0,160.8,554.8,546.6,26.0,91.1,273.3,277.8,5569.8,418919.3,426962.5,143269538.9,338789330.5,453620602.3,31336.3,80915.9,109250.2
Vehicle,4431,347,73602.7,24240.2,2004.1,2006.5,2006.4,2005.6,535.2,537.9,573.0,567.2,43.0,51.5,130.7,131.4,14.0,19.8,61.6,61.6,6694.9,515757.0,525659.5,24546363.1,108223142.3,125333428.7,5539.7,21056.4,22661.3
Service - other,2823,207,19358.4,17499.5,2004.8,2005.1,2005.9,2006.4,312.7,1204.6,999.5,936.9,64.0,317.3,897.1,850.0,39.0,142.5,331.5,305.9,5956.6,450807.9,459463.4,122114466.2,250552075.8,269985034.5,43257.0,96254.1,108684.5
Ferry-pax only,1224,55,709.7,98.0,2006.7,2005.1,2007.1,2009.5,655.1,3789.9,1297.2,1215.4,41.0,318.0,999.1,836.3,17.0,26.0,117.0,125.3,989.4,74288.5,75714.9,8062493.1,16420021.4,20684152.7,6587.0,15317.8,20193.9
Miscellaneous - fishing,1039,42,515.4,482.8,1982.7,1992.3,1990.5,1989.3,320.0,1534.1,859.8,821.6,43.0,199.9,436.9,367.6,12.0,263.0,291.6,278.4,582.4,43752.2,44592.3,3395555.6,7531997.0,8563117.9,3268.1,7691.3,9117.6
Refrigerated bulk,503,110,1995.2,2256.7,1987.1,1990.8,1986.4,1986.5,231.5,1179.7,946.5,964.3,46.0,175.6,1316.5,1331.0,37.0,207.8,280.1,277.2,2509.2,189138.5,192769.9,6694810.6,14628486.3,16477614.1,13309.8,28363.0,30623.5
Ro-Ro,250,15,1080.0,547.5,2000.8,1999.8,2002.3,2002.9,199.3,379.0,246.9,257.3,18.0,55.7,126.6,146.2,23.0,65.5,65.0,64.0,376.8,29022.0,29579.3,717028.8,2398489.1,1814017.2,2868.1,6807.3,7878.5
Cruise,92,29,5246.7,511.3,2003.8,2003.1,2007.9,2007.1,519.2,734.6,847.9,841.7,37.0,49.9,75.8,78.9,24.5,32.6,74.8,71.5,1276.8,98879.0,100777.4,1114397.3,8461949.7,10448794.7,12113.0,80141.1,92752.2
Other liquids tankers,5,2,30.9,39.7,2010.0,2011.5,2012.0,2012.2,111.7,382.1,203.5,221.7,62.0,65.2,654.3,583.3,14.0,38.5,45.0,47.5,100.0,7749.4,7898.2,20361.5,58138.2,125345.9,4072.3,14108.0,22797.0
