,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,840,United States of America,214,Dominican Republic,7397407275.222,7927871.291801999
1,076,Brazil,214,Dominican Republic,726476830.751,1303392.5000470001
2,170,Colombia,214,Dominican Republic,374678602.358,1273432.6798839998
3,780,Trinidad and Tobago,214,Dominican Republic,319794588.219,1027444.6150809999
4,156,China,214,Dominican Republic,2542122442.021,926879.229119
5,566,Nigeria,214,Dominican Republic,414199256.894,755746.6722210001
6,528,Netherlands (Kingdom of the),214,Dominican Republic,344869003.742,500663.006199
7,724,Spain,214,Dominican Republic,654566499.575,328731.181587
8,124,Canada,214,Dominican Republic,190243086.998,325676.821787
9,792,Türkiye,214,Dominican Republic,91278606.683,302167.534522
10,484,Mexico,214,Dominican Republic,694905686.979,265953.091034
11,643,Russian Federation,214,Dominican Republic,102913019.226,205230.19624000002
12,862,Venezuela (Bolivarian Rep. of),214,Dominican Republic,93923903.546,186898.55712299998
13,092,British Virgin Islands,214,Dominican Republic,68451338.906,155538.559293
14,531,Curaçao,214,Dominican Republic,63189856.508,138627.197088
15,320,Guatemala,214,Dominican Republic,163323892.816,137275.726096
16,188,Costa Rica,214,Dominican Republic,203902069.206,124997.609763
17,032,Argentina,214,Dominican Republic,94987594.876,115099.786203
18,152,Chile,214,Dominican Republic,68381492.579,100517.82978
19,380,Italy,214,Dominican Republic,212366415.206,84225.287368
20,604,Peru,214,Dominican Republic,82330809.61,77293.236112
21,410,"Korea, Republic of",214,Dominican Republic,235355402.982,68567.555901
22,356,India,214,Dominican Republic,179182426.437,66209.545739
23,392,Japan,214,Dominican Republic,300757203.459,65325.682451
24,276,Germany,214,Dominican Republic,289296467.539,62457.369479
25,222,El Salvador,214,Dominican Republic,92883384.41600001,57861.179456
26,591,Panama,214,Dominican Republic,56908096.374,51351.619374
27,710,South Africa,214,Dominican Republic,9088844.516,48209.155815000006
28,858,Uruguay,214,Dominican Republic,55206015.223,45049.357186
29,056,Belgium,214,Dominican Republic,61682507.54,43182.368687
30,752,Sweden,214,Dominican Republic,85186128.257,35852.405827
31,250,France,214,Dominican Republic,113103806.165,32764.269237
32,702,Singapore,214,Dominican Republic,33062384.158,32685.063454
33,826,United Kingdom,214,Dominican Republic,116868888.356,32034.192113999998
34,028,Antigua and Barbuda,214,Dominican Republic,18475609.384999998,24333.078971
35,218,Ecuador,214,Dominican Republic,73087944.682,23804.999429
36,191,Croatia,214,Dominican Republic,1098607.534,23590.412753
