Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Melbourne,2180,553,50081.4,44079.2,2005.0,2007.2,2006.6,2006.4,555.3,749.1,631.1,653.1,37.0,66.1,64.7,67.1,21.0,34.3,32.7,40.9,6042.1,465139.7,474070.4,37084338.4,106162703.1,122166809.9,17011.2,52321.0,60159.1
Chermside,959,482,29126.3,29349.1,2007.1,2007.9,2006.8,2007.1,550.7,715.0,689.8,732.5,42.0,108.4,101.7,127.0,24.0,48.0,38.5,50.3,3519.9,272219.8,277446.4,21084271.3,60947392.1,69767544.6,21985.7,70417.9,81687.3
Devonport,937,54,5359.8,2501.1,2001.7,2007.6,2001.6,2003.3,238.9,449.5,260.6,302.0,16.0,110.7,20.0,36.3,10.0,60.8,14.6,26.2,1470.8,111039.5,113171.5,4903574.2,12142293.1,14781648.4,5233.3,12722.4,12871.4
Botany,904,297,29330.7,34664.4,2007.9,2008.1,2006.9,2007.1,592.9,738.9,794.7,774.7,45.0,95.9,88.1,87.8,32.0,36.6,36.6,36.3,4211.2,325764.1,332018.7,27667715.2,71093285.6,79202188.2,30605.9,87772.4,100962.5
Adelaide,897,384,31787.2,29925.9,2006.7,2007.9,2007.5,2008.1,538.6,829.0,792.6,771.1,50.0,78.2,75.2,78.6,21.0,42.9,24.8,32.0,3673.3,284339.2,289798.5,22772428.6,66250330.7,75465755.3,25387.3,79754.2,91484.7
Port Kembla,636,418,20747.2,18642.2,2007.5,2008.2,2007.7,2008.0,575.7,701.5,700.6,928.8,40.0,99.6,162.9,297.2,21.0,55.7,75.8,139.4,1661.1,128430.8,130896.7,9022427.2,30514376.4,36145524.0,14186.2,51344.3,58476.4
Melbourne,600,64,6520.0,1412.9,2000.2,2004.5,2000.0,2003.0,239.2,805.4,334.7,312.3,12.0,139.8,38.7,64.3,11.0,57.2,16.4,34.0,1811.2,139706.2,142388.6,4823836.2,15187522.3,18273657.6,8039.7,22641.3,22787.2
Newcastle,591,401,19767.9,35215.8,2008.6,2010.0,2009.2,2009.2,582.6,878.8,1039.0,1135.7,68.0,114.2,499.6,526.0,34.0,58.0,151.4,158.2,1785.0,137813.0,140459.0,10072002.9,25402979.6,31228549.6,17042.3,63238.8,77187.4
Cairns,462,109,2974.4,1894.0,2003.7,2006.8,2003.2,2007.9,539.1,762.4,590.1,592.7,61.5,137.6,71.2,81.5,37.0,148.6,33.1,42.7,965.4,73870.2,75288.5,2967768.3,12377803.4,12713028.8,6423.7,23113.2,28507.6
Burnie,432,86,3153.7,2707.8,2001.0,2007.5,2003.3,2007.2,225.2,685.7,323.1,418.9,15.5,137.9,51.3,74.1,9.0,58.3,32.6,50.3,725.2,56085.1,57161.9,1975113.6,5214150.3,6464196.7,4572.0,15608.1,18237.4
Port Adelaide,426,77,1694.6,2634.9,1991.2,2009.0,2006.2,2007.1,48.8,670.9,411.5,461.0,7.0,75.9,87.4,89.1,10.0,95.1,95.7,99.0,254.3,19542.0,19917.2,1376626.3,3638508.5,4998698.7,3231.5,13018.1,16614.4
Gladstone,419,210,24748.3,37524.3,2007.0,2009.8,2010.1,2010.1,771.9,1390.4,1472.6,1305.5,131.0,202.3,502.6,458.7,46.0,59.8,45.4,48.0,2521.0,183200.4,186717.8,9577601.9,32850933.3,36202764.1,22858.2,108520.0,141056.0
Fremantle,416,194,28483.3,24576.1,2005.6,2006.6,2006.3,2006.4,1384.1,1338.7,1344.6,1340.5,95.5,121.4,111.4,107.6,26.0,39.1,25.6,29.7,2929.1,226640.8,230992.3,20963220.7,59537890.6,67578976.3,50392.4,149940.9,169687.1
Withnell Bay,355,80,9574.7,13970.3,2011.5,2010.2,2011.4,2011.0,192.1,1671.9,2375.0,2593.3,39.0,218.3,487.7,487.5,15.0,43.5,47.8,40.8,1068.1,77154.8,78636.2,11634230.2,28890630.8,33614919.3,32772.5,95107.0,126956.3
Geelong,347,185,3593.5,5796.1,2011.4,2010.6,2010.4,2010.6,532.1,687.2,597.9,596.7,58.0,102.1,120.7,118.0,38.0,68.5,77.1,78.2,744.4,57214.7,58313.2,3293392.1,8710765.0,10591137.1,9491.0,34795.7,43283.7
Weipa,333,59,11722.8,20817.1,2007.1,2008.8,2010.3,2010.4,1207.7,1469.3,1346.5,1359.6,98.0,241.8,197.9,200.4,25.0,65.8,30.8,30.3,1023.1,78994.9,80511.6,4709900.0,15038853.7,15905901.0,14143.8,61852.4,76275.8
Brisbane,331,173,6084.1,5078.2,2008.0,2010.2,2002.6,2010.6,567.5,890.6,780.8,743.6,53.0,180.9,196.4,295.7,23.0,77.3,39.9,61.7,1331.8,102701.4,104673.3,6652206.8,18797012.9,22250467.6,20097.3,65832.0,77115.3
Darwin,286,99,5806.8,2577.6,2009.2,2007.6,2008.3,2011.6,677.6,2160.0,1953.2,2358.7,81.5,248.0,262.2,382.9,21.0,182.9,69.0,83.9,1108.8,83255.6,84854.1,5165445.6,18354957.6,20915788.2,18061.0,61584.0,78773.6
Klein Point,283,2,93.3,100.6,1982.1,1995.5,1984.3,1982.7,45.0,89.8,49.9,47.9,6.0,25.0,9.7,7.4,3.0,4.0,5.8,5.9,17.9,1366.6,1392.8,209842.7,481472.7,579495.1,741.5,2243.0,2793.6
Dampier,275,52,9034.1,11891.0,2012.5,2010.6,2012.5,2011.7,137.7,1703.4,2129.9,2747.7,17.0,369.4,596.9,631.8,30.0,108.7,107.9,91.4,1042.7,71730.4,73107.6,6301719.7,19272114.6,21284727.1,22915.3,81957.8,113301.0
Horn,273,43,1018.7,1702.9,1997.6,2008.6,2008.2,2008.6,480.9,715.0,663.2,664.5,42.0,109.6,92.2,90.5,5.0,13.8,10.4,10.5,205.6,15631.9,15932.1,1274726.4,3940153.8,4378658.7,4669.3,15194.0,20009.3
Gove,266,49,5324.1,9468.6,2012.3,2010.4,2010.8,2010.9,459.2,1068.7,1396.1,1438.6,56.0,106.0,172.1,176.5,5.0,66.4,115.0,117.3,519.3,40024.3,40792.7,2300991.5,8025197.8,7879171.9,8650.3,37065.8,45705.6
South Trees,257,128,13218.9,23179.6,2009.2,2009.4,2009.8,2009.9,1219.3,1142.0,1291.8,1315.9,105.0,126.0,255.4,267.0,74.0,75.3,122.6,126.1,1174.7,90898.0,92643.3,5716703.7,15704054.3,18827418.8,22244.0,94341.7,116243.3
Kwinana,241,164,6206.0,9811.2,2010.3,2010.9,2010.6,2010.6,953.3,1049.4,1123.2,1082.8,131.0,148.6,212.2,203.3,44.0,112.8,155.0,145.8,977.4,75452.8,76901.5,4622303.7,14572717.8,17210039.3,19179.7,83515.8,103119.3
Townsville,219,151,3246.8,4570.9,2007.7,2009.1,2008.8,2010.0,691.5,899.5,809.5,897.5,52.0,98.8,232.1,248.3,46.0,79.4,69.1,75.9,538.3,41444.2,42240.0,2642206.2,7725959.3,9960268.3,12064.9,47760.2,58975.2
Palmerston,213,40,1850.9,1356.4,2012.1,2010.5,2004.4,2004.9,475.9,3312.0,3579.7,2947.5,61.0,393.7,823.0,744.3,33.0,284.0,225.1,176.1,483.4,34768.8,35436.4,1607162.1,6450460.2,5534454.3,7545.4,26145.0,36160.0
