Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7370,1340,11234.9,15755.8,1989.6,1992.8,1997.6,1998.1,202.9,399.4,386.6,403.5,36.0,61.5,307.3,330.3,41.0,47.0,63.6,63.2,3070.7,233181.9,237659.0,23380729.9,69644177.6,98918886.0,3172.4,12191.2,16516.8
Bulk carrier,2172,1242,55235.4,96787.3,2004.3,2007.6,2009.4,2009.4,416.5,1049.8,1019.0,1032.6,59.0,146.0,357.7,365.4,10.0,47.5,75.6,74.6,5536.7,427964.9,436181.8,31110220.3,75018116.0,96494709.6,14323.3,55094.1,67184.6
Chemical tanker,1046,293,4684.9,7403.1,2006.0,2006.7,2007.1,2007.0,221.8,581.0,604.4,628.6,36.0,72.5,240.8,246.7,19.0,28.6,40.2,40.1,1431.8,109132.4,111227.7,4440965.7,17538499.0,21188233.7,4245.7,19146.2,23804.1
Oil tanker,806,166,1448.3,2272.8,2000.9,1997.9,2003.3,2003.8,187.3,453.4,345.1,367.5,28.0,70.7,222.5,215.6,16.0,75.4,88.3,86.8,750.1,56510.8,57595.8,3458658.4,3169619.3,3317221.5,4291.1,12810.3,16611.5
Ferry-RoPax,546,13,3263.0,1280.2,1989.6,1990.6,1985.6,1984.5,329.4,368.9,414.5,400.7,28.0,39.6,53.0,55.6,19.0,49.7,26.9,28.6,931.2,70953.1,72315.4,8168611.1,20119119.2,24744505.8,14960.8,31982.5,29681.1
Container,545,115,6690.9,8117.7,2003.9,2004.8,2006.6,2006.4,368.2,425.1,369.7,372.5,31.0,39.0,47.2,47.2,22.0,24.2,23.7,23.7,1078.2,83109.7,84705.4,6391596.2,19157415.2,21629503.1,11727.7,38680.4,45370.3
Service - tug,233,69,32.0,16.6,1989.9,1991.7,1992.2,1993.9,207.1,422.7,351.9,359.6,68.0,387.6,586.3,582.9,36.0,196.7,322.5,360.0,114.8,8619.7,8785.2,423640.7,1001782.7,1341332.9,1818.2,4694.9,6338.9
Liquefied gas tanker,215,34,1244.1,1403.6,2002.5,2003.4,2009.1,2009.2,369.9,396.1,449.0,449.7,32.0,42.2,86.0,86.5,37.0,34.0,38.0,37.9,369.7,28173.1,28714.1,887933.9,2922797.0,3070958.9,4129.9,23882.7,32175.8
Miscellaneous - fishing,163,30,136.0,104.5,1984.0,1985.5,1989.5,1990.4,302.4,400.0,867.9,913.0,45.0,284.2,695.6,591.7,20.0,143.8,100.7,103.6,148.3,11175.4,11390.0,734929.6,1630215.5,1853389.9,4508.8,10611.2,12578.9
Ro-Ro,81,12,479.9,328.4,1980.5,1981.8,1978.6,1978.7,330.0,725.0,466.5,468.6,43.0,101.5,86.7,92.7,30.0,224.5,72.2,73.6,156.0,11905.6,12134.2,526664.9,2421339.2,1499896.0,6502.0,15557.1,19226.3
Vehicle,54,6,338.4,101.5,1992.3,1996.5,2002.6,1999.5,311.8,304.9,361.8,361.3,35.5,36.8,91.5,149.5,26.5,30.8,46.4,50.7,128.4,9698.3,9884.5,102808.8,453276.7,524940.6,1903.9,7236.6,7788.2
Service - other,21,18,69.0,101.1,1985.5,1986.6,1990.2,1989.3,258.0,1236.5,1587.9,2155.0,149.0,1527.0,4346.8,4738.1,139.0,346.2,446.3,426.0,84.9,6376.4,6498.8,705384.5,1447294.2,1559547.1,33589.7,74742.8,84395.2
Cruise,14,3,36.7,8.7,1974.7,1985.0,1971.4,1971.6,374.9,360.3,379.2,382.7,62.0,85.3,210.5,208.8,34.0,32.7,133.8,129.0,76.9,5800.9,5912.3,78664.5,235107.3,444002.5,5618.9,18117.7,31343.4
Refrigerated bulk,9,8,34.2,38.0,1991.7,1991.0,1991.2,1991.2,400.2,652.7,700.2,715.9,37.0,51.8,67.3,68.0,11.0,34.7,41.0,43.2,16.6,1264.4,1288.7,112857.8,246599.7,277771.4,12539.8,26722.1,28851.8
Ferry-pax only,6,4,1.1,0.2,1989.2,1990.2,1988.3,1988.3,197.5,1341.0,1211.7,1221.9,49.0,202.2,584.0,582.8,74.0,162.5,65.2,65.8,3.2,238.8,243.3,13871.3,28250.3,35586.6,2311.9,5376.2,7087.6
