Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7414,1342,12508.7,16919.7,1989.6,1992.8,1994.6,1994.9,372.4,435.8,427.1,429.7,51.0,66.6,170.8,163.9,17.0,56.8,63.3,64.7,3249.4,246459.9,251191.9,29791319.1,87675279.2,124294332.6,4018.3,14950.3,20282.9
Bulk carrier,2205,1270,33622.9,58434.8,2004.4,2007.6,2008.2,2008.3,412.5,597.7,609.5,612.3,46.0,82.8,174.8,177.8,84.0,116.9,127.3,129.3,3649.8,281762.8,287172.7,19928874.1,48267053.4,63429533.3,9038.0,35056.3,43023.8
Chemical tanker,1046,297,4126.6,6427.6,2006.0,2006.8,2006.7,2006.6,385.9,499.2,530.4,543.7,47.0,67.8,163.3,167.5,21.0,64.3,84.9,87.5,1559.4,118941.4,121225.0,4913041.2,17870469.3,21865473.9,4697.0,19437.2,24342.9
Oil tanker,804,166,1559.3,2397.3,2000.9,1997.7,2003.7,2004.0,248.9,371.0,373.0,388.8,53.0,82.5,130.6,125.3,8.0,80.5,74.9,71.2,748.4,56443.0,57526.7,3720719.7,3583101.9,3656066.7,4627.8,14269.4,18614.2
Ferry-RoPax,548,13,3158.6,1216.0,1989.7,1990.6,1985.8,1984.9,327.7,539.3,400.4,380.2,27.5,98.1,41.3,39.3,21.0,30.3,30.2,30.4,921.2,70145.3,71492.1,7921576.2,19450877.9,23965677.6,14455.4,30936.6,29114.7
Container,546,116,6463.4,7751.6,2003.9,2004.8,2005.3,2005.2,376.6,365.5,354.2,353.1,38.5,40.7,49.6,49.2,21.0,29.9,30.3,30.0,1066.2,82164.4,83742.0,6365760.7,18727130.1,21082314.6,11658.9,37580.5,43989.5
Service - tug,231,72,33.9,20.4,1989.6,1991.8,1993.5,1994.8,210.8,469.9,374.5,436.9,60.0,324.5,605.3,648.8,35.0,240.1,280.0,215.7,109.5,8222.0,8379.8,522416.7,1235358.3,1654078.0,2261.5,5839.7,7884.6
Liquefied gas tanker,215,35,1298.8,1465.2,2002.5,2003.8,2007.6,2007.6,397.6,539.3,471.1,471.8,37.0,48.6,64.1,63.8,35.0,61.4,94.5,95.9,332.0,25356.4,25843.2,943483.3,3065186.2,3236500.7,4388.3,25229.9,33906.7
Miscellaneous - fishing,154,29,162.7,124.4,1984.3,1985.9,1989.3,1990.2,343.0,453.2,1072.8,1091.0,62.5,185.6,500.7,511.2,48.5,267.1,409.6,310.6,135.0,10169.5,10364.7,874489.3,1939785.9,2205340.2,5678.5,13364.1,15842.3
Ro-Ro,79,9,622.8,421.8,1980.5,1982.3,1979.6,1979.5,536.4,559.0,590.0,586.1,55.0,40.7,79.2,82.0,34.0,53.7,345.2,474.4,225.7,17240.0,17571.0,723441.3,3587976.4,2126810.8,9157.5,21961.6,27634.6
Vehicle,55,6,384.9,113.8,1992.5,1996.5,2003.0,2000.6,370.2,361.8,399.6,394.7,38.0,36.6,44.4,44.4,24.0,22.0,29.9,38.7,60.3,4594.0,4682.2,115201.1,507913.2,588215.3,2094.6,7961.4,8568.3
Service - other,19,14,150.9,210.1,1988.1,1989.1,1985.2,1984.2,472.4,1121.0,3971.1,5976.5,369.0,696.8,4901.4,5093.8,84.0,326.1,463.8,479.4,71.3,5404.4,5508.1,1466313.6,3008553.7,3241898.8,77174.4,171726.0,193903.0
Cruise,13,3,20.7,5.0,1975.0,1985.0,1977.0,1976.6,224.3,1749.4,236.0,240.6,18.0,1191.7,546.3,489.7,34.0,17.3,35.1,39.1,75.6,5686.3,5795.5,92045.3,175604.5,271219.6,7080.4,15482.9,23414.6
Refrigerated bulk,9,8,18.6,20.4,1991.7,1991.0,1991.9,1991.9,376.0,373.9,381.9,383.1,32.0,36.1,34.2,34.2,97.0,94.9,103.3,104.9,20.0,1506.5,1535.4,60392.6,131960.8,148641.4,6710.3,14299.6,15439.2
Ferry-pax only,6,4,3.8,0.6,1989.2,1990.2,1989.0,1989.3,3579.8,4250.0,4181.0,4219.5,2153.0,1712.0,2382.2,2364.5,5.5,35.8,71.7,73.4,10.8,810.8,826.4,47901.8,97556.6,122891.1,7983.6,18565.6,24475.6
