Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2123,621,1360.1,1907.6,1986.5,1991.8,1991.7,1992.3,109.4,147.8,155.8,153.1,14.0,36.8,79.2,77.1,46.0,92.0,89.8,89.4,730.2,55084.0,56141.6,3376933.0,9942388.7,14153774.3,1590.6,5846.7,8026.4
Bulk carrier,803,366,1463.7,2366.5,2000.7,2002.9,2004.0,2004.0,81.4,111.5,104.8,103.7,10.0,24.7,40.2,39.9,80.0,101.4,100.1,101.1,354.7,27079.5,27599.4,1090844.7,2719503.8,3853807.0,1358.5,5479.5,6900.5
Service - tug,647,47,77.4,36.6,2002.4,1992.5,2001.1,1998.4,152.1,768.2,334.8,342.7,43.0,1176.6,1077.9,1107.3,22.0,200.5,238.7,278.6,247.8,18616.1,18973.6,937038.6,2215814.1,2966855.3,1448.3,3739.7,5049.3
Chemical tanker,144,83,282.0,437.1,2003.6,2006.9,2000.0,2000.0,84.0,202.2,180.1,176.2,11.0,28.4,246.8,238.6,61.0,84.0,179.9,178.1,291.3,22211.8,22638.3,559820.2,1711057.6,2096916.4,3887.6,13743.0,17038.0
Service - other,117,16,97.3,99.6,1990.0,1988.3,1991.2,1988.7,218.8,855.1,624.5,632.5,26.0,1147.6,1052.6,950.4,39.0,492.5,225.4,185.2,167.8,12602.3,12844.3,695049.6,1426089.1,1536697.4,5940.6,13218.8,14925.9
Liquefied gas tanker,63,2,31.6,31.6,1986.7,1989.0,1988.8,1989.4,191.1,240.3,260.5,272.1,30.0,33.5,122.2,123.6,32.0,32.2,80.5,72.7,105.3,7906.4,8058.2,23816.5,69000.4,76198.5,378.0,2069.8,2721.8
Oil tanker,62,30,141.9,231.1,1992.1,1998.6,1988.7,1988.1,327.9,417.8,632.0,723.6,48.5,157.4,1527.1,1656.2,21.5,42.2,349.5,380.1,119.6,8984.6,9157.1,926086.5,231916.2,310110.1,14936.9,39693.9,50733.5
Container,52,5,41.3,51.5,1996.2,1996.0,1998.3,1998.2,91.4,127.3,168.6,164.3,12.0,23.1,61.4,62.3,21.0,44.7,39.3,37.7,30.7,2319.6,2364.2,81905.9,205380.5,230631.7,1575.1,4092.3,4612.7
Miscellaneous - fishing,37,11,7.4,4.4,1985.3,1983.8,1981.5,1982.9,162.4,603.1,316.1,195.0,25.0,88.3,174.3,129.1,59.0,261.1,817.7,752.4,20.3,1523.4,1552.7,30884.2,68507.2,77885.7,834.7,1964.4,2328.7
Cruise,32,2,101.4,11.8,1978.6,1977.5,1978.9,1978.7,370.6,484.0,671.0,662.7,61.5,349.2,194.0,236.8,5.5,5.8,133.3,123.3,110.5,8312.2,8471.8,113665.5,325387.3,605797.4,3552.0,11023.4,18873.2
Ferry-pax only,3,2,1.6,0.2,1987.0,1986.5,1986.2,1986.5,1481.5,1488.9,1487.2,1488.9,56.0,152.0,186.7,162.6,458.0,2024.0,2505.9,2129.7,7.8,586.3,597.6,15311.6,31183.6,39281.7,5103.9,11868.8,15647.0
Refrigerated bulk,1,1,0.3,0.3,1997.0,1997.0,1997.0,1997.0,74.0,74.0,74.0,74.0,8.0,8.0,8.0,8.0,80.0,80.0,80.0,80.0,1.2,91.1,92.8,930.8,2033.9,2291.0,930.8,1983.6,2141.6
