Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,7652,2530,35423.3,53378.1,1995.2,2000.8,2003.1,2004.5,411.9,445.2,441.9,448.1,50.0,63.9,76.1,77.5,24.0,80.7,102.1,108.3,6715.6,513374.4,523231.2,43508866.4,121017391.7,158930393.4,5685.9,20381.2,25995.6
Russian Federation,3277,961,6576.5,8519.9,1992.8,1992.8,2000.6,2001.1,209.4,319.6,353.0,356.7,41.0,107.0,253.6,272.5,18.0,75.3,79.2,80.8,2204.2,167171.9,170381.6,12628723.1,30808772.4,38199988.3,3853.7,12059.3,15395.9
Romania,1066,612,2921.3,4033.1,1993.9,1995.5,2005.7,2005.8,227.2,288.9,252.1,257.0,32.0,57.3,73.8,81.2,37.0,106.1,70.4,75.2,690.3,52604.8,53614.9,3774111.8,10738717.6,14132192.6,3540.4,12928.5,16641.4
Bulgaria,528,345,1684.2,2381.3,1996.1,1998.3,1998.2,1998.7,339.4,382.4,372.6,373.0,48.0,81.4,124.0,124.1,24.0,63.5,62.4,66.3,425.0,32435.8,33058.6,2478031.2,7216869.3,9483129.5,4693.2,17422.3,22520.0
Georgia,342,159,2570.9,1986.1,1992.5,1997.6,1991.7,1997.7,544.6,470.5,556.2,551.6,50.0,90.6,59.2,65.6,23.0,58.3,45.3,69.0,554.2,42435.2,43250.0,4314524.9,10812202.0,13461797.6,12615.6,31670.3,33827.9
Greece,136,130,1384.5,2217.7,1998.8,1998.7,2004.9,2005.4,734.0,783.9,762.5,758.1,84.0,97.5,114.6,111.6,45.5,67.5,91.4,94.0,179.2,13764.7,14029.0,1311379.3,3442726.6,4686507.5,9642.5,37259.2,47976.4
Italy,82,63,1982.1,3204.3,2001.4,2003.4,2005.7,2006.0,1538.8,1515.0,1556.7,1568.9,142.0,148.1,158.7,160.6,51.5,81.9,91.4,93.0,244.4,18830.5,19192.1,1509747.8,4156314.7,5719332.5,18411.6,77283.6,97619.8
Egypt,51,47,1499.8,2575.5,2005.6,2006.0,2009.5,2009.7,1204.2,1284.8,1228.6,1225.9,144.0,220.0,222.2,221.7,94.0,117.0,139.7,142.6,159.8,12329.4,12566.1,979192.3,2485356.5,3219189.1,19199.8,74672.4,91487.3
"Moldova, Republic of",31,25,26.0,33.7,1985.5,1986.7,1988.8,1988.8,393.6,279.5,267.2,265.2,54.0,53.3,64.7,64.0,13.0,27.1,24.4,24.5,9.4,707.1,720.7,88908.7,243201.9,341314.6,2868.0,9561.2,13423.4
Spain,27,25,1267.5,2056.6,2007.4,2007.9,2008.4,2008.6,2172.1,2469.5,2494.6,2510.9,226.0,251.2,257.4,259.0,46.0,71.6,72.8,74.1,132.6,10238.2,10434.8,961073.2,2384860.7,3246151.2,35595.3,139151.5,172781.4
