Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nuuk,79,32,1573.1,1202.8,1994.4,1991.9,1998.0,2001.0,1605.6,1980.2,1696.1,1947.6,150.0,306.6,208.0,214.2,31.0,68.1,40.7,49.2,447.6,34293.1,34951.6,2459185.9,6532369.9,7667843.4,31128.9,89233.6,104065.8
Nanortalik Havn,22,20,476.4,131.3,1999.0,1998.4,2000.7,2003.6,990.2,1226.4,1092.9,1347.3,111.0,149.0,108.8,141.2,5.0,20.2,15.6,26.2,119.1,9182.1,9358.4,389221.6,1369392.2,1582451.2,17691.9,60436.8,66582.5
Tasiilaq,21,13,257.5,123.3,1996.8,1989.9,2001.9,2007.0,1558.5,929.5,996.8,1380.0,116.0,126.4,112.7,135.3,10.0,12.0,12.0,13.1,75.6,5785.8,5896.9,269632.6,902642.4,1149772.6,12839.6,45675.5,54899.3
Sisimiut,14,13,136.3,42.3,1995.7,1994.2,1997.9,2001.8,2254.1,2675.1,1794.9,2201.1,358.0,424.2,541.7,572.7,10.5,245.7,94.9,129.6,65.4,4928.6,5023.3,263223.3,713656.5,895377.7,18801.7,51809.8,64491.9
Narsarssuaq,8,6,61.3,24.3,1992.1,1986.8,1985.2,1993.5,914.9,1039.8,965.0,918.8,73.0,91.2,74.9,80.0,13.5,17.7,20.1,16.2,20.4,1559.0,1589.0,84566.6,364511.0,548098.9,10570.8,45280.1,62985.1
Pituffik (Thule Air Base),6,5,258.9,310.6,2003.2,2001.8,2006.4,2005.9,3119.2,2603.7,3005.0,3216.7,267.0,208.8,268.3,271.0,83.0,63.1,84.4,81.4,53.6,4127.0,4206.2,139712.5,573508.5,776594.9,23285.4,131870.6,172169.2
Illulissat (Jakobshavn),5,5,33.2,7.4,1989.0,1989.0,1998.5,1991.2,1263.1,1807.5,1084.3,903.1,136.0,724.4,373.3,717.5,10.0,13.4,9.9,11.5,23.5,1767.5,1801.5,37012.1,138398.0,203915.7,7402.4,26989.3,37351.9
Uummannaq Harbor,5,4,50.5,5.9,1993.4,1993.8,1994.1,1992.5,947.5,889.2,928.5,576.0,78.0,95.8,127.1,108.5,23.0,26.2,19.6,23.4,18.6,1433.1,1460.6,23056.7,113599.1,146383.6,4611.3,19723.4,22533.7
Qeqertarsuaq,4,4,57.7,10.0,1993.5,1993.5,1998.2,1995.1,1742.8,1730.4,1790.3,1611.8,208.5,204.0,259.6,243.6,3.5,4.0,3.0,3.5,24.3,1834.6,1869.8,40537.9,207809.6,359921.0,10134.5,49971.3,79214.9
Kangerlusuaq,4,2,55.7,8.2,1982.0,1982.0,1982.0,1982.0,1309.0,1309.0,1232.1,1238.5,107.0,105.5,115.3,114.1,12.5,10.5,15.4,14.9,26.5,2052.6,2092.0,23786.5,178579.2,271204.4,5946.6,39104.0,53967.7
Aasiaat,3,3,24.9,12.3,1999.3,1999.3,2000.0,1999.6,2496.5,2942.8,2922.2,2653.4,429.0,464.3,546.8,506.9,20.0,15.7,19.5,16.2,9.0,676.9,689.9,86244.7,191307.4,217497.2,28748.2,67657.7,80204.1
Paamuit (Frederikshab),3,3,2117.7,624.0,1999.7,1999.7,1988.6,1988.2,1119.7,16809.0,20129.8,32204.9,95.0,1166.7,3236.7,3300.9,9.0,10.0,12.9,13.0,149.2,11555.0,11776.8,643036.9,2905235.6,3390891.2,214345.6,833494.7,901724.7
Nalunaq Gold Mine,2,2,13.0,2.3,1991.0,1991.0,1994.6,1984.5,883.9,883.9,796.5,923.6,83.5,83.5,81.1,87.8,3.5,3.5,3.4,3.7,4.3,325.4,331.6,10554.1,46372.2,91064.6,5277.1,22893.9,39700.4
Maniitsoq,1,1,3.3,1.2,1986.0,1986.0,1986.0,1986.0,2078.3,2078.3,2078.3,2078.3,203.0,203.0,203.0,203.0,4.0,4.0,4.0,4.0,1.5,110.1,112.2,8769.1,19451.6,22114.5,8769.1,20637.7,24464.7
Kuummiut,1,1,4.8,3.6,2012.0,2012.0,2012.0,2012.0,1199.0,1199.0,1199.0,1199.0,77.0,77.0,77.0,77.0,79.0,79.0,79.0,79.0,1.0,73.9,75.3,25294.5,56108.1,63789.2,25294.5,59529.4,70568.5
Seqi Olivine Mine,1,1,0.4,0.4,2015.0,2015.0,2015.0,2015.0,1596.7,1596.7,1596.7,1596.7,1015.0,1015.0,1015.0,1015.0,145.0,145.0,145.0,145.0,1.4,108.8,110.9,11476.5,27138.6,36337.1,11476.5,29634.5,40011.6
